verdict,domain
תפ_1582-08-23,drugs
תפ_29523-10-19,drugs
תפ_11112-06-13,drugs
תפ_57031-01-14,drugs
תפ_41446-08-24,drugs
תפ_68375-05-18,drugs
תפ_64314-11-16,drugs
תפ_40686-07-21,drugs
תפ_55068-09-14,drugs
תפ_9561-03-21,drugs
תפ_10767-02-15,drugs
תפ_9620-04-14,drugs
תפ_15424-06-19,drugs
תפ_10469-04-19,drugs
תפ_17321-06-18,drugs
תפ_24004-07-18,drugs
תפ_53805-09-16,drugs
תפ_34018-04-22,drugs
תפ_10788-12-21,drugs
תפ_53961-10-19,drugs
תפ_13519-11-23,drugs
תפ_28180-09-12,drugs
תפ_57813-05-20,drugs
תפ_2802-11-19,drugs
תפ_16052-05-23,drugs
תפ_62497-06-18,drugs
תפ_52796-01-15,drugs
תפ_23322-02-16,drugs
תפ_47209-08-15,drugs
תפ_58605-05-19,drugs
תפ_46018-03-14,drugs
תפ_3576-03-18,drugs
תפ_29550-06-13,drugs
תפ_7626-04-20,drugs
תפ_12699-05-15,drugs
תפ_6574-09-21,drugs
תפ_33143-03-17,drugs
תפ_66755-06-20,drugs
תפ_51778-06-24,drugs
תפ_40238-09-19,drugs
תפ_8696-08-12,drugs
תפ_56953-07-13,drugs
תפ_48167-02-13,drugs
תפ_3518-11-18,drugs
תפ_1277-05-20,drugs
תפ_2907-05-16,drugs
תפ_43722-02-13,drugs
תפ_15616-09-14,drugs
תפ_55489-01-21,drugs
תפ_68970-01-23,drugs
תפ_18584-01-22,drugs
תפ_36475-04-22,drugs
תפק_41272-03-16,drugs
תפ_28236-11-16,drugs
תפ_47843-02-15,drugs
תפ_14215-07-23,drugs
תפ_21059-03-16,drugs
תפ_35104-12-21,drugs
תפ_51953-01-23,drugs
תפ_26820-10-11,drugs
תפ_40306-12-19,drugs
תפ_55462-06-20,drugs
תפ_27790-10-21,drugs
תפ_35670-09-18,drugs
תפ_15712-06-13,drugs
תפ_25154-10-16,drugs
תפ_37002-02-16,drugs
תפ_35581-05-22,drugs
תפ_33745-01-13,drugs
תפ_39111-09-13,drugs
תפ_52234-07-21,drugs
תפ_1318-11-12,drugs
תפ_13667-09-17,drugs
תפ_13365-08-13,drugs
תפ_7908-02-17,drugs
תפ_7994-06-21,drugs
תפ_43911-02-21,drugs
תפ_21052-05-20,drugs
תפ_73620-12-18,drugs
תפ_21775-02-11,drugs
תפ_4515-02-13,drugs
תפ_19425-03-21,drugs
תפ_26868-10-20,drugs
תפ_21384-01-23,drugs
תפ_16006-05-14,drugs
תפ_37340-06-12,drugs
תפ_50079-03-13,drugs
תפ_3745-09-16,drugs
תפ_63976-07-17,drugs
תפ_50725-10-14,drugs
תפ_40097-07-20,drugs
תפ_45708-01-17,drugs
תפ_19591-11-15,drugs
תפ_3851-11-21,drugs
תפ_17208-07-18,drugs
תפ_375-02-19,drugs
תפ_21232-01-18,drugs
תפ_54957-01-21,drugs
תפ_35934-02-17,drugs
תפ_52348-08-20,drugs
תפ_60427-08-20,drugs
תפ_37364-07-15,drugs
תפ_17262-09-22,drugs
תפ_22978-11-21,drugs
תפ_32164-12-17,drugs
תפ_34358-07-11,drugs
תפ_8417-04-22,drugs
תפ_32879-04-19,drugs
תפ_54179-08-22,drugs
תפ_13194-11-18,drugs
תפ_2230-06-18,drugs
תפ_36786-12-18,drugs
תפ_43525-01-21,drugs
תפ_29338-12-12,drugs
תפ_7754-04-13,drugs
תפ_59258-01-16,drugs
תפ_57202-06-19,drugs
תפ_43480-02-21,drugs
תפ_28215-04-17,drugs
תפ_32586-12-23,drugs
תפ_29901-05-11,drugs
תפ_3158-12-10,drugs
תפ_57960-02-21,drugs
תפ_63737-05-24,drugs
תפ_9373-04-23,drugs
תפ_64772-05-22,drugs
תפ_48512-04-15,drugs
תפ_32302-02-23,drugs
תפ_60835-04-21,drugs
תפ_39086-01-18,drugs
תפ_40886-04-24,drugs
תפ_1515-12-18,drugs
תפ_14642-11-20,drugs
תפ_29879-10-16,drugs
תפ_14046-10-15,drugs
תפ_266-06-18,drugs
תפ_72131-02-19,drugs
תפ_1852-06-22,drugs
תפ_15668-04-14,drugs
תפ_32793-08-18,drugs
תפ_31177-11-22,drugs
תפ_45961-07-17,drugs
תפ_906-01-22,drugs
תפ_57822-06-13,drugs
תפ_47808-10-14,drugs
תפ_57105-11-20,drugs
תפ_67133-03-19,drugs
תפ_16282-03-13,drugs
תפ_11868-03-19,drugs
תפ_26189-12-14,drugs
תפ_16646-09-14,drugs
תפ_24243-07-20,drugs
תפ_51991-06-16,drugs
תפ_27605-04-11,drugs
תפ_73652-01-18,drugs
תפ_27523-03-13,drugs
תפ_16387-08-16,drugs
תפ_20257-03-23,drugs
תפ_44503-01-23,drugs
תפ_50689-04-13,drugs
תפ_61370-06-15,drugs
תפ_15455-03-14,drugs
תפ_27114-03-13,drugs
תפ_32581-06-20,drugs
תפ_50913-11-21,drugs
תפ_36187-12-15,drugs
תפ_43195-09-15,drugs
תפ_33331-03-19,drugs
תפ_7568-04-14,drugs
תפ_66040-06-22,drugs
תפ_12550-01-15,drugs
תפ_61392-09-16,drugs
תפ_32082-09-19,drugs
תפ_25852-02-20,drugs
תפ_26688-12-20,drugs
תפ_36054-05-17,drugs
עפ_6029-03,drugs
תפ_27617-12-10,drugs
תפ_56389-09-14,drugs
תפ_31306-02-20,drugs
תפ_44211-03-22,drugs
תפ_4001-11-12,drugs
תפ_51176-10-17,drugs
תפ_49667-04-18,drugs
תפ_31122-11-15,drugs
תפ_31817-10-19,drugs
תפ_15801-11-14,drugs
תפ_25854-09-13,drugs
תפ_39699-03-13,drugs
תפ_18944-02-19,drugs
תפ_6244-11-18,drugs
תפ_61792-04-21,drugs
תפ_33932-08-15,drugs
תפ_11145-01-14,drugs
תפ_45065-03-13,drugs
תפ_40649-08-16,drugs
תפ_22368-11-14,drugs
תפ_48535-10-12,drugs
תפ_24689-03-15,drugs
תפ_35412-03-20,drugs
תפ_8468-10-15,drugs
תפ_15727-06-23,drugs
תפ_15963-02-13,drugs
תפ_33429-03-15,drugs
תפ_16441-01-21,drugs
תפ_26341-09-17,drugs
תפ_56936-07-24,drugs
תפ_34105-06-20,drugs
תפ_8843-02-15,drugs
תפ_29832-08-15,drugs
תפ_59017-02-21,drugs
תפ_51986-06-15,drugs
תפ_35265-10-12,drugs
תפ_57613-12-21,drugs
תפ_10005-07-18,drugs
תפ_7704-11-14,drugs
תפ_20147-04-20,drugs
תפ_31536-01-20,drugs
תפ_42879-09-21,drugs
תפ_33508-01-15,drugs
תפ_51811-03-21,drugs
תפ_520-05-14,drugs
תפ_39787-11-13,drugs
תפ_21561-02-21,drugs
תפ_47627-07-15,drugs
תפ_28811-02-18,drugs
תפ_17021-03-13,drugs
תפ_46328-02-18,drugs
תפ_31344-02-15,drugs
תפ_6110-09-17,drugs
תפ_29401-11-12,drugs
תפ_42431-08-23,drugs
תפ_16457-06-19,drugs
תפ_1480-07,drugs
תפ_27819-06-21,drugs
תפ_45610-04-14,drugs
תפ_20534-02-12,drugs
תפ_30618-02-18,drugs
תפ_9594-03-21,drugs
תפ_65577-12-19,drugs
תפ_5714-08-24,drugs
תפ_37744-04-21,drugs
תפ_8566-09-14,drugs
תפ_44387-11-19,drugs
תפ_11600-05-23,drugs
תפ_42827-10-18,drugs
תפ_2730-11-15,drugs
תפ_23028-10-13,drugs
תפ_58908-08-19,drugs
תפ_61235-05-13,drugs
תפ_16127-05-22,drugs
תפ_28268-05-13,drugs
תפ_44591-05-18,drugs
תפ_51352-12-21,drugs
תפ_56864-09-14,drugs
תפ_19487-10-12,drugs
תפ_54036-06-19,drugs
תפ_17384-09-17,drugs
תפ_15063-11-20,drugs
תפ_516-03-20,drugs
תפ_34898-10-21,drugs
תפ_45345-08-18,drugs
תפ_9225-11-21,drugs
תפ_47156-02-14,drugs
תפ_37722-08-17,drugs
תפ_12138-07-14,drugs
תפ_43664-01-14,drugs
תפ_20589-02-18,drugs
תפ_37780-12-18,drugs
תפ_5317-07-19,drugs
תפ_16143-03-18,drugs
תפ_9437-11-15,drugs
תפ_55487-09-22,drugs
תפ_9696-09-13,drugs
תפ_7871-06-14,drugs
תפ_65251-05-24,drugs
תפ_35986-05-18,drugs
תפ_29177-05-21,drugs
תפ_3618-02-14,drugs
תפ_14963-02-23,drugs
תפ_5033-06-15,drugs
תפ_58507-02-18,drugs
תפ_41072-03-14,drugs
תפ_43360-01-19,drugs
תפ_34888-05-24,drugs
תפ_46321-07-15,drugs
תפ_67431-09-16,drugs
תפ_5350-02-17,drugs
תפ_22531-05-19,drugs
תפ_14332-04-20,drugs
תפ_45759-12-17,drugs
תפ_1925-01-16,drugs
תפ_25379-05-14,drugs
תפ_42333-07-15,drugs
תפ_51762-08-21,drugs
תפ_59811-06-20,drugs
תפ_16218-08-22,drugs
תפ_20482-10-16,drugs
תפ_21208-09-13,drugs
תפ_79589-07-24,drugs
תפ_34750-11-10,drugs
תפ_24431-04-20,drugs
תפ_27605-10-20,drugs
תפ_41828-05-15,drugs
תפ_63452-06-19,drugs
תפ_20764-07-12,drugs
תפ_21308-03-17,drugs
תפ_13412-02-21,drugs
תפ_4136-01-20,drugs
תפ_61861-11-15,drugs
תפ_30223-11-17,drugs
תפ_50853-02-18,drugs
תפ_43544-05-21,drugs
תפ_54910-05-16,drugs
תפ_62073-03-19,drugs
תפ_5968-07-16,drugs
תפ_412-10-16,drugs
תפ_38014-02-22,drugs
תפ_3201-02-19,drugs
תפ_15427-02-15,drugs
תפ_30091-09-14,drugs
תפ_18203-04-19,drugs
תפ_56059-07-17,drugs
תפ_9896-11-16,drugs
תפ_33798-05-18,drugs
תפ_4632-02-22,drugs
תפ_5391-02-20,drugs
תפ_18663-01-15,drugs
תפ_9222-03-23,drugs
תפ_50360-06-20,drugs
תפ_47466-10-18,drugs
תפ_9370-04-15,drugs
תפ_57130-12-20,drugs
תפ_4730-11-21,drugs
תפ_42479-02-14,drugs
תפ_62134-03-19,drugs
תפ_28241-11-15,drugs
תפ_26524-10-14,drugs
תפ_1071-04-20,drugs
תפ_39690-02-21,drugs
תפ_40512-02-20,drugs
תפ_23708-08-17,drugs
תפ_59045-12-20,drugs
תפ_45150-03-20,drugs
תפ_58288-07-13,drugs
תפ_12469-10-16,drugs
תפ_56173-02-18,drugs
תפ_38680-05-20,drugs
תפ_27506-03-21,drugs
תפ_35695-04-12,drugs
תפ_66195-07-19,drugs
תפ_8474-11-18,drugs
תפ_61865-12-16,drugs
תפ_43529-11-16,drugs
תפ_44027-05-15,drugs
תפ_67472-09-19,drugs
תפ_2186-06-12,drugs
תפ_35299-09-23,drugs
תפק_8975-01-17,drugs
תפ_49680-08-10,drugs
תפ_35175-02-13,drugs
תפ_33046-03-13,drugs
תפ_6749-09-22,drugs
תפ_18368-05-19,drugs
תפ_45672-02-10,drugs
תפ_57334-05-13,drugs
עפ_22744-03-15,drugs
תפ_31271-11-12,drugs
תפ_69011-07-17,drugs
תפ_42539-04-22,drugs
תפ_24068-12-11,drugs
תפ_62059-03-14,drugs
תפ_37454-07-23,drugs
תפ_14555-12-18,drugs
תפ_53884-05-21,drugs
תפ_1959-09-15,drugs
תפ_72369-06-20,drugs
תפ_58615-06-16,drugs
תפ_55179-03-18,drugs
פל_9416-10-21,drugs
תפ_17959-03-18,drugs
תפ_3234-05-13,drugs
תפ_56842-06-15,drugs
תפ_41467-04-12,drugs
תפ_41368-09-22,drugs
תפ_9210-02-20,drugs
תפ_49387-04-24,drugs
תפק_16525-10-19,drugs
תפ_28157-02-23,drugs
תפ_23198-07-17,drugs
תפ_42276-07-17,drugs
תפ_15481-02-22,drugs
תפ_35686-08-21,drugs
תפ_3155-11-13,drugs
תפ_50308-06-16,drugs
תפ_40146-05-21,drugs
תפ_6140-07-14,drugs
תפ_49106-03-21,drugs
תפ_38160-04-18,drugs
תפ_3597-05-15,drugs
תפ_50474-02-21,drugs
תפ_39589-07-13,drugs
תפ_3302-04-18,drugs
תפ_33146-01-21,drugs
תפ_57778-06-20,drugs
תפ_16363-02-21,drugs
תפ_60028-09-23,drugs
תפ_27467-02-18,drugs
תפ_11334-06-19,drugs
תפ_37345-02-15,drugs
תפ_39727-08-16,drugs
תפ_37420-03-15,drugs
תפ_6776-02-22,drugs
תפ_54370-07-12,drugs
תפ_48357-05-20,drugs
תפ_13534-04-17,drugs
תפ_62242-01-23,drugs
תפ_10095-08-22,drugs
תפ_60321-05-21,drugs
תפ_35088-07-24,drugs
פל_7576-10-21,drugs
תפ_15638-01-19,drugs
תפ_25594-07-22,drugs
תפ_56648-11-23,drugs
תפ_33522-09-21,drugs
תפ_36577-03-20,drugs
תפ_27025-01-15,drugs
תפ_68578-08-21,drugs
תפ_20940-03-16,drugs
תפק_15805-07-16,drugs
תפ_56595-07-18,drugs
תפ_39058-09-18,drugs
תפ_416-10-14,drugs
תפ_7285-12-12,drugs
תפ_43260-10-16,drugs
תפ_59284-06-21,drugs
תפ_59199-09-19,drugs
תפ_28954-08-20,drugs
תפח_55855-08-20,drugs
תפ_71706-01-17,drugs
תפ_22206-02-21,drugs
תפ_47193-05-13,drugs
תפ_5846-06-18,drugs
תפ_29713-08-13,drugs
תפ_24272-09-18,drugs
תפ_11680-11-22,drugs
תפ_30131-09-24,drugs
תפ_67865-12-18,drugs
תפ_54854-08-16,drugs
תפ_26762-06-14,drugs
תפ_10410-10-22,drugs
תפ_61099-12-18,drugs
תפ_61516-05-13,drugs
תפ_9111-12-21,drugs
תפ_58237-07-21,drugs
תפ_32541-01-21,drugs
תפ_42116-04-17,drugs
תפ_3759-02-14,drugs
תפ_17921-04-22,drugs
תפ_37960-03-21,drugs
תפ_6384-03-24,drugs
תפ_21938-04-15,drugs
תפ_44964-02-14,drugs
תפ_15693-05-14,drugs
תפ_14471-10-13,drugs
תפ_32817-12-14,drugs
תפ_18394-04-13,drugs
תפ_6434-08-19,drugs
תפ_59039-12-17,drugs
תפ_19214-08-15,drugs
תפ_47012-03-17,drugs
תפ_54750-01-19,drugs
תפ_2908-05-17,drugs
תפ_22061-03-21,drugs
תפ_23015-03-15,drugs
תפ_12212-05-19,drugs
תפ_46604-02-21,drugs
תפ_25752-10-20,drugs
תפ_49042-02-20,drugs
תפ_1118-06-14,drugs
תפ_1562-02-24,drugs
תפ_13432-04-12,drugs
תפ_56199-02-20,drugs
תפ_30206-12-12,drugs
תפ_24858-10-21,drugs
תפ_1197-06-19,drugs
תפ_3122-10-22,drugs
תפ_25060-04-20,drugs
תפ_47336-11-19,drugs
תפ_15744-01-19,drugs
תפ_44220-09-15,drugs
תפ_7486-03-22,drugs
תפ_8123-04-14,drugs
תפ_37932-05-20,drugs
תפ_52676-03-16,drugs
תפ_49008-09-14,drugs
תפ_41815-08-22,drugs
תפ_11804-04-20,drugs
תפ_37958-02-19,drugs
תפ_8624-05-19,drugs
תפ_68973-07-20,drugs
תפ_29380-02-18,drugs
תפ_27213-07-20,drugs
תפ_45232-07-18,drugs
תפ_47067-01-16,drugs
תפ_33228-04-19,drugs
תפ_30278-05-12,drugs
תפ_8202-11-19,drugs
תפ_40440-10-12,drugs
תפ_56159-09-14,drugs
תפ_46051-06-15,drugs
תפ_17670-04-14,drugs
תפ_11384-03-15,drugs
תפ_21651-06-20,drugs
תפ_20538-11-17,drugs
תפ_57353-09-16,drugs
תפ_50203-09-23,drugs
תפ_4207-11-19,drugs
תפ_37480-02-17,drugs
תפ_51520-05-19,drugs
תפ_45516-08-21,drugs
תפ_38875-11-13,drugs
תפ_3675-07-15,drugs
תפ_14460-04-22,drugs
תפ_63038-10-10,drugs
תפ_24348-01-19,drugs
תפ_22981-12-22,drugs
תפ_53725-11-14,drugs
תפ_64379-07-19,drugs
תפ_14442-08-21,drugs
תפ_41061-11-14,drugs
תפ_22062-04-13,drugs
תפ_35359-03-20,drugs
תפ_36499-10-18,drugs
תפ_26550-11-19,drugs
תפ_38478-03-19,drugs
תפ_44097-03-17,drugs
תפ_8575-05-12,drugs
תפ_8858-10-19,drugs
תפ_51649-06-24,drugs
תפ_15458-12-19,drugs
תפ_31234-07-19,drugs
תפ_61659-01-20,drugs
תפ_6132-03-16,drugs
תפ_32765-09-20,drugs
תפ_21339-07-21,drugs
תפ_14449-06-13,drugs
תפ_13525-04-21,drugs
תפ_5502-10-15,drugs
תפ_19827-06-15,drugs
תפ_48394-03-21,drugs
תפ_28785-07-19,drugs
תפ_8828-02-22,drugs
תפ_51336-10-21,drugs
תפ_45171-02-14,drugs
תפ_71968-02-19,drugs
תפ_33243-11-16,drugs
תפ_5914-06-18,drugs
תפ_53952-06-15,drugs
תפ_34194-12-22,drugs
תפ_67545-11-21,drugs
תפ_12111-12-12,drugs
תפ_5310-01-17,drugs
תפ_18336-12-19,drugs
תפ_13159-05-19,drugs
תפ_13882-12-15,drugs
תפ_19327-12-16,drugs
תפ_7414-01-15,drugs
תפ_65684-07-17,drugs
תפ_16749-08-12,drugs
תפ_15676-07-16,drugs
תפ_33160-04-17,drugs
תפ_34136-11-14,drugs
תפ_1340-10-14,drugs
תפ_43941-10-14,drugs
תפ_30865-01-14,drugs
תפ_18484-08-19,drugs
תפ_54771-02-16,drugs
תפ_10165-01-14,drugs
תפ_24777-12-09,drugs
תפ_1245-01-22,drugs
תפ_59586-01-14,drugs
תפ_33069-09-13,drugs
תפ_19393-03-17,drugs
תפ_11765-09-20,drugs
תפ_2077-08-15,drugs
תפ_5496-11-20,drugs
תפ_21923-08-22,drugs
תפ_4389-06-22,drugs
תפ_59970-03-19,drugs
תפ_60843-08-16,drugs
תפ_32948-06-18,drugs
תפ_13447-12-16,drugs
תפ_43053-03-12,drugs
תפ_20884-05-22,drugs
תפ_31332-09-17,drugs
תפ_1436-03-22,drugs
תפ_18193-01-11,drugs
תפ_21315-07-13,drugs
תפ_51515-06-23,drugs
תפ_18933-02-24,drugs
תפ_22603-09-13,drugs
תפ_48527-07-15,drugs
תפ_59577-07-22,drugs
תפ_54116-09-16,drugs
תפ_43524-02-20,drugs
תפ_25269-01-20,drugs
תפ_72468-05-23,drugs
תפ_41959-02-13,drugs
תפ_56513-03-19,drugs
תפ_50521-11-18,drugs
תפ_21616-12-12,drugs
תפ_21085-08-21,drugs
תפ_44208-02-14,drugs
תפ_72418-01-20,drugs
תפ_27249-11-14,drugs
תפ_20264-10-20,drugs
תפ_56714-02-16,drugs
תפ_44314-05-16,drugs
תפ_20664-12-22,drugs
תפ_19296-09-11,drugs
תפ_37295-10-18,drugs
תפ_33454-09-10,drugs
תפ_36558-10-12,drugs
תפ_64206-07-21,drugs
תפ_39936-04-12,drugs
תפ_33171-04-13,drugs
תפ_55992-01-16,drugs
תפ_26153-04-21,drugs
תפ_67160-08-21,drugs
תפ_50693-02-18,drugs
תפ_19856-07-22,drugs
תפ_8510-08-20,drugs
תפ_30343-04-19,drugs
תפ_6231-03-12,drugs
תפ_3593-09-21,drugs
תפ_24763-04-21,drugs
תפ_19606-08-16,drugs
תפ_29798-07-16,drugs
תפ_33068-08-21,drugs
תפ_12012-07-24,drugs
תפ_20854-11-19,drugs
תפ_8222-04-24,drugs
תפ_67913-02-19,drugs
תפ_57341-02-23,drugs
תפ_37305-11-20,drugs
תפ_11951-01-14,drugs
תפ_55654-02-21,drugs
תפ_9308-12-16,drugs
תפ_49374-04-14,drugs
תפ_44877-06-13,drugs
תפ_58243-03-14,drugs
תפ_51810-03-15,drugs
תפ_24117-05-22,drugs
תפ_29779-11-18,drugs
תפ_44712-01-17,drugs
תפ_68577-08-21,drugs
תפ_43841-11-19,drugs
תפ_36422-07-13,drugs
תפ_54373-08-16,drugs
תפ_2125-05-20,drugs
תפ_20825-08-14,drugs
תפ_42313-05-17,drugs
תפ_47820-11-15,drugs
תפ_48791-03-21,drugs
תפ_2660-08-15,drugs
תפ_12380-06-20,drugs
תפ_65665-11-15,drugs
תפ_16206-07-13,drugs
תפ_64384-03-16,drugs
תפ_41257-06-14,drugs
תפ_32646-01-15,drugs
תפ_24239-05-17,drugs
תפ_2497-09-15,drugs
תפ_4744-12-16,drugs
תפ_63434-06-19,drugs
תפ_38371-12-13,drugs
תפ_60575-07-19,drugs
תפ_25351-06-21,drugs
תפ_1960-08-12,drugs
תפ_43556-03-14,drugs
תפ_8400-08-12,drugs
תפ_262-04-14,drugs
תפ_26247-04-19,drugs
תפ_3603-12-19,drugs
תפ_8288-04-17,drugs
תפ_24494-06-21,drugs
תפ_30311-12-17,drugs
תפ_30884-10-21,drugs
תפ_49923-08-18,drugs
תפ_11314-11-16,drugs
תפ_12276-04-11,drugs
תפ_33210-10-12,drugs
תפ_25810-10-23,drugs
תפ_1968-08-15,drugs
תפ_23443-04-21,drugs
תפ_31127-12-10,drugs
תפ_40577-09-18,drugs
תפ_33240-05-23,drugs
תפ_47302-02-13,drugs
תפ_10596-12-20,drugs
תפ_33834-02-20,drugs
תפ_23419-11-15,drugs
תפ_57717-06-17,drugs
תפ_36599-04-15,drugs
תפ_16219-01-17,drugs
תפ_35051-04-19,drugs
תפ_61406-10-21,drugs
תפ_32523-12-13,drugs
תפ_23864-07-18,drugs
תפ_55496-07-13,drugs
תפ_54676-12-22,drugs
תפ_54692-01-15,drugs
תפ_22471-01-14,drugs
תפ_6840-09-18,drugs
תפ_53890-03-16,drugs
תפ_56473-06-16,drugs
תפ_36724-02-20,drugs
תפח_12866-10-12,drugs
תפ_10971-03-11,drugs
תפ_1872-10-15,drugs
תפ_29337-01-19,drugs
תפ_4039-05-19,drugs
תפ_36414-03-16,drugs
תפ_54783-11-19,drugs
תפ_21355-08-18,drugs
תפ_37009-12-14,drugs
תפ_22602-02-14,drugs
תפ_4439-06-12,drugs
תפ_39274-04-15,drugs
תפ_56456-03-19,drugs
תפ_32603-09-13,drugs
תפ_31177-02-21,drugs
תפ_22215-06-15,drugs
תפ_32383-08-13,drugs
תפ_22604-10-14,drugs
תפ_38764-09-21,drugs
תפ_28136-05-15,drugs
תפ_7667-12-19,drugs
תפ_10231-07-14,drugs
תפ_13839-12-23,drugs
תפ_44360-07-17,drugs
תפ_31937-10-12,drugs
תפ_63740-03-15,drugs
תפ_28804-09-13,drugs
תפ_62924-03-22,drugs
תפ_40994-08-16,drugs
תפ_4765-11-22,drugs
תפ_66939-01-17,drugs
תפ_21584-01-23,drugs
תפ_67580-11-19,drugs
תפ_20805-03-21,drugs
תפ_60207-09-14,drugs
תפ_10335-07-17,drugs
תפ_25603-08-15,drugs
תפ_53452-10-21,drugs
תפ_30756-01-19,drugs
תפ_1490-07-12,drugs
תפ_24959-03-23,drugs
תפ_40168-09-16,drugs
תפ_14411-04-13,drugs
תפ_39880-12-20,drugs
תפ_13642-10-18,drugs
תפ_20883-10-13,drugs
תפ_7970-11-16,drugs
תפ_43138-09-18,drugs
תפ_30558-12-21,drugs
תפ_4807-07-17,drugs
תפ_40227-06-17,drugs
תפ_28173-07-20,drugs
תפ_20533-06-13,drugs
תפ_32179-09-21,drugs
תפ_47957-02-14,drugs
תפ_54929-03-20,drugs
תפ_48404-07-21,drugs
תפ_39933-09-18,drugs
תפ_33015-08-20,drugs
תפ_63963-12-12,drugs
תפ_50520-12-17,drugs
תפ_50330-07-16,drugs
תפ_37810-09-13,drugs
תפ_16379-07-21,drugs
תפ_67009-02-23,drugs
תפ_51504-02-20,drugs
תפ_22494-04-13,drugs
תפ_44070-11-23,drugs
תפ_3952-03-22,drugs
תפ_35856-06-18,drugs
תפ_42512-02-14,drugs
תפ_28656-02-22,drugs
תפ_45133-06-19,drugs
תפ_58215-01-19,drugs
תפ_72603-01-23,drugs
תפ_61004-06-17,drugs
תפ_15619-10-16,drugs
תפ_37282-10-20,drugs
תפ_15560-06-12,drugs
תפ_25171-04-14,drugs
תפ_63092-12-13,drugs
תפ_57680-10-15,drugs
תפ_9056-06-12,drugs
תפ_47780-11-21,drugs
תפ_54176-01-13,drugs
תפ_23038-10-15,drugs
תפ_42361-05-17,drugs
תפ_61299-06-24,drugs
תפ_8495-08-12,drugs
תפ_8085-11-11,drugs
תפ_44003-08-13,drugs
תפ_34196-02-24,drugs
תפ_26039-03-12,drugs
תפ_57318-09-16,drugs
תפ_45791-03-13,drugs
תפ_13861-04-17,drugs
תפ_39965-07-13,drugs
תפ_34334-04-15,drugs
תפ_11845-11-16,drugs
תפ_68782-10-21,drugs
תפ_10560-12-21,drugs
תפ_38663-03-21,drugs
תפ_40167-06-22,drugs
תפ_16802-02-20,drugs
תפ_53503-07-17,drugs
תפ_18499-05-19,drugs
תפ_33537-02-12,drugs
תפ_1882-05-15,drugs
תפ_4640-09-15,drugs
תפ_4636-12-13,drugs
תפ_63473-06-19,drugs
תפח_29984-11-12,drugs
תפ_57409-11-18,drugs
תפ_42234-04-12,drugs
תפ_10029-03-21,drugs
תפ_22347-09-17,drugs
תפ_53375-08-15,drugs
תפ_46935-02-19,drugs
תפ_16765-06-13,drugs
תפ_35940-05-14,drugs
תפ_24015-11-12,drugs
תפ_62893-04-21,drugs
תפ_15319-01-12,drugs
תפ_29522-12-16,drugs
תפ_20754-04-17,drugs
תפ_39264-08-13,drugs
תפ_60681-01-22,drugs
תפ_11392-02-14,drugs
תפ_41988-02-23,drugs
תפ_30132-08-14,drugs
תפ_3107-09-12,drugs
תפ_62580-12-18,drugs
תפ_8540-05-12,drugs
תפ_43456-12-20,drugs
תפ_42621-07-16,drugs
תפ_49906-06-14,drugs
תפ_53788-02-16,drugs
תפ_380-04-21,drugs
תפ_45489-04-21,drugs
תפ_56850-03-21,drugs
תפ_10606-08-14,drugs
תפ_48731-11-14,drugs
תפ_11552-06-12,drugs
תפ_1981-01-15,drugs
תפ_9787-04-14,drugs
תפ_25853-11-17,drugs
תפ_64678-09-14,drugs
תפ_49367-12-10,drugs
תפ_13939-01-18,drugs
תפ_56394-02-23,drugs
תפ_54841-02-16,drugs
תפ_49832-11-22,drugs
תפ_52552-05-20,drugs
תפ_58298-06-15,drugs
תפ_14398-01-17,drugs
תפ_43375-10-12,drugs
תפ_39397-02-16,drugs
תפ_33651-08-10,drugs
תפ_21616-09-13,drugs
תפ_3135-01-13,drugs
תפ_8614-07-12,drugs
תפ_264-07-22,drugs
תפ_49856-07-11,drugs
תפ_2121-04-15,drugs
תפ_27149-12-21,drugs
תפ_34757-01-12,drugs
תפ_24278-11-22,drugs
תפ_31006-01-18,drugs
תפ_15989-04-19,drugs
תפ_26963-10-18,drugs
תפ_60882-12-14,drugs
תפ_20068-07-22,drugs
תפ_24788-12-19,drugs
תפ_70876-12-20,drugs
תפ_41247-05-19,drugs
תפ_47813-03-19,drugs
תפ_4407-02-16,drugs
תפ_54257-05-20,drugs
תפ_4043-08-14,drugs
תפ_49897-05-14,drugs
תפ_31000-07-19,drugs
תפ_32539-11-12,drugs
תפ_23338-07-20,drugs
תפ_46177-07-20,drugs
תפ_54047-01-13,drugs
תפ_15927-07-23,drugs
תפ_34839-10-20,drugs
תפ_37062-10-20,drugs
תפ_6996-02-17,drugs
תפ_44503-10-13,drugs
תפ_11597-06-19,drugs
תפ_18490-03-15,drugs
תפ_46401-08-15,drugs
תפ_52352-01-15,drugs
תפ_41803-01-16,drugs
תפ_46868-01-17,drugs
תפ_11406-06-20,drugs
תפ_44772-02-13,drugs
תפ_52246-06-22,drugs
תפ_13426-06-13,drugs
תפ_53862-10-12,drugs
תפ_14379-12-16,drugs
תפ_15919-12-12,drugs
תפ_9183-02-17,drugs
תפ_28742-02-13,drugs
תפ_10111-08-17,drugs
תפ_20454-04-21,drugs
תפ_56589-08-17,drugs
תפ_3332-07-16,drugs
תפ_13957-04-13,drugs
תפ_54368-08-20,drugs
תפ_32363-02-18,drugs
תפ_52399-10-10,drugs
תפ_55217-12-19,drugs
תפ_46898-12-12,drugs
