canonical_id,domain,csv_path,docx_path,csv_source,docx_source,csv_size,docx_size,verdict,sentencing_range_low,sentencing_range_high,sentencing_classification,sentencing_confidence,citations_count,domain_unified,year,sentencing_sentence
עפ_4497-18,appeals,,docx/עפ_4497-18.docx,,new_try_unified_appeals,,63061.0,,,,,,,,2018.0,
עפ_5686-19,appeals,,docx/עפ_5686-19.docx,,new_try_unified_appeals,,63013.0,,,,,,,,2019.0,
עפ_4045-18,appeals,,docx/עפ_4045-18.docx,,new_try_unified_appeals,,63009.0,,,,,,,,2018.0,
עפ_5373-23,appeals,,docx/עפ_5373-23.docx,,new_try_unified_appeals,,62989.0,,,,,,,,2023.0,
עפ_6501-18,appeals,,docx/עפ_6501-18.docx,,new_try_unified_appeals,,62980.0,,,,,,,,2018.0,
עפ_230-24,appeals,,docx/עפ_230-24.docx,,new_try_unified_appeals,,62932.0,,,,,,,,2024.0,
עפ_6722-22,appeals,,docx/עפ_6722-22.docx,,new_try_unified_appeals,,62820.0,,,,,,,,2022.0,
עפ_2685-17,appeals,,docx/עפ_2685-17.docx,,new_try_unified_appeals,,62661.0,,,,,,,,2017.0,
עפ_3507-19,appeals,,docx/עפ_3507-19.docx,,new_try_unified_appeals,,62629.0,,,,,,,,2019.0,
עפ_6909-21,appeals,,docx/עפ_6909-21.docx,,new_try_unified_appeals,,62623.0,,,,,,,,2021.0,
עפ_2392-21,appeals,,docx/עפ_2392-21.docx,,new_try_unified_appeals,,62487.0,,,,,,,,2021.0,
עפ_8965-18,appeals,,docx/עפ_8965-18.docx,,new_try_unified_appeals,,62446.0,,,,,,,,2018.0,
עפ_3371-17,appeals,,docx/עפ_3371-17.docx,,new_try_unified_appeals,,62409.0,,,,,,,,2017.0,
עפ_401-16,appeals,,docx/עפ_401-16.docx,,new_try_unified_appeals,,62384.0,,,,,,,,2016.0,
עפ_3754-18,appeals,,docx/עפ_3754-18.docx,,new_try_unified_appeals,,62363.0,,,,,,,,2018.0,
עפ_5107-18,appeals,,docx/עפ_5107-18.docx,,new_try_unified_appeals,,62137.0,,,,,,,,2018.0,
עפ_1778-20,appeals,,docx/עפ_1778-20.docx,,new_try_unified_appeals,,62033.0,,,,,,,,2020.0,
עפ_4019-23,appeals,,docx/עפ_4019-23.docx,,new_try_unified_appeals,,62010.0,,,,,,,,2023.0,
עפ_6899-17,appeals,,docx/עפ_6899-17.docx,,new_try_unified_appeals,,61949.0,,,,,,,,2017.0,
עפ_8175-22,appeals,,docx/עפ_8175-22.docx,,new_try_unified_appeals,,61900.0,,,,,,,,2022.0,
עפ_6826-19,appeals,,docx/עפ_6826-19.docx,,new_try_unified_appeals,,61873.0,,,,,,,,2019.0,
עפ_10152-17,appeals,,docx/עפ_10152-17.docx,,new_try_unified_appeals,,61818.0,,,,,,,,2017.0,
עפ_9702-16,appeals,,docx/עפ_9702-16.docx,,new_try_unified_appeals,,61761.0,,,,,,,,2016.0,
עפ_5167-22,appeals,,docx/עפ_5167-22.docx,,new_try_unified_appeals,,61652.0,,,,,,,,2022.0,
עפ_2251-21,appeals,,docx/עפ_2251-21.docx,,new_try_unified_appeals,,61601.0,,,,,,,,2021.0,
עפ_3312-19,appeals,,docx/עפ_3312-19.docx,,new_try_unified_appeals,,61557.0,,,,,,,,2019.0,
עפ_6111-23,appeals,,docx/עפ_6111-23.docx,,new_try_unified_appeals,,61547.0,,,,,,,,2023.0,
עפ_319-21,appeals,,docx/עפ_319-21.docx,,new_try_unified_appeals,,61338.0,,,,,,,,2021.0,
עפ_5773-14,appeals,,docx/עפ_5773-14.docx,,new_try_unified_appeals,,60652.0,,,,,,,,2014.0,
עפ_4463-22,appeals,,docx/עפ_4463-22.docx,,new_try_unified_appeals,,60623.0,,,,,,,,2022.0,
עפ_4203-19,appeals,,docx/עפ_4203-19.docx,,new_try_unified_appeals,,60555.0,,,,,,,,2019.0,
עפ_2261-21,appeals,,docx/עפ_2261-21.docx,,new_try_unified_appeals,,60510.0,,,,,,,,2021.0,
עפ_4447-20,appeals,,docx/עפ_4447-20.docx,,new_try_unified_appeals,,60480.0,,,,,,,,2020.0,
עפ_8441-17,appeals,,docx/עפ_8441-17.docx,,new_try_unified_appeals,,60401.0,,,,,,,,2017.0,
עפ_1838-20,appeals,,docx/עפ_1838-20.docx,,new_try_unified_appeals,,60318.0,,,,,,,,2020.0,
עפ_3250-17,appeals,,docx/עפ_3250-17.docx,,new_try_unified_appeals,,60253.0,,,,,,,,2017.0,
עפ_7482-20,appeals,,docx/עפ_7482-20.docx,,new_try_unified_appeals,,60190.0,,,,,,,,2020.0,
עפ_3162-17,appeals,,docx/עפ_3162-17.docx,,new_try_unified_appeals,,60125.0,,,,,,,,2017.0,
עפ_105-17,appeals,,docx/עפ_105-17.docx,,new_try_unified_appeals,,60015.0,,,,,,,,2017.0,
עפ_662-20,appeals,,docx/עפ_662-20.docx,,new_try_unified_appeals,,59954.0,,,,,,,,2020.0,
עפ_34-21,appeals,,docx/עפ_34-21.docx,,new_try_unified_appeals,,59849.0,,,,,,,,2021.0,
עפ_4824-19,appeals,,docx/עפ_4824-19.docx,,new_try_unified_appeals,,59829.0,,,,,,,,2019.0,
עפ_1935-20,appeals,,docx/עפ_1935-20.docx,,new_try_unified_appeals,,59683.0,,,,,,,,2020.0,
עפ_103-88,appeals,,docx/עפ_103-88.docx,,new_try_unified_appeals,,59410.0,,,,,,,,1988.0,
עפ_1730-17,appeals,,docx/עפ_1730-17.docx,,new_try_unified_appeals,,59375.0,,,,,,,,2017.0,
עפ_6123-23,appeals,,docx/עפ_6123-23.docx,,new_try_unified_appeals,,59265.0,,,,,,,,2023.0,
עפ_8577-22,appeals,,docx/עפ_8577-22.docx,,new_try_unified_appeals,,59254.0,,,,,,,,2022.0,
עפ_8378-22,appeals,,docx/עפ_8378-22.docx,,new_try_unified_appeals,,59199.0,,,,,,,,2022.0,
עפ_1682-21,appeals,,docx/עפ_1682-21.docx,,new_try_unified_appeals,,59175.0,,,,,,,,2021.0,
עפ_6731-23,appeals,,docx/עפ_6731-23.docx,,new_try_unified_appeals,,59094.0,,,,,,,,2023.0,
עפ_798-22,appeals,,docx/עפ_798-22.docx,,new_try_unified_appeals,,59086.0,,,,,,,,2022.0,
עפ_1987-17,appeals,,docx/עפ_1987-17.docx,,new_try_unified_appeals,,58947.0,,,,,,,,2017.0,
עפ_990-21,appeals,,docx/עפ_990-21.docx,,new_try_unified_appeals,,58912.0,,,,,,,,2021.0,
עפ_921-17,appeals,,docx/עפ_921-17.docx,,new_try_unified_appeals,,58808.0,,,,,,,,2017.0,
עפ_3168-19,appeals,,docx/עפ_3168-19.docx,,new_try_unified_appeals,,58720.0,,,,,,,,2019.0,
עפ_2092-21,appeals,,docx/עפ_2092-21.docx,,new_try_unified_appeals,,58621.0,,,,,,,,2021.0,
עפ_6958-18,appeals,,docx/עפ_6958-18.docx,,new_try_unified_appeals,,58482.0,,,,,,,,2018.0,
עפ_8421-12,appeals,,docx/עפ_8421-12.docx,,new_try_unified_appeals,,58451.0,,,,,,,,2012.0,
עפ_2647-21,appeals,,docx/עפ_2647-21.docx,,new_try_unified_appeals,,58363.0,,,,,,,,2021.0,
עפ_9882-17,appeals,,docx/עפ_9882-17.docx,,new_try_unified_appeals,,58313.0,,,,,,,,2017.0,
עפ_9285-20,appeals,,docx/עפ_9285-20.docx,,new_try_unified_appeals,,58163.0,,,,,,,,2020.0,
עפ_830-23,appeals,,docx/עפ_830-23.docx,,new_try_unified_appeals,,58071.0,,,,,,,,2023.0,
עפ_5536-18,appeals,,docx/עפ_5536-18.docx,,new_try_unified_appeals,,58009.0,,,,,,,,2018.0,
עפ_4791-20,appeals,,docx/עפ_4791-20.docx,,new_try_unified_appeals,,57980.0,,,,,,,,2020.0,
עפ_678-19,appeals,,docx/עפ_678-19.docx,,new_try_unified_appeals,,57941.0,,,,,,,,2019.0,
עפ_5285-20,appeals,,docx/עפ_5285-20.docx,,new_try_unified_appeals,,57779.0,,,,,,,,2020.0,
עפ_853-19,appeals,,docx/עפ_853-19.docx,,new_try_unified_appeals,,57501.0,,,,,,,,2019.0,
עפ_4511-20,appeals,,docx/עפ_4511-20.docx,,new_try_unified_appeals,,57497.0,,,,,,,,2020.0,
עפ_5750-16,appeals,,docx/עפ_5750-16.docx,,new_try_unified_appeals,,57366.0,,,,,,,,2016.0,
עפ_8861-22,appeals,,docx/עפ_8861-22.docx,,new_try_unified_appeals,,57332.0,,,,,,,,2022.0,
עפ_8721-15,appeals,,docx/עפ_8721-15.docx,,new_try_unified_appeals,,57218.0,,,,,,,,2015.0,
עפ_566-18,appeals,,docx/עפ_566-18.docx,,new_try_unified_appeals,,57210.0,,,,,,,,2018.0,
עפ_4594-18,appeals,,docx/עפ_4594-18.docx,,new_try_unified_appeals,,57010.0,,,,,,,,2018.0,
עפ_3105-23,appeals,,docx/עפ_3105-23.docx,,new_try_unified_appeals,,56986.0,,,,,,,,2023.0,
עפ_3082-22,appeals,,docx/עפ_3082-22.docx,,new_try_unified_appeals,,56934.0,,,,,,,,2022.0,
עפ_7201-23,appeals,,docx/עפ_7201-23.docx,,new_try_unified_appeals,,56916.0,,,,,,,,2023.0,
עפ_7694-14,appeals,,docx/עפ_7694-14.docx,,new_try_unified_appeals,,56808.0,,,,,,,,2014.0,
עפ_954-17,appeals,,docx/עפ_954-17.docx,,new_try_unified_appeals,,56786.0,,,,,,,,2017.0,
עפ_6003-19,appeals,,docx/עפ_6003-19.docx,,new_try_unified_appeals,,56739.0,,,,,,,,2019.0,
עפ_2490-18,appeals,,docx/עפ_2490-18.docx,,new_try_unified_appeals,,56694.0,,,,,,,,2018.0,
עפ_4743-22,appeals,,docx/עפ_4743-22.docx,,new_try_unified_appeals,,56663.0,,,,,,,,2022.0,
עפ_3055-18,appeals,,docx/עפ_3055-18.docx,,new_try_unified_appeals,,56577.0,,,,,,,,2018.0,
עפ_8263-18,appeals,,docx/עפ_8263-18.docx,,new_try_unified_appeals,,56570.0,,,,,,,,2018.0,
עפ_241-17,appeals,,docx/עפ_241-17.docx,,new_try_unified_appeals,,56420.0,,,,,,,,2017.0,
עפ_240-16,appeals,,docx/עפ_240-16.docx,,new_try_unified_appeals,,56373.0,,,,,,,,2016.0,
עפ_1312-21,appeals,,docx/עפ_1312-21.docx,,new_try_unified_appeals,,56319.0,,,,,,,,2021.0,
עפ_3879-21,appeals,,docx/עפ_3879-21.docx,,new_try_unified_appeals,,56280.0,,,,,,,,2021.0,
עפ_8140-19,appeals,,docx/עפ_8140-19.docx,,new_try_unified_appeals,,56166.0,,,,,,,,2019.0,
עפ_1127-13,appeals,,docx/עפ_1127-13.docx,,new_try_unified_appeals,,56089.0,,,,,,,,2013.0,
עפ_394-20,appeals,,docx/עפ_394-20.docx,,new_try_unified_appeals,,56084.0,,,,,,,,2020.0,
עפ_1697-20,appeals,,docx/עפ_1697-20.docx,,new_try_unified_appeals,,56000.0,,,,,,,,2020.0,
עפ_3677-21,appeals,,docx/עפ_3677-21.docx,,new_try_unified_appeals,,55973.0,,,,,,,,2021.0,
עפ_445-17,appeals,,docx/עפ_445-17.docx,,new_try_unified_appeals,,55919.0,,,,,,,,2017.0,
עפ_2067-23,appeals,,docx/עפ_2067-23.docx,,new_try_unified_appeals,,55913.0,,,,,,,,2023.0,
עפ_1427-23,appeals,,docx/עפ_1427-23.docx,,new_try_unified_appeals,,55793.0,,,,,,,,2023.0,
עפ_3541-17,appeals,,docx/עפ_3541-17.docx,,new_try_unified_appeals,,55784.0,,,,,,,,2017.0,
עפ_325-21,appeals,,docx/עפ_325-21.docx,,new_try_unified_appeals,,55659.0,,,,,,,,2021.0,
עפ_5768-10,appeals,,docx/עפ_5768-10.docx,,new_try_unified_appeals,,55410.0,,,,,,,,2010.0,
עפ_2632-16,appeals,,docx/עפ_2632-16.docx,,new_try_unified_appeals,,55205.0,,,,,,,,2016.0,
עפ_8114-22,appeals,,docx/עפ_8114-22.docx,,new_try_unified_appeals,,55114.0,,,,,,,,2022.0,
עפ_4018-20,appeals,,docx/עפ_4018-20.docx,,new_try_unified_appeals,,55098.0,,,,,,,,2020.0,
עפ_8718-20,appeals,,docx/עפ_8718-20.docx,,new_try_unified_appeals,,55068.0,,,,,,,,2020.0,
עפ_9057-16,appeals,,docx/עפ_9057-16.docx,,new_try_unified_appeals,,54957.0,,,,,,,,2016.0,
עפ_5633-22,appeals,,docx/עפ_5633-22.docx,,new_try_unified_appeals,,54907.0,,,,,,,,2022.0,
עפ_2005-20,appeals,,docx/עפ_2005-20.docx,,new_try_unified_appeals,,54887.0,,,,,,,,2020.0,
עפ_780-16,appeals,,docx/עפ_780-16.docx,,new_try_unified_appeals,,54673.0,,,,,,,,2016.0,
עפ_1213-21,appeals,,docx/עפ_1213-21.docx,,new_try_unified_appeals,,54626.0,,,,,,,,2021.0,
עפ_3069-22,appeals,,docx/עפ_3069-22.docx,,new_try_unified_appeals,,54619.0,,,,,,,,2022.0,
עפ_5836-22,appeals,,docx/עפ_5836-22.docx,,new_try_unified_appeals,,54553.0,,,,,,,,2022.0,
עפ_2012-17,appeals,,docx/עפ_2012-17.docx,,new_try_unified_appeals,,54536.0,,,,,,,,2017.0,
עפ_1682-22,appeals,,docx/עפ_1682-22.docx,,new_try_unified_appeals,,54447.0,,,,,,,,2022.0,
עפ_5617-19,appeals,,docx/עפ_5617-19.docx,,new_try_unified_appeals,,54390.0,,,,,,,,2019.0,
עפ_8322-21,appeals,,docx/עפ_8322-21.docx,,new_try_unified_appeals,,54382.0,,,,,,,,2021.0,
עפ_6950-17,appeals,,docx/עפ_6950-17.docx,,new_try_unified_appeals,,54337.0,,,,,,,,2017.0,
עפ_370-14,appeals,,docx/עפ_370-14.docx,,new_try_unified_appeals,,54279.0,,,,,,,,2014.0,
עפ_9821-16,appeals,,docx/עפ_9821-16.docx,,new_try_unified_appeals,,54275.0,,,,,,,,2016.0,
עפ_4976-20,appeals,,docx/עפ_4976-20.docx,,new_try_unified_appeals,,54207.0,,,,,,,,2020.0,
עפ_1938-23,appeals,,docx/עפ_1938-23.docx,,new_try_unified_appeals,,54171.0,,,,,,,,2023.0,
עפ_6814-16,appeals,,docx/עפ_6814-16.docx,,new_try_unified_appeals,,54079.0,,,,,,,,2016.0,
עפ_2403-20,appeals,,docx/עפ_2403-20.docx,,new_try_unified_appeals,,53959.0,,,,,,,,2020.0,
עפ_111-24,appeals,,docx/עפ_111-24.docx,,new_try_unified_appeals,,53600.0,,,,,,,,2024.0,
עפ_4444-16,appeals,,docx/עפ_4444-16.docx,,new_try_unified_appeals,,53561.0,,,,,,,,2016.0,
עפ_2906-19,appeals,,docx/עפ_2906-19.docx,,new_try_unified_appeals,,53506.0,,,,,,,,2019.0,
עפ_2079-22,appeals,,docx/עפ_2079-22.docx,,new_try_unified_appeals,,53393.0,,,,,,,,2022.0,
עפ_6819-20,appeals,,docx/עפ_6819-20.docx,,new_try_unified_appeals,,53358.0,,,,,,,,2020.0,
עפ_2626-13,appeals,,docx/עפ_2626-13.docx,,new_try_unified_appeals,,53052.0,,,,,,,,2013.0,
עפ_5736-22,appeals,,docx/עפ_5736-22.docx,,new_try_unified_appeals,,52987.0,,,,,,,,2022.0,
עפ_9728-16,appeals,,docx/עפ_9728-16.docx,,new_try_unified_appeals,,52916.0,,,,,,,,2016.0,
עפ_1442-22,appeals,,docx/עפ_1442-22.docx,,new_try_unified_appeals,,52835.0,,,,,,,,2022.0,
עפ_2859-18,appeals,,docx/עפ_2859-18.docx,,new_try_unified_appeals,,52811.0,,,,,,,,2018.0,
עפ_5626-19,appeals,,docx/עפ_5626-19.docx,,new_try_unified_appeals,,52800.0,,,,,,,,2019.0,
עפ_2204-22,appeals,,docx/עפ_2204-22.docx,,new_try_unified_appeals,,52761.0,,,,,,,,2022.0,
עפ_8503-14,appeals,,docx/עפ_8503-14.docx,,new_try_unified_appeals,,52697.0,,,,,,,,2014.0,
עפ_5778-22,appeals,,docx/עפ_5778-22.docx,,new_try_unified_appeals,,52634.0,,,,,,,,2022.0,
עפ_3572-16,appeals,,docx/עפ_3572-16.docx,,new_try_unified_appeals,,52591.0,,,,,,,,2016.0,
עפ_8265-22,appeals,,docx/עפ_8265-22.docx,,new_try_unified_appeals,,52502.0,,,,,,,,2022.0,
עפ_8304-17,appeals,,docx/עפ_8304-17.docx,,new_try_unified_appeals,,52464.0,,,,,,,,2017.0,
עפ_604-16,appeals,,docx/עפ_604-16.docx,,new_try_unified_appeals,,52362.0,,,,,,,,2016.0,
עפ_8415-16,appeals,,docx/עפ_8415-16.docx,,new_try_unified_appeals,,52129.0,,,,,,,,2016.0,
עפ_2649-21,appeals,,docx/עפ_2649-21.docx,,new_try_unified_appeals,,52123.0,,,,,,,,2021.0,
עפג_36558-08-21,appeals,,docx/עפג_36558-08-21.docx,,new_try_unified_appeals,,52101.0,,,,,,,,2021.0,
עפ_5832-20,appeals,,docx/עפ_5832-20.docx,,new_try_unified_appeals,,52095.0,,,,,,,,2020.0,
עפ_3545-18,appeals,,docx/עפ_3545-18.docx,,new_try_unified_appeals,,52067.0,,,,,,,,2018.0,
עפ_6538-16,appeals,,docx/עפ_6538-16.docx,,new_try_unified_appeals,,51970.0,,,,,,,,2016.0,
עפ_5851-19,appeals,,docx/עפ_5851-19.docx,,new_try_unified_appeals,,51918.0,,,,,,,,2019.0,
עפ_8724-23,appeals,,docx/עפ_8724-23.docx,,new_try_unified_appeals,,51805.0,,,,,,,,2023.0,
עפ_2243-23,appeals,,docx/עפ_2243-23.docx,,new_try_unified_appeals,,51744.0,,,,,,,,2023.0,
עפ_5806-22,appeals,,docx/עפ_5806-22.docx,,new_try_unified_appeals,,51623.0,,,,,,,,2022.0,
עפ_2336-16,appeals,,docx/עפ_2336-16.docx,,new_try_unified_appeals,,51610.0,,,,,,,,2016.0,
עפ_2196-22,appeals,,docx/עפ_2196-22.docx,,new_try_unified_appeals,,51597.0,,,,,,,,2022.0,
עפ_4678-18,appeals,,docx/עפ_4678-18.docx,,new_try_unified_appeals,,51334.0,,,,,,,,2018.0,
עפ_8267-22,appeals,,docx/עפ_8267-22.docx,,new_try_unified_appeals,,51327.0,,,,,,,,2022.0,
עפ_8810-15,appeals,,docx/עפ_8810-15.docx,,new_try_unified_appeals,,51218.0,,,,,,,,2015.0,
עפ_5634-16,appeals,,docx/עפ_5634-16.docx,,new_try_unified_appeals,,51179.0,,,,,,,,2016.0,
עפ_9741-16,appeals,,docx/עפ_9741-16.docx,,new_try_unified_appeals,,51121.0,,,,,,,,2016.0,
עפ_319-17,appeals,,docx/עפ_319-17.docx,,new_try_unified_appeals,,51093.0,,,,,,,,2017.0,
עפ_4907-23,appeals,,docx/עפ_4907-23.docx,,new_try_unified_appeals,,51090.0,,,,,,,,2023.0,
עפ_3498-19,appeals,,docx/עפ_3498-19.docx,,new_try_unified_appeals,,51037.0,,,,,,,,2019.0,
עפ_6894-22,appeals,,docx/עפ_6894-22.docx,,new_try_unified_appeals,,51035.0,,,,,,,,2022.0,
עפ_7722-19,appeals,,docx/עפ_7722-19.docx,,new_try_unified_appeals,,51026.0,,,,,,,,2019.0,
עפ_2729-22,appeals,,docx/עפ_2729-22.docx,,new_try_unified_appeals,,50935.0,,,,,,,,2022.0,
עפ_1964-16,appeals,,docx/עפ_1964-16.docx,,new_try_unified_appeals,,50925.0,,,,,,,,2016.0,
עפ_6807-17,appeals,,docx/עפ_6807-17.docx,,new_try_unified_appeals,,50881.0,,,,,,,,2017.0,
עפ_1810-22,appeals,,docx/עפ_1810-22.docx,,new_try_unified_appeals,,50861.0,,,,,,,,2022.0,
עפ_8579-20,appeals,,docx/עפ_8579-20.docx,,new_try_unified_appeals,,50831.0,,,,,,,,2020.0,
עפ_3450-16,appeals,,docx/עפ_3450-16.docx,,new_try_unified_appeals,,50689.0,,,,,,,,2016.0,
עפ_1925-23,appeals,,docx/עפ_1925-23.docx,,new_try_unified_appeals,,50624.0,,,,,,,,2023.0,
עפ_32-14,appeals,,docx/עפ_32-14.docx,,new_try_unified_appeals,,50611.0,,,,,,,,2014.0,
עפ_1557-20,appeals,,docx/עפ_1557-20.docx,,new_try_unified_appeals,,50589.0,,,,,,,,2020.0,
עפ_9284-17,appeals,,docx/עפ_9284-17.docx,,new_try_unified_appeals,,50564.0,,,,,,,,2017.0,
עפ_8915-18,appeals,,docx/עפ_8915-18.docx,,new_try_unified_appeals,,50547.0,,,,,,,,2018.0,
עפ_6931-16,appeals,,docx/עפ_6931-16.docx,,new_try_unified_appeals,,50369.0,,,,,,,,2016.0,
עפ_1077-22,appeals,,docx/עפ_1077-22.docx,,new_try_unified_appeals,,50357.0,,,,,,,,2022.0,
עפ_1059-21,appeals,,docx/עפ_1059-21.docx,,new_try_unified_appeals,,50350.0,,,,,,,,2021.0,
עפ_5611-16,appeals,,docx/עפ_5611-16.docx,,new_try_unified_appeals,,50327.0,,,,,,,,2016.0,
עפ_7039-21,appeals,,docx/עפ_7039-21.docx,,new_try_unified_appeals,,50270.0,,,,,,,,2021.0,
עפ_2978-18,appeals,,docx/עפ_2978-18.docx,,new_try_unified_appeals,,50219.0,,,,,,,,2018.0,
עפ_9147-17,appeals,,docx/עפ_9147-17.docx,,new_try_unified_appeals,,50170.0,,,,,,,,2017.0,
עפ_8290-16,appeals,,docx/עפ_8290-16.docx,,new_try_unified_appeals,,50103.0,,,,,,,,2016.0,
עפ_9232-18,appeals,,docx/עפ_9232-18.docx,,new_try_unified_appeals,,50028.0,,,,,,,,2018.0,
עפ_2562-16,appeals,,docx/עפ_2562-16.docx,,new_try_unified_appeals,,50022.0,,,,,,,,2016.0,
עפ_7020-17,appeals,,docx/עפ_7020-17.docx,,new_try_unified_appeals,,49932.0,,,,,,,,2017.0,
עפ_3568-20,appeals,,docx/עפ_3568-20.docx,,new_try_unified_appeals,,49877.0,,,,,,,,2020.0,
עפ_8500-22,appeals,,docx/עפ_8500-22.docx,,new_try_unified_appeals,,49811.0,,,,,,,,2022.0,
עפ_2667-18,appeals,,docx/עפ_2667-18.docx,,new_try_unified_appeals,,49809.0,,,,,,,,2018.0,
עפ_723-16,appeals,,docx/עפ_723-16.docx,,new_try_unified_appeals,,49796.0,,,,,,,,2016.0,
עפ_4910-13,appeals,,docx/עפ_4910-13.docx,,new_try_unified_appeals,,49781.0,,,,,,,,2013.0,
עפ_2211-21,appeals,,docx/עפ_2211-21.docx,,new_try_unified_appeals,,49754.0,,,,,,,,2021.0,
עפ_966-19,appeals,,docx/עפ_966-19.docx,,new_try_unified_appeals,,49747.0,,,,,,,,2019.0,
עפ_3924-17,appeals,,docx/עפ_3924-17.docx,,new_try_unified_appeals,,49706.0,,,,,,,,2017.0,
עפ_4283-22,appeals,,docx/עפ_4283-22.docx,,new_try_unified_appeals,,49632.0,,,,,,,,2022.0,
עפ_5590-16,appeals,,docx/עפ_5590-16.docx,,new_try_unified_appeals,,49585.0,,,,,,,,2016.0,
עפ_258-17,appeals,,docx/עפ_258-17.docx,,new_try_unified_appeals,,49510.0,,,,,,,,2017.0,
עפ_201-20,appeals,,docx/עפ_201-20.docx,,new_try_unified_appeals,,49479.0,,,,,,,,2020.0,
עפ_5170-23,appeals,,docx/עפ_5170-23.docx,,new_try_unified_appeals,,49394.0,,,,,,,,2023.0,
עפ_3680-17,appeals,,docx/עפ_3680-17.docx,,new_try_unified_appeals,,49376.0,,,,,,,,2017.0,
עפ_2928-20,appeals,,docx/עפ_2928-20.docx,,new_try_unified_appeals,,49354.0,,,,,,,,2020.0,
עפ_292-22,appeals,,docx/עפ_292-22.docx,,new_try_unified_appeals,,49333.0,,,,,,,,2022.0,
עפ_5033-19,appeals,,docx/עפ_5033-19.docx,,new_try_unified_appeals,,49323.0,,,,,,,,2019.0,
עפ_7473-20,appeals,,docx/עפ_7473-20.docx,,new_try_unified_appeals,,49229.0,,,,,,,,2020.0,
עפ_3235-22,appeals,,docx/עפ_3235-22.docx,,new_try_unified_appeals,,49209.0,,,,,,,,2022.0,
עפ_1993-18,appeals,,docx/עפ_1993-18.docx,,new_try_unified_appeals,,49098.0,,,,,,,,2018.0,
עפ_10184-16,appeals,,docx/עפ_10184-16.docx,,new_try_unified_appeals,,49077.0,,,,,,,,2016.0,
עפ_9292-20,appeals,,docx/עפ_9292-20.docx,,new_try_unified_appeals,,49029.0,,,,,,,,2020.0,
עפ_4215-21,appeals,,docx/עפ_4215-21.docx,,new_try_unified_appeals,,49011.0,,,,,,,,2021.0,
עפ_9816-16,appeals,,docx/עפ_9816-16.docx,,new_try_unified_appeals,,48919.0,,,,,,,,2016.0,
עפ_4454-19,appeals,,docx/עפ_4454-19.docx,,new_try_unified_appeals,,48863.0,,,,,,,,2019.0,
עפ_2665-21,appeals,,docx/עפ_2665-21.docx,,new_try_unified_appeals,,48831.0,,,,,,,,2021.0,
עפ_9598-16,appeals,,docx/עפ_9598-16.docx,,new_try_unified_appeals,,48791.0,,,,,,,,2016.0,
עפ_2048-18,appeals,,docx/עפ_2048-18.docx,,new_try_unified_appeals,,48745.0,,,,,,,,2018.0,
עפ_4068-19,appeals,,docx/עפ_4068-19.docx,,new_try_unified_appeals,,48689.0,,,,,,,,2019.0,
עפ_5518-17,appeals,,docx/עפ_5518-17.docx,,new_try_unified_appeals,,48669.0,,,,,,,,2017.0,
עפ_3244-22,appeals,,docx/עפ_3244-22.docx,,new_try_unified_appeals,,48668.0,,,,,,,,2022.0,
עפ_7595-19,appeals,,docx/עפ_7595-19.docx,,new_try_unified_appeals,,48663.0,,,,,,,,2019.0,
עפ_1233-20,appeals,,docx/עפ_1233-20.docx,,new_try_unified_appeals,,48659.0,,,,,,,,2020.0,
עפ_456-16,appeals,,docx/עפ_456-16.docx,,new_try_unified_appeals,,48654.0,,,,,,,,2016.0,
עפ_3265-22,appeals,,docx/עפ_3265-22.docx,,new_try_unified_appeals,,48568.0,,,,,,,,2022.0,
עפ_8603-18,appeals,,docx/עפ_8603-18.docx,,new_try_unified_appeals,,48400.0,,,,,,,,2018.0,
עפ_4406-19,appeals,,docx/עפ_4406-19.docx,,new_try_unified_appeals,,48330.0,,,,,,,,2019.0,
עפ_324-19,appeals,,docx/עפ_324-19.docx,,new_try_unified_appeals,,48307.0,,,,,,,,2019.0,
עפ_4945-13,appeals,,docx/עפ_4945-13.docx,,new_try_unified_appeals,,48272.0,,,,,,,,2013.0,
עפ_1621-20,appeals,,docx/עפ_1621-20.docx,,new_try_unified_appeals,,48257.0,,,,,,,,2020.0,
עפ_7391-19,appeals,,docx/עפ_7391-19.docx,,new_try_unified_appeals,,48188.0,,,,,,,,2019.0,
עפ_55-20,appeals,,docx/עפ_55-20.docx,,new_try_unified_appeals,,48151.0,,,,,,,,2020.0,
עפ_2599-16,appeals,,docx/עפ_2599-16.docx,,new_try_unified_appeals,,48150.0,,,,,,,,2016.0,
עפ_519-19,appeals,,docx/עפ_519-19.docx,,new_try_unified_appeals,,48117.0,,,,,,,,2019.0,
עפ_4416-20,appeals,,docx/עפ_4416-20.docx,,new_try_unified_appeals,,48041.0,,,,,,,,2020.0,
עפ_7761-18,appeals,,docx/עפ_7761-18.docx,,new_try_unified_appeals,,48003.0,,,,,,,,2018.0,
עפ_7552-14,appeals,,docx/עפ_7552-14.docx,,new_try_unified_appeals,,47957.0,,,,,,,,2014.0,
עפ_1419-19,appeals,,docx/עפ_1419-19.docx,,new_try_unified_appeals,,47951.0,,,,,,,,2019.0,
עפ_8534-20,appeals,,docx/עפ_8534-20.docx,,new_try_unified_appeals,,47917.0,,,,,,,,2020.0,
עפ_6404-20,appeals,,docx/עפ_6404-20.docx,,new_try_unified_appeals,,47839.0,,,,,,,,2020.0,
