canonical_id,extracted_citation,normalized
תפ_163-99,תפ (י-ם) 163/99,תפ_163-99
תפ_16192-05-09,תפ (חי') 16192-05-09,תפ_16192-05-09
תפ_16222-01-19,תפ (רמ') 16222-01-19,תפ_16222-01-19
תפ_1633-08,תפ (חי') 1633-08,תפ_1633-08
תפ_1631-01-22,תפ (י-ם) 1631-01-22,תפ_1631-01-22
תפ_16318-03-09,תפ (חי') 16318-03-09,תפ_16318-03-09
תפ_16420-10-16,תפ (חי') 16420-10-16,תפ_16420-10-16
תפ_16370-02-20,תפ (חי') 16370-02-20,תפ_16370-02-20
תפ_16446-10-14,תפ (חי') 16446-10-14,תפ_16446-10-14
תפ_1641-04-19,תפ (חי') 1641-04-19,תפ_1641-04-19
תפ_165-08,תפ (קריות) 165-08,תפ_165-08
תפ_16470-03-21,תפ (רמ') 16470-03-21,תפ_16470-03-21
תפ_16308-03-11,תפ (י-ם) 16308-03-11,תפ_16308-03-11
תפ_16506-10-14,תפ (נצ') 16506-10-14,תפ_16506-10-14
תפ_16487-12-11,תפ (חי') 16487-12-11,תפ_16487-12-11
תפ_1647-05-15,"תפ (ת""א) 1647-05-15",תפ_1647-05-15
תפ_16520-01-18,תפ (י-ם) 16520-01-18,תפ_16520-01-18
תפ_16521-01-22,תפ (חי') 16521-01-22,תפ_16521-01-22
תפ_16547-01-09,תפ (נצ') 16547-01-09,תפ_16547-01-09
תפ_16191-10-12,תפ (נצ') 16191-10-12,תפ_16191-10-12
תפ_16505-02-18,תפ (חי') 16505-02-18,תפ_16505-02-18
תפ_166-07-11,"תפ (ת""א) 166-07-11",תפ_166-07-11
תפ_16540-11-11,תפ (רמ') 16540-11-11,תפ_16540-11-11
תפ_166-08,תפ (י-ם) 166/08,תפ_166-08
תפ_167-08,תפ (קריות) 167-08,תפ_167-08
תפ_16638-07-21,תפ (רמ') 16638-07-21,תפ_16638-07-21
תפ_16673-04-17,תפ (קריות) 16673-04-17,תפ_16673-04-17
תפ_16748-08-10,תפ (מרכז) 16748-08-10,תפ_16748-08-10
תפ_16752-10-20,תפ (מרכז) 16752-10-20,תפ_16752-10-20
תפ_16767-11-11,תפ (רמ') 16767-11-11,תפ_16767-11-11
תפ_16753-02-22,תפ (חי') 16753-02-22,תפ_16753-02-22
תפ_16543-05-16,תפ (חי') 16543-05-16,תפ_16543-05-16
תפ_16760-09-22,תפ (חי') 16760-09-22,תפ_16760-09-22
תפ_16779-09-22,תפ (חי') 16779-09-22,תפ_16779-09-22
תפ_16868-06-11,"תפ (כ""ס) 16868-06-11",תפ_16868-06-11
תפ_1698-07,תפ (חד') 1698-07,תפ_1698-07
תפ_16835-07-16,תפ (י-ם) 16835-07-16,תפ_16835-07-16
תפ_1694-07-08,תפ (מרכז) 1694-07-08,תפ_1694-07-08
תפ_16788-07-15,תפ (רמ') 16788-07-15,תפ_16788-07-15
תפ_1699-05,"תפ (ב""ש) 1699/05",תפ_1699-05
תפ_169-09,תפ (נצ') 169-09,תפ_169-09
תפ_1691-09,"תפ (כ""ס) 1691-09",תפ_1691-09
תפ_1705-08,תפ (אשד') 1705-08,תפ_1705-08
תפ_17002-01-24,תפ (מרכז) 17002-01-24,תפ_17002-01-24
תפ_1710-10-08,תפ (חד') 1710-10-08,תפ_1710-10-08
תפ_17135-07-10,תפ (רמ') 17135-07-10,תפ_17135-07-10
תפ_17057-08-20,"תפ (ב""ש) 17057-08-20",תפ_17057-08-20
תפ_17125-03-24,תפ (חי') 17125-03-24,תפ_17125-03-24
תפ_1712-04,"תפ (כ""ס) 1712/04",תפ_1712-04
תפ_17137-11-21,תפ (י-ם) 17137-11-21,תפ_17137-11-21
תפ_1715-07-21,"תפ (ב""ש) 1715-07-21",תפ_1715-07-21
תפ_1716-11-22,תפ (חי') 1716-11-22,תפ_1716-11-22
תפ_16996-08-12,תפ (רמ') 16996-08-12,תפ_16996-08-12
תפ_17260-12-23,תפ (חי') 17260-12-23,תפ_17260-12-23
תפ_1729-07,תפ (חי') 1729-07,תפ_1729-07
תפ_17245-05-19,תפ (רמ') 17245-05-19,תפ_17245-05-19
תפ_1719-01-09,תפ (מרכז) 1719-01-09,תפ_1719-01-09
תפ_17030-02-22,תפ (י-ם) 17030-02-22,תפ_17030-02-22
תפ_17237-02-12,"תפ (ב""ש) 17237-02-12",תפ_17237-02-12
תפ_17277-05-20,תפ (י-ם) 17277-05-20,תפ_17277-05-20
תפ_1732-12-08,תפ (חד') 1732-12-08,תפ_1732-12-08
תפ_17337-09-21,תפ (עכו) 17337-09-21,תפ_17337-09-21
תפ_17393-10-17,תפ (י-ם) 17393-10-17,תפ_17393-10-17
תפ_17318-02-11,תפ (נצ') 17318-02-11,תפ_17318-02-11
תפ_17378-04-24,תפ (חי') 17378-04-24,תפ_17378-04-24
תפ_175-08,תפ (י-ם) 175/08,תפ_175-08
תפ_174-03_2,תפ (חי') 174/03,תפ_174-03
תפ_17618-11-13,"תפ (כ""ס) 17618-11-13",תפ_17618-11-13
תפ_17573-10-22,תפ (חי') 17573-10-22,תפ_17573-10-22
תפ_17655-10-22,תפ (חי') 17655-10-22,תפ_17655-10-22
תפ_17536-08-21,"תפ (ב""ש) 17536-08-21",תפ_17536-08-21
תפ_17304-12-17,תפ (מרכז) 17304-12-17,תפ_17304-12-17
תפ_17776-11-21,תפ (מרכז) 17776-11-21,תפ_17776-11-21
תפ_178-09,תפ (נצ') 178-09,תפ_178-09
תפ_17809-03-14,תפ (חי') 17809-03-14,תפ_17809-03-14
תפ_17787-12-21,"תפ (ב""ש) 17787-12-21",תפ_17787-12-21
תפ_17474-08-14,תפ (חי') 17474-08-14,תפ_17474-08-14
תפ_1786-09,"תפ (ראשל""צ) 1786-09",תפ_1786-09
תפ_17856-11-21,תפ (מרכז) 17856-11-21,תפ_17856-11-21
תפ_17766-12-20,"תפ (ב""ש) 17766-12-20",תפ_17766-12-20
תפ_17891-03-14,תפ (חי') 17891-03-14,תפ_17891-03-14
תפ_17860-01-19,תפ (חי') 17860-01-19,תפ_17860-01-19
תפ_17916-05-19,תפ (נצ') 17916-05-19,תפ_17916-05-19
תפ_17917-08-10,תפ (חי') 17917-08-10,תפ_17917-08-10
תפ_17878-10-10,תפ (י-ם) 17878-10-10,תפ_17878-10-10
תפ_1756-04-15,"תפ (ב""ש) 1756-04-15",תפ_1756-04-15
תפ_17941-11-18,תפ (חי') 17941-11-18,תפ_17941-11-18
תפ_17935-01-20,תפ (חי') 17935-01-20,תפ_17935-01-20
תפ_17918-09-14,תפ (רמ') 17918-09-14,תפ_17918-09-14
תפ_17919-01-15,תפ (חי') 17919-01-15,תפ_17919-01-15
תפ_1795-11-14,"תפ (ב""ש) 1795-11-14",תפ_1795-11-14
תפ_17997-06-24,תפ (חי') 17997-06-24,תפ_17997-06-24
תפ_180-03,תפ (י-ם) 180/03,תפ_180-03
תפ_1801-09,"תפ (ראשל""צ) 1801-09",תפ_1801-09
תפ_1801-09_2,"תפ (ראשל""צ) 1801-09",תפ_1801-09
תפ_180-09,תפ (נצ') 180/09,תפ_180-09
תפ_17839-04-22,תפ (נצ') 17839-04-22,תפ_17839-04-22
תפ_18013-01-15,תפ (חי') 18013-01-15,תפ_18013-01-15
תפ_17856-06-17,תפ (מרכז) 17856-06-17,תפ_17856-06-17
תפ_17961-08-10,תפ (חי') 17961-08-10,תפ_17961-08-10
תפ_1802-04,"תפ (כ""ס) 1802/04",תפ_1802-04
תפ_1802-04_2,תפ (רמ') 1802/04,תפ_1802-04
תפ_18045-04-15,תפ (רמ') 18045-04-15,תפ_18045-04-15
תפ_18039-10-21,"תפ (ב""ש) 18039-10-21",תפ_18039-10-21
תפ_18094-06-24,תפ (חי') 18094-06-24,תפ_18094-06-24
תפ_1818-06-22,תפ (רמ') 1818-06-22,תפ_1818-06-22
תפ_182-08,תפ (י-ם) 182/08,תפ_182-08
תפ_181-02,תפ (חי') 181/02,תפ_181-02
תפ_181-02_2,תפ (חי') 181/02,תפ_181-02
תפ_1820-04,"תפ (כ""ס) 1820/04",תפ_1820-04
תפ_18159-09-13,תפ (רמ') 18159-09-13,תפ_18159-09-13
תפ_18210-05-23,תפ (חי') 18210-05-23,תפ_18210-05-23
תפ_1822-04,תפ (חד') 1822/04,תפ_1822-04
תפ_182-11-12,תפ (חי') 182-11-12,תפ_182-11-12
תפ_18228-09-22,תפ (קריות) 18228-09-22,תפ_18228-09-22
תפ_1802-01-21,תפ (חי') 1802-01-21,תפ_1802-01-21
תפ_18318-08-13,תפ (מרכז) 18318-08-13,תפ_18318-08-13
תפ_1824-06,"תפ (כ""ס) 1824/06",תפ_1824-06
תפ_1832-05-10,"תפ (ב""ש) 1832-05-10",תפ_1832-05-10
תפ_18086-03-10,תפ (רמ') 18086-03-10,תפ_18086-03-10
תפ_18327-09-22,"תפ (ב""ש) 18327-09-22",תפ_18327-09-22
תפ_18388-06-10,תפ (נצ') 18388-06-10,תפ_18388-06-10
תפ_1837-05,תפ (עכו) 1837/05,תפ_1837-05
תפ_18300-11-18,תפ (מרכז) 18300-11-18,תפ_18300-11-18
תפ_1839-03,"תפ (כ""ס) 1839/03",תפ_1839-03
תפ_18114-03-14,תפ (רמ') 18114-03-14,תפ_18114-03-14
תפ_18385-11-09_2,תפ (חי') 18385-11-09,תפ_18385-11-09
תפ_18385-11-09,תפ (חי') 18385-11-09,תפ_18385-11-09
תפ_18409-01-09,תפ (חי') 18409-01-09,תפ_18409-01-09
תפ_18402-08-13,"תפ (ת""א) 18402-08-13",תפ_18402-08-13
תפ_18316-01-09,תפ (חי') 18316-01-09,תפ_18316-01-09
תפ_18436-06-16,תפ (חי') 18436-06-16,תפ_18436-06-16
תפ_18397-02-16,תפ (נצ') 18397-02-16,תפ_18397-02-16
תפ_18410-04-24,תפ (י-ם) 18410-04-24,תפ_18410-04-24
תפ_18421-04-22,תפ (י-ם) 18421-04-22,תפ_18421-04-22
תפ_18418-04-18,תפ (רמ') 18418-04-18,תפ_18418-04-18
תפ_18449-04-23,תפ (י-ם) 18449-04-23,תפ_18449-04-23
תפ_18508-08-13,תפ (נצ') 18508-08-13,תפ_18508-08-13
תפ_1847-05-14,תפ (י-ם) 1847-05-14,תפ_1847-05-14
תפ_18484-07-23,"תפ (ב""ש) 18484-07-23",תפ_18484-07-23
תפ_18579-10-16,"תפ (ב""ש) 18579-10-16",תפ_18579-10-16
תפ_18557-10-21,תפ (חי') 18557-10-21,תפ_18557-10-21
תפ_18642-03-11,"תפ (כ""ס) 18642-03-11",תפ_18642-03-11
תפ_18799-06-13,"תפ (ת""א) 18799-06-13",תפ_18799-06-13
תפ_185-11-12,תפ (חי') 185-11-12,תפ_185-11-12
תפ_18763-10-11,"תפ (כ""ס) 18763-10-11",תפ_18763-10-11
תפ_18793-10-10,תפ (רמ') 18793-10-10,תפ_18793-10-10
תפ_18689-01-17,תפ (י-ם) 18689-01-17,תפ_18689-01-17
תפ_1890-08,תפ (עכו) 1890-08,תפ_1890-08
תפ_1886-02,"תפ (ת""א) 1886/02",תפ_1886-02
תפ_1844-04,"תפ (פ""ת) 1844/04",תפ_1844-04
תפ_18833-05-13,"תפ (פ""ת) 18833-05-13",תפ_18833-05-13
תפ_18907-07-12,תפ (חי') 18907-07-12,תפ_18907-07-12
תפ_18907-07,תפ (חי') 18907-07-12,תפ_18907-07-12
תפ_188-84,תפ (י-ם) 188/84,תפ_188-84
תפ_18912-06-23,תפ (חי') 18912-06-23,תפ_18912-06-23
תפ_1896-09,"תפ (כ""ס) 1896-09",תפ_1896-09
תפ_1900-09,"תפ (כ""ס) 1900-09",תפ_1900-09
תפ_18957-11-20,תפ (י-ם) 18957-11-20,תפ_18957-11-20
תפ_19007-05-09,תפ (רמ') 19007-05-09,תפ_19007-05-09
תפ_18965-08-14,תפ (מרכז) 18965-08-14,תפ_18965-08-14
תפ_18989-01-11,תפ (חי') 18989-01-11,תפ_18989-01-11
תפ_191-09,"תפ (ק""ג) 191-09",תפ_191-09
תפ_19130-12-21,תפ (חי') 19130-12-21,תפ_19130-12-21
תפ_18907-07-12_2,תפ (חי') 18907-07-12,תפ_18907-07-12
תפ_19253-06-19,תפ (רמ') 19253-06-19,תפ_19253-06-19
תפ_19235-03-13,תפ (מרכז) 19235-03-13,תפ_19235-03-13
תפ_19242-04-17,"תפ (ב""ש) 19242-04-17",תפ_19242-04-17
תפ_19269-08-24,תפ (חי') 19269-08-24,תפ_19269-08-24
תפ_19218-08-19,"תפ (ב""ש) 19218-08-19",תפ_19218-08-19
תפ_1909-02-18,תפ (י-ם) 1909-02-18,תפ_1909-02-18
תפ_19272-12-19,תפ (מרכז) 19272-12-19,תפ_19272-12-19
תפ_1901-04-17,תפ (חי') 1901-04-17,תפ_1901-04-17
תפ_1940-02-11,תפ (רמ') 1940-02-11,תפ_1940-02-11
תפ_19302-10-22,תפ (חי') 19302-10-22,תפ_19302-10-22
תפ_1939-06,"תפ (כ""ס) 1939/06",תפ_1939-06
תפ_19300-06-23,תפ (רמ') 19300-06-23,תפ_19300-06-23
תפ_19417-11-16,"תפ (ב""ש) 19417-11-16",תפ_19417-11-16
תפ_1943-08,תפ (רמ') 1943-08,תפ_1943-08
תפ_19019-10-16,תפ (מרכז) 19019-10-16,תפ_19019-10-16
תפ_19384-05-16,תפ (י-ם) 19384-05-16,תפ_19384-05-16
תפ_1943-08_2,תפ (רמ') 1943-08,תפ_1943-08
תפ_19438-03-18,תפ (חי') 19438-03-18,תפ_19438-03-18
תפ_1949-04,תפ (טב') 1949/04,תפ_1949-04
תפ_19260-06-14,עפ (נצ') / תפ (נצ') 19260-06-14,עפ_-_תפ_19260-06-14
תפ_1961-04_2,תפ (י-ם) 1961/04,תפ_1961-04
תפ_1961-04,"תפ (כ""ס) 1961/04",תפ_1961-04
תפ_1949-04_2,תפ (טב') 1949/04,תפ_1949-04
תפ_19528-06-20,תפ (רמ') 19528-06-20,תפ_19528-06-20
תפ_19610-08-21,תפ (חי') 19610-08-21,תפ_19610-08-21
תפ_19629-06-09,תפ (רמ') 19629-06-09,תפ_19629-06-09
תפ_19675-03-10,"תפ (פ""ת) 19675-03-10",תפ_19675-03-10
תפ_19620-11-14,תפ (רמ') 19620-11-14,תפ_19620-11-14
תפ_19676-05-21,תפ (רמ') 19676-05-21,תפ_19676-05-21
תפ_19697-01-13,תפ (נצ') 19697-01-13,תפ_19697-01-13
תפ_19702-11-16,תפ (רמ') 19702-11-16,תפ_19702-11-16
תפ_19642-04-18,תפ (חי') 19642-04-18,תפ_19642-04-18
תפ_19741-04-17,תפ (חי') 19741-04-17,תפ_19741-04-17
תפ_1956-04-21,תפ (נצ') 1956-04-21,תפ_1956-04-21
תפ_19672-03-10,תפ (מרכז) 19672-03-10,תפ_19672-03-10
תפ_1977-04,"תפ (ב""ש) 1977/04",תפ_1977-04
תפ_19819-03-23,"תפ (ב""ש) 19819-03-23",תפ_19819-03-23
תפ_198-03,תפ (י-ם) 198/03,תפ_198-03
תפ_19737-06-12,תפ (חי') 19737-06-12,תפ_19737-06-12
תפ_19759-07-21,תפ (מרכז) 19759-07-21,תפ_19759-07-21
תפ_19821-02-17,תפ (י-ם) 19821-02-17,תפ_19821-02-17
תפ_19859-11-17,תפ (רמ') 19859-11-17,תפ_19859-11-17
תפ_19835-04-13,תפ (רמ') 19835-04-13,תפ_19835-04-13
תפ_19424-11-15,תפ (נצ') 19424-11-15,תפ_19424-11-15
תפ_1992-05,"תפ (ב""ש) 1992/05",תפ_1992-05
תפ_19921-04-14,תפ (רמ') 19921-04-14,תפ_19921-04-14
תפ_1995-03-17,"תפ (ב""ש) 1995-03-17",תפ_1995-03-17
תפ_1996-05,תפ (חי') 1996/05,תפ_1996-05
תפ_19950-09-23,תפ (קריות) 19950-09-23,תפ_19950-09-23
תפ_19967-05-11,תפ (רמ') 19967-05-11,תפ_19967-05-11
תפ_19988-02-10,תפ (מרכז) 19988-02-10,תפ_19988-02-10
תפ_2004-09,"תפ (ב""ש) 2004-09",תפ_2004-09
תפ_20012-01-16,תפ (רמ') 20012-01-16,תפ_20012-01-16
תפ_2011-06,תפ (חד') 2011-06,תפ_2011-06
תפ_1970-06-13,תפ (נצ') 1970-06-13,תפ_1970-06-13
תפ_20059-09-13,תפ (רמ') 20059-09-13,תפ_20059-09-13
תפ_2014-06,"תפ (ב""ש) 2014/06",תפ_2014-06
תפ_20216-02-22,תפ (י-ם) 20216-02-22,תפ_20216-02-22
תפ_1975-04,"תפ (ב""ש) 1975/04",תפ_1975-04
תפ_20154-07-20,"תפ (ב""ש) 20154-07-20",תפ_20154-07-20
תפ_2009-07-21,תפ (י-ם) 2009-07-21,תפ_2009-07-21
תפ_20307-05-20,"תפ (כ""ס) 20307-05-20",תפ_20307-05-20
תפ_2024-06,תפ (י-ם) 2024/06,תפ_2024-06
תפ_20367-05-16,תפ (חי') 20367-05-16,תפ_20367-05-16
תפ_20360-09-13,תפ (רמ') 20360-09-13,תפ_20360-09-13
תפ_20375-06-14,תפ (נצ') 20375-06-14,תפ_20375-06-14
תפ_204-04-16,תפ (חי') 204-04-16,תפ_204-04-16
תפ_20425-02-20,תפ (י-ם) 20425-02-20,תפ_20425-02-20
תפ_20387-03-23,תפ (י-ם) 20387-03-23,תפ_20387-03-23
תפ_19967-05,תפ (רמ') 19967-05-11,תפ_19967-05-11
תפ_20451-09-20,"תפ (ת""א) 20451-09-20",תפ_20451-09-20
תפ_20509-07-12,"תפ (ראשל""צ) 20509-07-12",תפ_20509-07-12
תפ_20477-02-20,תפ (י-ם) 20477-02-20,תפ_20477-02-20
תפ_20068-10-22,תפ (מרכז) 20068-10-22,תפ_20068-10-22
תפ_20439-08-10,תפ (מרכז) 20439-08-10,תפ_20439-08-10
תפ_2056-06,"תפ (ת""א) 2056-06",תפ_2056-06
תפ_2054-07_2,"תפ (פ""ת) 2054-07",תפ_2054-07
תפ_2054-07,"תפ (פ""ת) 2054-07",תפ_2054-07
תפ_20573-06-10,"תפ (ת""א) 20573-06-10",תפ_20573-06-10
תפ_20604-12-09,"תפ (ת""א) 20604-12-09",תפ_20604-12-09
תפ_20613-06-17,"תפ (ב""ש) 20613-06-17",תפ_20613-06-17
תפ_206-03,תפ (חי') 206/03,תפ_206-03
תפ_206-03_3,תפ (י-ם) 206/03,תפ_206-03
תפ_2045-11-15,"תפ (ב""ש) 2045-11-15",תפ_2045-11-15
תפ_2063-06,"תפ (פ""ת) 2063/06",תפ_2063-06
תפ_20674-07-12,תפ (רמ') 20674-07-12,תפ_20674-07-12
תפ_206-03_2,תפ (נצ') 206/03,תפ_206-03
תפ_2063-06_2,"תפ (פ""ת) 2063/06",תפ_2063-06
תפ_207-08,תפ (קריות) 207-08,תפ_207-08
תפ_20644-11-22,"תפ (ב""ש) 20644-11-22",תפ_20644-11-22
תפ_20722-03-14,תפ (נצ') 20722-03-14,תפ_20722-03-14
תפ_2077-06,תפ (נצ') 2077-06,תפ_2077-06
תפ_20743-11-22,תפ (חד') 20743-11-22,תפ_20743-11-22
תפ_20733-12-22,תפ (י-ם) 20733-12-22,תפ_20733-12-22
תפ_2077-10-23,תפ (חי') 2077-10-23,תפ_2077-10-23
תפ_207-08_2,תפ (י-ם) 207/08,תפ_207-08
תפ_20770-11-22,תפ (עכו) 20770-11-22,תפ_20770-11-22
תפ_2078-08,תפ (רמ') 2078-08,תפ_2078-08
תפ_2078-07,תפ (עכו) 2078-07,תפ_2078-07
תפ_2073-09-16,תפ (מרכז) 2073-09-16,תפ_2073-09-16
תפ_2081-02,"תפ (כ""ס) 2081/02",תפ_2081-02
תפ_20811-11-15,תפ (י-ם) 20811-11-15,תפ_20811-11-15
תפ_20860-05-17,תפ (רמ') 20860-05-17,תפ_20860-05-17
תפ_20778-11-12,תפ (י-ם) 20778-11-12,תפ_20778-11-12
תפ_2091-07,תפ (רמ') 2091-07,תפ_2091-07
תפ_20784-11-13,תפ (רמ') 20784-11-13,תפ_20784-11-13
תפ_20826-09-09,תפ (רמ') 20826-09-09,תפ_20826-09-09
תפ_2095-05,תפ (י-ם) 2095-05,תפ_2095-05
תפ_2081-06,תפ (י-ם) 2081/06,תפ_2081-06
תפ_2092-06,תפ (י-ם) 2092/06,תפ_2092-06
תפ_20997-02-24,תפ (מרכז) 20997-02-24,תפ_20997-02-24
תפ_2099-02,תפ 2099/02,תפ_2099-02
תפ_2101-10-19,תפ (מרכז) 2101-10-19,תפ_2101-10-19
תפ_21009-03-15,תפ (חי') 21009-03-15,תפ_21009-03-15
תפ_2084-06,תפ (י-ם) 2084/06,תפ_2084-06
תפ_21029-10-19,תפ (נצ') 21029-10-19,תפ_21029-10-19
תפ_21064-04-23,תפ (חד') 21064-04-23,תפ_21064-04-23
תפ_21113-08-12,תפ (נצ') 21113-08-12,תפ_21113-08-12
תפ_2058-09-17,תפ (חי') 2058-09-17,תפ_2058-09-17
תפ_21128-09-12,תפ (י-ם) 21128-09-12,תפ_21128-09-12
תפ_21139-04-17,"תפ (ב""ש) 21139-04-17",תפ_21139-04-17
תפ_21162-07-10,תפ (נצ') 21162-07-10,תפ_21162-07-10
תפ_21163-03-11,תפ (חי') 21163-03-11,תפ_21163-03-11
תפ_2121-03,תפ (נצ') 2121/03,תפ_2121-03
תפ_21302-11-09,תפ (חי') 21302-11-09,תפ_21302-11-09
תפ_2106-06,תפ (י-ם) 2106/06,תפ_2106-06
תפ_21296-11-14,תפ (מרכז) 21296-11-14,תפ_21296-11-14
תפ_2132-06_2,"תפ (פ""ת) 2132/06",תפ_2132-06
תפ_21333-12-19,תפ (רמ') 21333-12-19,תפ_21333-12-19
תפ_2132-06_3,תפ (נצ') 2132/06,תפ_2132-06
תפ_2132-06,תפ (י-ם) 2132/06,תפ_2132-06
תפ_21111-12-14,תפ (רמ') 21111-12-14,תפ_21111-12-14
תפ_2138-03,"תפ (כ""ס) 2138/03",תפ_2138-03
תפ_2137-09,"תפ (כ""ס) 2137-09",תפ_2137-09
תפ_21394-11-10,תפ (חי') 21394-11-10,תפ_21394-11-10
תפ_2144-04-21,תפ (י-ם) 2144-04-21,תפ_2144-04-21
תפ_2120-06,תפ (י-ם) 2120/06,תפ_2120-06
תפ_2108-08-21,תפ (י-ם) 2108-08-21,תפ_2108-08-21
תפ_2154-06,"תפ (פ""ת) 2154-06",תפ_2154-06
תפ_21459-01-16,"תפ (כ""ס) 21459-01-16",תפ_21459-01-16
תפ_215-99,תפ (חי') 215/99,תפ_215-99
תפ_21388-11-10,תפ (מרכז) 21388-11-10,תפ_21388-11-10
תפ_216-98,תפ (י-ם) 216/98,תפ_216-98
תפ_2141-12-22,תפ (רמ') 2141-12-22,תפ_2141-12-22
תפ_2134-08,"תפ (פ""ת) 2134-08",תפ_2134-08
תפ_21415-03-17,תפ (רמ') 21415-03-17,תפ_21415-03-17
תפ_2158-02,תפ (רמ') 2158/02,תפ_2158-02
תפ_21654-10-13,תפ (רמ') 21654-10-13,תפ_21654-10-13
תפ_21770-07-10,תפ (נצ') 21770-07-10,תפ_21770-07-10
תפ_21696-04-20,תפ (נצ') 21696-04-20,תפ_21696-04-20
תפ_21748-05-16,תפ (רמ') 21748-05-16,תפ_21748-05-16
תפ_2181-09,"תפ (ת""א) 2181-09",תפ_2181-09
תפ_2167-06,תפ (י-ם) 2167/06,תפ_2167-06
תפ_21801-06-15,תפ (י-ם) 21801-06-15,תפ_21801-06-15
תפ_218-03-10,תפ (חי') 218-03-10,תפ_218-03-10
תפ_2182-02_2,תפ (רמ') 2182/02,תפ_2182-02
תפ_21873-06-16,"תפ (ת""א) 21873-06-16",תפ_21873-06-16
תפ_21813-09-16,תפ (י-ם) 21813-09-16,תפ_21813-09-16
תפ_21861-10-10,"תפ (כ""ס) 21861-10-10",תפ_21861-10-10
תפ_21594-06-16,תפ (מרכז) 21594-06-16,תפ_21594-06-16
תפ_2182-02,תפ (רח') 2182/02,תפ_2182-02
תפ_2189-06,תפ (י-ם) 2189/06,תפ_2189-06
תפ_21908-09-16,"תפ (ב""ש) 21908-09-16",תפ_21908-09-16
תפ_21931-11-10,תפ (נצ') 21931-11-10,תפ_21931-11-10
תפ_21906-02-11,"תפ (ת""א) 21906-02-11",תפ_21906-02-11
תפ_21954-02-11,"תפ (ת""א) 21954-02-11",תפ_21954-02-11
תפ_21924-07-22,"תפ (ב""ש) 21924-07-22",תפ_21924-07-22
תפ_21958-02-11,תפ (נצ') 21958-02-11,תפ_21958-02-11
תפ_21971-07-18,תפ (י-ם) 21971-07-18,תפ_21971-07-18
תפ_22022-11-10,תפ (אי') 22022-11-10,תפ_22022-11-10
תפ_22029-03-21,תפ (חי') 22029-03-21,תפ_22029-03-21
תפ_2198-02,תפ (רח') 2198/02,תפ_2198-02
תפ_22094-03-21,"תפ (ב""ש) 22094-03-21",תפ_22094-03-21
תפ_21906-07-18,תפ (י-ם) 21906-07-18,תפ_21906-07-18
תפ_22085-08-11,תפ (חי') 22085-08-11,תפ_22085-08-11
תפ_22024-02-21,"תפ (ב""ש) 22024-02-21",תפ_22024-02-21
תפ_21981-08-16,תפ (רמ') 21981-08-16,תפ_21981-08-16
תפ_22154-04-14,תפ (רמ') 22154-04-14,תפ_22154-04-14
תפ_221-02,תפ (חי') 221/02,תפ_221-02
תפ_2223-04_2,תפ (י-ם) 2223/04,תפ_2223-04
תפ_2223-04,"תפ (כ""ס) 2223/04",תפ_2223-04
תפ_22329-02-13,תפ (רמ') 22329-02-13,תפ_22329-02-13
תפ_2230-09,תפ (אשד') 2230-09,תפ_2230-09
תפ_22030-04-19,תפ (מרכז) 22030-04-19,תפ_22030-04-19
תפ_2239-05_2,תפ (טב') 2239/05,תפ_2239-05
תפ_2239-05,"תפ (כ""ס) 2239/05",תפ_2239-05
תפ_2240-06,"תפ (ב""ש) 2240-06",תפ_2240-06
תפ_2239-05_3,תפ (חד') 2239/05,תפ_2239-05
תפ_2240-09,"תפ (כ""ס) 2240-09",תפ_2240-09
תפ_22338-06-09,תפ (רמ') 22338-06-09,תפ_22338-06-09
תפ_22499-12-24,תפ (חי') 22499-12-24,תפ_22499-12-24
תפ_22405-05-23,תפ (י-ם) 22405-05-23,תפ_22405-05-23
תפ_22509-09-09,תפ (חי') 22509-09-09,תפ_22509-09-09
תפ_2243-01,תפ (י-ם) 2243/01,תפ_2243-01
תפ_22526-02-21,"תפ (ב""ש) 22526-02-21",תפ_22526-02-21
תפ_22526-03-22,"תפ (ב""ש) 22526-03-22",תפ_22526-03-22
תפ_22417-12-21,תפ (חי') 22417-12-21,תפ_22417-12-21
תפ_22588-03-22,תפ (מרכז) 22588-03-22,תפ_22588-03-22
תפ_22534-08-10,"תפ (כ""ס) 22534-08-10",תפ_22534-08-10
תפ_22642-11-23,תפ (חי') 22642-11-23,תפ_22642-11-23
תפ_2261-06,"תפ (ב""ש) 2261/06",תפ_2261-06
תפ_2261-06_3,"תפ (ב""ש) 2261/06",תפ_2261-06
תפ_22654-11-09,תפ (רמ') 22654-11-09,תפ_22654-11-09
תפ_2261-06_2,תפ (טב') 2261/06,תפ_2261-06
תפ_22718-01-14,תפ (רמ') 22718-01-14,תפ_22718-01-14
תפ_22709-12-21,תפ (חי') 22709-12-21,תפ_22709-12-21
תפ_22782-12-16,תפ (רמ') 22782-12-16,תפ_22782-12-16
תפ_22765-09-19,תפ (חי') 22765-09-19,תפ_22765-09-19
תפ_2272-01_2,תפ (י-ם) 2272/01,תפ_2272-01
תפ_2272-01,תפ (י-ם) 2272/01,תפ_2272-01
תפ_228-03,תפ (חי') 228/03,תפ_228-03
תפ_228-03_2,תפ (י-ם) 228/03,תפ_228-03
תפ_22913-07-22,תפ (חי') 22913-07-22,תפ_22913-07-22
תפ_22874-12-10,תפ (חי') 22874-12-10,תפ_22874-12-10
