verdict_1,verdict_2,similarity_score,source_batch
תפ_1127-05-20,תפ_6316-09-20,22,main
תפ_10689-10-17,תפ_3667-07-15,25,main
תפ_49376-01-24,תפ_69278-05-18,25,main
תפ_45537-07-17,תפ_9851-11-21,30,main
תפ_19408-11-14,תפ_37340-06-12,65,main
תפ_29216-07-16,תפ_37551-01-16,70,main
תפ_21355-08-18,תפ_55287-10-23,25,main
תפ_27103-01-18,תפ_35568-01-23,65,main
תפ_1515-12-18,תפ_4435-07-19,55,main
תפ_44666-10-18,תפ_63596-02-18,65,main
תפ_2275-06-17,תפ_60842-12-14,35,main
תפ_1197-11-21,תפ_60454-06-16,55,main
תפ_16540-08-21,תפ_25806-05-22,45,main
תפ_28157-02-23,תפ_35202-10-15,65,main
תפ_38014-02-22,תפ_54036-06-19,35,main
תפ_13373-10-23,תפ_39424-11-22,45,main
תפ_42164-10-19,תפ_809-09-18,35,main
תפ_41687-01-22,תפ_65963-10-21,65,main
תפ_37468-09-16,תפ_37495-01-20,65,main
תפ_13373-10-23,תפ_8633-04-15,45,main
תפ_27103-01-18,תפ_55287-10-23,55,main
תפ_33024-01-18,תפ_42164-10-19,75,main
תפ_13373-10-23,תפ_30678-02-22,55,main
תפ_44477-08-20,תפ_8444-04-23,10,main
תפ_17415-10-21,תפ_55287-10-23,20,main
תפ_28544-01-21,תפ_52569-05-16,80,main
תפ_24239-05-17,תפ_39034-01-18,30,main
תפ_11370-07-16,תפ_60842-12-14,25,main
תפ_10689-10-17,תפ_19691-03-18,65,main
תפ_26709-06-14,תפ_62070-05-20,28,main
תפ_22021-09-22,תפ_52165-12-17,35,main
תפ_31425-08-20,תפ_66982-09-16,35,main
תפ_13048-04-21,תפ_60101-01-17,15,main
תפ_20513-06-20,תפ_65302-03-22,65,main
תפ_1175-08-21,תפ_2482-05-20,80,main
תפ_59329-02-18,תפ_60454-06-16,55,main
תפ_31276-05-19,תפ_43525-01-21,35,main
תפ_44181-01-17,תפ_50970-11-21,45,main
תפ_12143-06-20,תפ_44540-10-20,35,main
תפ_41189-09-15,תפ_59971-01-17,20,main
תפ_36422-07-13,תפ_54036-06-19,28,main
תפ_31425-08-20,תפ_8633-04-15,55,main
תפ_20638-04-22,תפ_58193-03-23,85,main
תפ_20513-06-20,תפ_27961-04-18,65,main
תפ_34108-01-23,תפ_8444-04-23,15,main
תפ_44181-01-17,תפ_46497-09-16,35,main
תפ_33439-01-21,תפ_57341-02-23,30,main
תפ_17023-12-18,תפ_34197-11-21,25,main
תפ_25537-07-24,תפ_46896-11-15,35,main
תפ_44666-10-18,תפ_49845-08-20,68,main
תפ_10812-12-21,תפ_68645-11-20,75,main
תפ_33024-01-18,תפ_69278-05-18,25,main
תפ_19260-11-14,תפ_46386-01-14,55,main
תפ_4415-02-18,תפ_58966-01-18,75,main
תפ_54179-08-22,תפ_7926-08-19,65,main
תפ_10971-03-11,תפ_69899-11-20,55,main
תפ_21162-10-19,תפ_26032-04-14,60,main
תפ_12130-05-22,תפ_39214-12-15,35,main
תפ_42164-10-19,תפ_44540-10-20,35,main
תפ_15425-02-14,תפ_16958-01-14,85,main
תפ_33541-02-20,תפ_7867-04-22,25,main
תפ_20513-06-20,תפ_21503-07-23,35,main
תפ_39568-06-21,תפ_60454-06-16,40,main
תפ_30377-04-18,תפ_42879-09-21,45,main
תפ_11220-12-18,תפ_48983-06-18,65,main
תפ_16540-08-21,תפ_6749-09-22,45,main
תפ_27961-04-18,תפ_45433-09-17,30,main
תפ_22981-12-22,תפ_64711-01-19,55,main
תפ_17415-10-21,תפ_31276-05-19,25,main
תפ_20513-06-20,תפ_23443-04-21,35,main
תפ_14786-03-20,תפ_6316-09-20,70,main
תפ_1127-05-20,תפ_41876-08-23,10,main
תפ_10393-03-21,תפ_60015-05-22,25,main
תפ_31746-10-22,תפ_43394-11-19,80,main
תפ_23142-09-14,תפ_48983-06-18,25,main
תפ_21339-07-21,תפ_3766-09-21,25,main
תפ_17023-12-18,תפ_6970-05-22,25,main
תפ_27103-01-18,תפ_67471-06-18,38,main
תפ_21162-10-19,תפ_30197-04-17,15,main
תפ_47304-02-18,תפ_59572-07-15,35,main
תפ_23282-05-17,תפ_53127-06-16,62,main
תפ_33666-05-15,תפ_62794-11-21,55,main
תפ_30580-02-21,תפ_70531-11-19,35,main
תפ_30678-02-22,תפ_46786-01-23,28,main
תפ_12143-06-20,תפ_30678-02-22,25,main
תפ_15747-08-22,תפ_39424-11-22,20,main
תפ_25806-05-22,תפ_42164-10-19,35,main
תפ_53373-04-13,תפ_55287-10-23,35,main
תפ_10316-06-13,תפ_2599-09-17,65,main
עפ_6029-03,תפ_32817-12-14,80,main
תפ_10316-06-13,תפ_16540-08-21,45,main
תפ_46786-04-18,תפ_8203-05-23,35,main
תפ_26032-04-14,תפ_36831-09-13,35,main
תפ_45012-03-20,תפ_49034-02-19,95,main
תפ_19827-06-15,תפ_35202-10-15,35,main
תפ_23142-09-14,תפ_57341-02-23,35,main
תפ_49932-08-21,תפ_57341-02-23,35,main
תפ_43875-08-17,תפ_7926-08-19,45,main
תפ_12010-07-24,תפ_66475-11-16,35,main
תפ_40063-03-18,תפ_52165-12-17,25,main
תפ_17023-12-18,תפ_34108-01-23,45,main
תפ_12130-05-22,תפ_57341-02-23,60,main
תפ_19827-06-15,תפ_23142-09-14,35,main
תפ_25502-05-22,תפ_45874-03-19,25,main
תפ_10316-06-13,תפ_48983-06-18,55,main
תפ_1197-11-21,תפ_33024-01-18,45,main
תפ_23408-05-15,תפ_5496-11-20,35,main
תפ_12143-06-20,תפ_51810-03-15,20,main
תפ_16540-08-21,תפ_36831-09-13,55,main
תפ_36431-04-15,תפ_61370-06-15,20,main
תפ_5775-02-18,תפ_5911-11-16,35,main
תפ_47757-02-18,תפ_8203-05-23,60,main
תפ_5496-11-20,תפ_57341-02-23,45,main
תפ_33439-01-21,תפ_34197-11-21,90,main
תפ_13749-03-17,תפ_66114-01-23,20,main
תפ_35208-03-22,תפ_62070-05-20,35,main
תפ_30377-04-18,תפ_56059-07-17,72,main
עפ_6029-03,תפ_46424-05-24,20,main
תפ_26839-11-16,תפ_46967-02-21,35,main
תפ_20513-06-20,תפ_22021-09-22,35,main
תפ_17677-04-17,תפ_686-05-21,90,main
תפ_12143-06-20,תפ_37551-01-16,25,main
תפ_35116-09-24,תפ_35299-09-23,78,main
תפ_21991-04-20,תפ_37495-01-20,90,main
תפ_20513-06-20,תפ_25537-07-24,55,main
תפ_20513-06-20,תפ_55287-10-23,45,main
תפ_39034-01-18,תפ_4730-11-21,35,main
תפ_28544-01-21,תפ_4460-04-18,90,main
תפ_11701-02-20,תפ_59888-08-22,30,main
תפ_28736-03-20,תפ_52567-05-23,20,main
תפ_33666-05-15,תפ_65292-07-23,35,main
תפ_10812-12-21,תפ_52785-01-20,85,main
תפ_35568-01-23,תפ_3759-02-14,55,main
תפ_52165-12-17,תפ_60454-06-16,15,main
תפ_21991-04-20,תפ_33439-01-21,90,main
תפ_16240-11-11,תפ_16802-02-20,85,main
תפ_31892-08-21,תפ_50860-02-20,30,main
תפ_53127-06-16,תפ_6659-02-21,18,main
תפ_37474-03-20,תפ_42761-01-18,75,main
תפ_34108-01-23,תפ_52205-06-22,55,main
תפ_32817-12-14,תפ_39568-06-21,25,main
תפ_15059-08-20,תפ_6944-03-22,55,main
תפ_10812-12-21,תפ_49376-01-24,30,main
תפ_28544-01-21,תפ_62070-05-20,65,main
תפ_33495-01-21,תפ_51811-03-21,78,main
תפ_10108-11-21,תפ_42164-10-19,28,main
תפ_15747-08-22,תפ_5391-02-20,18,main
תפ_14615-05-21,תפ_48224-08-18,68,main
תפ_30039-04-20,תפ_57910-06-24,85,main
תפ_30538-02-19,תפ_43525-01-21,35,main
עפ_6029-03,תפ_28157-02-23,35,main
תפ_23142-09-14,תפ_43084-09-20,35,main
תפ_21503-07-23,תפ_57425-01-22,35,main
תפ_20197-01-22,תפ_66114-01-23,20,main
תפ_2211-11-19,תפ_56566-08-20,20,main
תפ_10108-11-21,תפ_23142-09-14,22,main
תפ_27103-01-18,תפ_42653-08-23,68,main
תפ_4632-02-22,תפ_48983-06-18,35,main
תפ_23443-04-21,תפ_50860-02-20,55,main
תפ_26839-11-16,תפ_57912-07-14,15,main
תפ_4435-11-17,תפ_686-05-21,15,main
תפ_26792-04-16,תפ_52785-01-20,35,main
תפ_39034-01-18,תפ_43525-01-21,35,main
תפ_13549-10-21,תפ_36827-11-15,35,main
תפ_32174-07-20,תפ_3766-09-21,85,main
תפ_35299-09-23,תפ_57341-02-23,35,main
תפ_27735-02-21,תפ_45480-02-19,80,main
תפ_45480-02-19,תפ_49376-01-24,35,main
תפ_46118-07-24,תפ_52205-06-22,55,main
תפ_30197-04-17,תפ_6659-02-21,25,main
תפ_1197-11-21,תפ_36831-09-13,35,main
תפ_686-05-21,תפ_8843-02-15,85,main
תפ_17642-11-20,תפ_6997-06-18,35,main
תפ_38014-02-22,תפ_46173-08-15,55,main
תפ_1127-05-20,תפ_27961-04-18,62,main
תפ_15747-08-22,תפ_25835-05-18,20,main
תפ_3667-07-15,תפ_55287-10-23,35,main
תפ_37551-01-16,תפ_39214-12-15,30,main
תפ_13749-03-17,תפ_31425-08-20,25,main
תפ_61392-09-16,תפ_9582-10-20,20,main
תפ_4488-05-22,תפ_9109-02-16,35,main
תפ_1169-07-20,תפ_23864-07-18,35,main
תפ_34271-10-18,תפ_40639-10-17,75,main
תפ_10603-12-18,תפ_60380-03-22,80,main
תפ_28157-02-23,תפ_54036-06-19,35,main
תפ_31425-08-20,תפ_49244-01-22,35,main
תפ_19705-09-23,תפ_6270-11-19,60,main
תפ_23282-05-17,תפ_54036-06-19,35,main
תפ_15747-08-22,תפ_46978-01-22,75,main
תפ_43084-09-20,תפ_49244-01-22,35,main
תפ_1057-05-15,תפ_59329-02-18,35,main
תפ_1197-11-21,תפ_25332-01-18,80,main
תפ_13749-03-17,תפ_28736-03-20,20,main
תפ_1057-05-15,תפ_13373-10-23,35,main
תפ_50059-04-15,תפ_56624-12-19,45,main
תפ_29216-07-16,תפ_54487-02-16,75,main
תפ_13373-10-23,תפ_16540-08-21,65,main
תפ_56059-07-17,תפ_7926-08-19,65,main
תפ_36422-07-13,תפ_38014-02-22,25,main
תפ_37551-01-16,תפ_42164-10-19,25,main
תפ_57910-06-24,תפ_58723-03-16,20,main
תפ_10814-01-20,תפ_33839-04-18,85,main
תפ_31746-10-22,תפ_51797-01-21,75,main
תפ_35202-10-15,תפ_39568-06-21,65,main
תפ_15972-06-20,תפ_20201-11-14,62,main
תפ_36831-09-13,תפ_43525-01-21,55,main
תפ_20197-01-22,תפ_686-05-21,85,main
תפ_52145-01-20,תפ_70374-11-20,60,main
תפ_18320-05-19,תפ_19412-05-18,70,main
תפ_42497-03-21,תפ_60015-05-22,30,main
תפ_43983-05-19,תפ_54543-06-21,72,main
תפ_30538-02-19,תפ_57425-01-22,45,main
תפ_36782-07-17,תפ_70374-11-20,65,main
תפ_12130-05-22,תפ_37850-05-17,25,main
תפ_13718-09-16,תפ_37454-03-20,65,main
תפ_42497-03-21,תפ_66922-03-22,25,main
תפ_16058-02-19,תפ_16958-01-14,85,main
תפ_37495-01-20,תפ_73906-12-20,92,main
תפ_46173-08-15,תפ_48983-06-18,40,main
תפ_2599-09-17,תפ_8900-11-22,35,main
תפ_42359-08-18,תפ_51036-08-15,68,main
תפ_50777-11-23,תפ_58193-03-23,75,main
תפ_24239-05-17,תפ_3526-04-21,62,main
תפ_27961-04-18,תפ_53517-08-15,15,main
תפ_32817-12-14,תפ_35202-10-15,35,main
תפ_12130-05-22,תפ_69278-05-18,20,main
תפ_42653-08-23,תפ_47474-01-14,40,main
תפ_33024-01-18,תפ_40063-03-18,35,main
תפ_2599-09-17,תפ_46173-08-15,25,main
תפ_28234-05-21,תפ_53517-08-15,75,main
תפ_32817-12-14,תפ_47474-01-14,20,main
תפ_31276-05-19,תפ_35202-10-15,35,main
תפ_19827-06-15,תפ_37850-05-17,35,main
תפ_11720-07-16,תפ_30580-02-21,55,main
תפ_21162-10-19,תפ_52165-12-17,20,main
תפ_23443-04-21,תפ_37850-05-17,65,main
תפ_13749-03-17,תפ_45012-03-20,85,main
תפ_30643-03-18,תפ_36933-03-17,72,main
תפ_35208-03-22,תפ_44415-01-17,60,main
תפ_10901-10-17,תפ_71059-03-19,40,main
תפ_17715-07-18,תפ_44129-09-19,25,main
תפ_49875-05-23,תפ_62794-11-21,20,main
תפ_29832-08-15,תפ_62092-06-16,65,main
תפ_36422-07-13,תפ_42164-10-19,20,main
תפ_21605-07-13,תפ_25332-01-18,55,main
תפ_11739-03-21,תפ_72132-02-19,45,main
תפ_26839-11-16,תפ_38014-02-22,55,main
תפ_45874-03-19,תפ_46967-02-21,20,main
תפ_22981-12-22,תפ_41189-09-15,40,main
תפ_52567-05-23,תפ_57910-06-24,85,main
תפ_24239-05-17,תפ_47474-01-14,40,main
תפ_46967-02-21,תפ_6749-09-22,35,main
תפ_13373-10-23,תפ_24895-03-20,55,main
תפ_53373-04-13,תפ_57912-07-14,15,main
תפ_23454-02-17,תפ_39568-06-21,30,main
תפ_24239-05-17,תפ_2802-11-19,35,main
תפ_25934-06-19,תפ_46786-01-23,35,main
תפ_22715-06-17,תפ_35208-03-22,65,main
תפ_40650-03-22,תפ_66114-01-23,22,main
תפ_13749-03-17,תפ_44415-01-17,20,main
תפ_4435-07-19,תפ_52785-01-20,85,main
תפ_36422-07-13,תפ_53373-04-13,20,main
תפ_30558-12-21,תפ_50203-09-23,0,main
תפ_14963-02-23,תפ_21503-07-23,65,main
תפ_1338-12-20,תפ_7696-05-20,15,main
תפ_30310-09-19,תפ_33200-05-20,75,main
תפ_38014-02-22,תפ_60842-12-14,55,main
תפ_6970-05-22,תפ_7696-05-20,70,main
תפ_20197-01-22,תפ_49376-01-24,30,main
תפ_21284-10-19,תפ_26717-06-14,65,main
עפ_6029-03,תפ_42779-07-18,65,main
תפ_34561-01-23,תפ_44415-01-17,20,main
תפ_56293-06-21,תפ_66922-03-22,25,main
תפ_22021-09-22,תפ_49932-08-21,65,main
תפ_2125-05-20,תפ_8858-10-19,65,main
תפ_3526-04-21,תפ_60842-12-14,35,main
תפ_18846-06-20,תפ_23454-02-17,30,main
תפ_25537-07-24,תפ_40063-03-18,35,main
תפ_36801-10-22,תפ_5391-02-20,10,main
תפ_37468-09-16,תפ_56566-08-20,20,main
תפ_30538-02-19,תפ_39034-01-18,30,main
תפ_22021-09-22,תפ_50860-02-20,55,main
תפ_24239-05-17,תפ_35074-05-17,65,main
תפ_46896-11-15,תפ_62794-11-21,35,main
תפ_30538-02-19,תפ_39424-11-22,35,main
תפ_34561-01-23,תפ_34787-05-20,85,main
תפ_26032-04-14,תפ_46786-01-23,35,main
תפ_13048-04-21,תפ_57910-06-24,75,main
תפ_52165-12-17,תפ_59329-02-18,25,main
תפ_28615-01-22,תפ_53625-07-22,85,main
תפ_20767-09-16,תפ_39034-01-18,35,main
תפ_13861-04-17,תפ_31602-06-20,68,main
תפ_22611-02-17,תפ_33888-10-14,35,main
תפ_18320-05-19,תפ_59970-03-19,55,main
תפ_35074-05-17,תפ_35568-01-23,35,main
תפ_10812-12-21,תפ_53517-08-15,80,main
תפ_37495-01-20,תפ_686-05-21,85,main
תפ_25474-11-15,תפ_55217-12-19,62,main
תפ_16540-08-21,תפ_21280-11-18,55,main
תפ_21284-10-19,תפ_33439-01-21,45,main
תפ_60101-01-17,תפ_62092-06-16,65,main
תפ_5649-09-21,תפ_65292-07-23,30,main
תפ_11220-12-18,תפ_48938-01-15,25,main
תפ_17023-12-18,תפ_40650-03-22,38,main
תפ_53127-06-16,תפ_57912-07-14,55,main
תפ_23282-05-17,תפ_23443-04-21,45,main
תפ_27103-01-18,תפ_37850-05-17,65,main
תפ_11739-03-21,תפ_33898-01-22,40,main
תפ_46118-07-24,תפ_58193-03-23,70,main
תפ_21059-03-16,תפ_46548-03-17,55,main
תפ_30678-02-22,תפ_3766-09-21,25,main
תפ_25806-05-22,תפ_26792-04-16,25,main
תפ_44477-08-20,תפ_62070-05-20,65,main
תפ_24895-03-20,תפ_45537-07-17,35,main
תפ_11220-12-18,תפ_60454-06-16,35,main
תפ_19408-11-14,תפ_42543-06-14,55,main
תפ_3667-07-15,תפ_62794-11-21,30,main
תפ_22715-06-17,תפ_9804-01-24,35,main
תפ_3170-10-24,תפ_7271-08-21,55,main
תפ_6970-05-22,תפ_7867-04-22,95,main
תפ_31419-11-20,תפ_31736-06-21,25,main
תפ_21557-06-16,תפ_31007-07-16,45,main
תפ_35074-05-17,תפ_39424-11-22,35,main
תפ_40639-10-17,תפ_52402-08-19,65,main
תפ_5391-02-20,תפ_57912-07-14,65,main
תפ_32174-07-20,תפ_33666-05-15,20,main
תפ_2599-09-17,תפ_3766-09-21,20,main
תפ_29090-08-15,תפ_50860-02-20,55,main
תפ_6659-02-21,תפ_8444-04-23,10,main
תפ_19827-06-15,תפ_62573-05-18,30,main
תפ_19214-08-15,תפ_53049-03-16,55,main
תפ_28736-03-20,תפ_44477-08-20,18,main
תפ_13373-10-23,תפ_17415-10-21,35,main
תפ_50359-08-19,תפ_9270-02-21,55,main
תפ_28615-01-22,תפ_35865-07-17,20,main
תפ_2211-11-19,תפ_32956-11-20,75,main
תפ_43084-09-20,תפ_5911-11-16,45,main
תפ_42761-01-18,תפ_9160-02-15,68,main
תפ_2330-02-20,תפ_58723-03-16,65,main
תפ_28811-02-18,תפ_38578-12-20,85,main
תפ_62794-11-21,תפ_69278-05-18,20,main
תפ_54543-06-21,תפ_65302-03-22,35,main
עפ_6029-03,תפ_39568-06-21,25,main
תפ_26709-06-14,תפ_7086-04-23,65,main
תפ_12130-05-22,תפ_5496-11-20,35,main
תפ_21503-07-23,תפ_25835-05-18,68,main
תפ_32174-07-20,תפ_38366-02-17,25,main
תפ_26792-04-16,תפ_38574-12-18,35,main
תפ_30643-03-18,תפ_54205-05-15,58,main
תפ_2211-11-19,תפ_66114-01-23,22,main
תפ_12130-05-22,תפ_41876-08-23,10,main
תפ_30377-04-18,תפ_7027-07-19,55,main
תפ_31425-08-20,תפ_42653-08-23,35,main
תפ_12130-05-22,תפ_8633-04-15,55,main
תפ_49087-01-17,תפ_65763-12-19,25,main
תפ_39034-01-18,תפ_46173-08-15,15,main
תפ_25332-01-18,תפ_63413-01-22,20,main
תפ_38366-02-17,תפ_7430-02-18,62,main
תפ_16097-08-21,תפ_20482-10-16,85,main
תפ_49087-01-17,תפ_54676-12-22,25,main
תפ_13749-03-17,תפ_56566-08-20,20,main
תפ_29216-07-16,תפ_4730-11-21,25,main
תפ_17415-10-21,תפ_46173-08-15,75,main
תפ_33439-01-21,תפ_65884-10-13,35,main
תפ_25502-05-22,תפ_6322-04-16,65,main
תפ_40639-10-17,תפ_60803-01-19,75,main
תפ_46118-07-24,תפ_50777-11-23,75,main
תפ_34108-01-23,תפ_73906-12-20,40,main
תפ_52145-01-20,תפ_60454-06-16,35,main
תפ_12143-06-20,תפ_14963-02-23,15,main
תפ_1127-05-20,תפ_33024-01-18,40,main
תפ_25537-07-24,תפ_30538-02-19,35,main
תפ_25502-05-22,תפ_9270-02-21,65,main
תפ_25934-06-19,תפ_41189-09-15,45,main
תפ_15787-01-17,תפ_42761-01-18,85,main
תפ_49244-01-22,תפ_54179-08-22,85,main
תפ_21384-01-23,תפ_29216-07-16,25,main
תפ_12834-03-18,תפ_28615-01-22,55,main
תפ_37468-09-16,תפ_44415-01-17,15,main
תפ_37694-03-15,תפ_51036-08-15,68,main
תפ_3170-10-24,תפ_68905-01-24,60,main
תפ_2802-11-19,תפ_34823-01-23,25,main
תפ_27470-02-18,תפ_40567-08-16,35,main
תפ_52145-01-20,תפ_57341-02-23,35,main
תפ_16209-03-13,תפ_29090-08-15,28,main
תפ_21991-04-20,תפ_44415-01-17,15,main
תפ_33541-02-20,תפ_35389-01-21,25,main
תפ_2275-06-17,תפ_50860-02-20,20,main
תפ_3256-16,תפ_37850-05-17,35,main
תפ_20538-11-17,תפ_43525-01-21,45,main
תפ_2330-02-20,תפ_49376-01-24,38,main
תפ_14578-04-19,תפ_46118-07-24,85,main
תפ_21477-06-19,תפ_46497-09-16,85,main
תפ_10316-06-13,תפ_36801-10-22,25,main
תפ_37551-01-16,תפ_48281-08-18,20,main
תפ_15747-08-22,תפ_35202-10-15,35,main
תפ_7430-02-18,תפ_8444-04-23,20,main
תפ_39034-01-18,תפ_48983-06-18,28,main
תפ_2599-09-17,תפ_38531-11-18,25,main
תפ_5649-09-21,תפ_67473-10-21,35,main
תפ_27961-04-18,תפ_43794-10-18,35,main
תפ_30678-02-22,תפ_37850-05-17,35,main
תפ_39647-01-20,תפ_9851-11-21,35,main
תפ_3818-01-24,תפ_54327-08-20,65,main
תפ_26032-04-14,תפ_39034-01-18,20,main
תפ_44181-01-17,תפ_44540-10-20,45,main
תפ_58966-01-18,תפ_75514-07-24,85,main
תפ_18203-04-19,תפ_45055-01-22,60,main
תפ_17415-10-21,תפ_6659-02-21,85,main
תפ_14553-12-23,תפ_23282-05-17,25,main
תפ_1338-12-20,תפ_42006-10-16,18,main
תפ_31746-10-22,תפ_34561-01-23,85,main
תפ_1338-12-20,תפ_9109-02-16,22,main
תפ_31425-08-20,תפ_824-06-17,30,main
תפ_26839-11-16,תפ_38531-11-18,30,main
תפ_30039-04-20,תפ_31425-08-20,30,main
תפ_35299-09-23,תפ_5496-11-20,35,main
תפ_33024-01-18,תפ_3766-09-21,20,main
תפ_10108-11-21,תפ_6997-06-18,23,main
תפ_33666-05-15,תפ_38014-02-22,35,main
תפ_20538-11-17,תפ_47757-02-18,35,main
תפ_16540-08-21,תפ_66982-09-16,35,main
תפ_16540-08-21,תפ_45874-03-19,35,main
תפ_25934-06-19,תפ_62794-11-21,20,main
תפ_33439-01-21,תפ_48194-05-22,75,main
תפ_35202-10-15,תפ_5775-02-18,35,main
תפ_10316-06-13,תפ_48281-08-18,40,main
תפ_20513-06-20,תפ_57425-01-22,20,main
תפ_23443-04-21,תפ_36801-10-22,35,main
תפ_30678-02-22,תפ_36801-10-22,30,main
תפ_11739-03-21,תפ_62070-05-20,35,main
תפ_21477-06-19,תפ_57425-01-22,25,main
תפ_12748-07-20,תפ_15023-05-20,45,main
תפ_12834-03-18,תפ_37468-09-16,35,main
תפ_23142-09-14,תפ_39034-01-18,25,main
תפ_25934-06-19,תפ_38014-02-22,65,main
תפ_32356-04-22,תפ_34255-01-24,35,main
תפ_27743-10-21,תפ_28615-01-22,85,main
תפ_15709-10-19,תפ_8444-04-23,20,main
תפ_13236-03-18,תפ_37551-01-16,25,main
תפ_12111-12-12,תפ_48316-03-20,45,main
תפ_18846-06-20,תפ_37551-01-16,35,main
תפ_49932-08-21,תפ_6659-02-21,20,main
תפ_31419-11-20,תפ_58723-03-16,25,main
תפ_42653-08-23,תפ_54036-06-19,55,main
תפ_1338-12-20,תפ_45480-02-19,25,main
תפ_30538-02-19,תפ_45433-09-17,55,main
תפ_34561-01-23,תפ_62070-05-20,70,main
תפ_11017-08-14,תפ_46315-12-23,30,main
תפ_35568-01-23,תפ_60842-12-14,68,main
תפ_3256-16,תפ_36831-09-13,25,main
תפ_34197-11-21,תפ_48194-05-22,75,main
תפ_46896-11-15,תפ_6659-02-21,25,main
תפ_43084-09-20,תפ_59329-02-18,35,main
תפ_28107-06-20,תפ_6110-09-17,35,main
תפ_29457-07-16,תפ_59888-08-22,35,main
תפ_12143-06-20,תפ_67473-10-21,20,main
תפ_26032-04-14,תפ_46173-08-15,25,main
תפ_52567-05-23,תפ_66114-01-23,20,main
תפ_4632-02-22,תפ_49932-08-21,35,main
תפ_36953-04-14,תפ_46039-04-17,35,main
תפ_23659-04-22,תפ_34561-01-23,75,main
תפ_32817-12-14,תפ_60842-12-14,35,main
תפ_30678-02-22,תפ_5775-02-18,25,main
תפ_41189-09-15,תפ_57425-01-22,25,main
תפ_60380-03-22,תפ_8444-04-23,35,main
תפ_3673-04-18,תפ_6553-05-14,70,main
תפ_19827-06-15,תפ_39214-12-15,20,main
תפ_13373-10-23,תפ_50860-02-20,30,main
תפ_17642-11-20,תפ_54543-06-21,35,main
תפ_23443-04-21,תפ_56059-07-17,55,main
תפ_33866-12-15,תפ_5649-09-21,22,main
תפ_35202-10-15,תפ_47304-02-18,25,main
תפ_35865-07-17,תפ_56293-06-21,65,main
תפ_26762-06-14,תפ_35074-05-17,55,main
תפ_21991-04-20,תפ_33916-02-22,85,main
תפ_12143-06-20,תפ_4730-11-21,25,main
תפ_28544-01-21,תפ_53517-08-15,75,main
תפ_59329-02-18,תפ_60842-12-14,35,main
תפ_33200-05-20,תפ_50777-11-23,75,main
תפ_33666-05-15,תפ_42164-10-19,45,main
תפ_21471-09-22,תפ_37468-09-16,65,main
תפ_42156-05-22,תפ_6322-04-16,65,main
תפ_17677-04-17,תפ_29269-02-14,55,main
תפ_52569-05-16,תפ_53517-08-15,85,main
תפ_46173-08-15,תפ_49932-08-21,35,main
תפ_30310-09-23,תפ_39647-01-20,25,main
תפ_33541-02-20,תפ_52205-06-22,30,main
תפ_2802-11-19,תפ_62794-11-21,62,main
תפ_3256-16,תפ_4632-02-22,30,main
תפ_17715-07-18,תפ_27961-04-18,15,main
תפ_31419-11-20,תפ_49376-01-24,25,main
תפ_53517-08-15,תפ_69278-05-18,80,main
תפ_34353-03-17,תפ_35208-03-22,75,main
תפ_51797-01-21,תפ_52569-05-16,65,main
תפ_2330-02-20,תפ_31736-06-21,22,main
תפ_20513-06-20,תפ_4730-11-21,30,main
תפ_18828-06-20,תפ_57599-11-15,45,main
תפ_28234-05-21,תפ_31746-10-22,75,main
תפ_11370-07-16,תפ_19827-06-15,85,main
תפ_21162-10-19,תפ_45433-09-17,35,main
תפ_31276-05-19,תפ_34792-10-18,65,main
תפ_13373-10-23,תפ_59971-01-17,35,main
תפ_11220-12-18,תפ_5911-11-16,38,main
תפ_62070-05-20,תפ_69278-05-18,62,main
תפ_23659-04-22,תפ_45012-03-20,75,main
תפ_21355-08-18,תפ_25835-05-18,30,main
תפ_33439-01-21,תפ_47908-06-19,75,main
תפ_13598-05-23,תפ_33916-02-22,65,main
תפ_29216-07-16,תפ_51810-03-15,55,main
תפ_18846-06-20,תפ_70374-11-20,45,main
תפ_17023-12-18,תפ_66114-01-23,35,main
תפ_21471-09-22,תפ_52567-05-23,70,main
תפ_10108-11-21,תפ_23282-05-17,35,main
תפ_14578-04-19,תפ_28544-01-21,90,main
תפ_54036-06-19,תפ_59888-08-22,35,main
תפ_16540-08-21,תפ_47474-01-14,35,main
תפ_11370-07-16,תפ_39214-12-15,20,main
תפ_13048-04-21,תפ_28615-01-22,75,main
תפ_42164-10-19,תפ_57341-02-23,35,main
תפ_27961-04-18,תפ_6997-06-18,30,main
תפ_3526-04-21,תפ_57341-02-23,25,main
תפ_30197-04-17,תפ_62573-05-18,45,main
תפ_16097-08-21,תפ_31746-10-22,85,main
תפ_4606-08-20,תפ_62242-01-23,65,main
תפ_38574-12-18,תפ_48194-05-22,65,main
תפ_38366-02-17,תפ_4488-05-22,35,main
תפ_21339-07-21,תפ_4632-02-22,20,main
תפ_15747-08-22,תפ_21162-10-19,55,main
תפ_13373-10-23,תפ_39214-12-15,45,main
תפ_32817-12-14,תפ_49932-08-21,30,main
תפ_20482-10-16,תפ_686-05-21,85,main
תפ_21471-09-22,תפ_24551-06-22,35,main
תפ_13236-03-18,תפ_65302-03-22,35,main
תפ_51810-03-15,תפ_57912-07-14,20,main
תפ_44422-01-17,תפ_62092-06-16,45,main
תפ_4488-05-22,תפ_46118-07-24,35,main
תפ_34792-10-18,תפ_51504-02-20,35,main
