verdict,domain,features_json
תפ_6832-11-23,weapon,"{""offense_number"": ""29, 40ד, 40ד(א), 40ד(ב), 144(א), 144(ב), 144(ג), 144(ז), 273, 338(א)(1), 340א, 340א(א), 413ד(א), 413ו, 499(א)(1)"", ""offense_type"": ""החזקת נשק, נשיאת נשק, הובלת נשק, נהיגה פוחזת"", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק:\n- נהיגה פוחזת ברכב (סעיף 338(א)(1) לחוק העונשין).\n- הסרת לוחיות זיהוי מהרכב.\n- החזקת בקבוקי בנזין (חשד לעבירה של החזקת חומר מסוכן).\n- שימוש באמצעי להסוואה (מסכת סקי וכפפות).\n- עבירות תעבורה (6 הרשעות קודמות של הנאשם).\n- עבירות נוספות לפי סעיפים 273 (תקיפת שוטר), 413ד(א), 413ו (גניבה ופריצה לרכב), 499(א)(1) (קשירת קשר לביצוע פשע) – מצוינים בחוק אך לא ברור אם הורשע בהם הנאשם בפסק הדין."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 1, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""שני בקבוקי פלסטיק שהכילו בנזין, מסכת סקי שחורה, ארבע כפפות"", ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""ברכב, על גופו"", ""planning"": ""כן"", ""purpose"": ""סכסוך"", ""weapon_use"": ""זריקת רימון"", ""execution_method"": ""השלכת רימון הלם מחלון רכב לעבר חנות"", ""accomplice"": ""כן, בוצע בצוותא עם נאשם נוסף"", ""vehicle_type"": ""אופל קורסה"", ""vehicle_identification"": ""ללא לוחיות זיהוי"", ""disguise_means"": ""מסכת סקי, כפפות"", ""offense_time"": ""סמוך לחצות הלילה"", ""offense_date"": ""18/10/23"", ""offense_location"": ""כפר כיסרא, מתחם חנות כל-בו"", ""victim_type"": ""בעל חנות"", ""escape_method"": ""בריחה רגלית לאחר נטישת רכב"", ""capture_circumstances"": ""הרכב נתקע בין קיר למשאית, הנאשמים נמלטו רגלית"", ""communication_means"": null, ""special_circumstances"": ""החנות הייתה סגורה בעת ביצוע העבירה"", ""motive"": ""סכסוך"", ""attempted_damage"": ""לא נגרם נזק לרכוש או אדם""}"
תפ_68368-12-19,weapon,"{""offense_number"": ""25, 40ב, 40ג, 144(ב), 144(ב2), 144ו, 379, 40יא, 448(א)"", ""offense_type"": ""- ניסיון הצתה  \n- ייצור נשק  \n- נשיאת נשק  \n- תקיפה בנסיבות מחמירות מתוך מניע גזעני"", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק: ניסיון הצתה, תקיפה בנסיבות מחמירות מתוך מניע גזעני, ייצור נשק, נשיאת נשק, ויידוי בקבוק תבערה."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 3, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""גז פלפל"", ""how_obtained"": ""ייצר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""- \""בידיו\"" (הנאשם נושא בידיו את בקבוק התבערה)  \n- \""סמוך לבית\"" (הבקבוקים הושלכו לעבר שטח חצר הבית)"", ""planning"": ""כן"", ""purpose"": ""המטרה או סיבת העבירה: \""סכסוך\"""", ""weapon_use"": ""אחר (יידוי בקבוק תבערה, שימוש בגז פלפל)"", ""execution_method"": ""יידוי בקבוקי תבערה וריסוס גז פלפל"", ""route"": ""הגעה רגלית מכיוון כיכר הסובה לבית מוסקוביץ', ריצה לעבר הבית"", ""offense_time"": [""7.12.2019 בשעה 00:24 (ניסיון הצתה)"", ""18.1.2019 בין 13:30 ל-14:30 (תקיפה בגז פלפל)""], ""location"": [""שכונת ראס אל עמוד, ירושלים (בית מוסקוביץ')"", ""חצר רייסן, העיר העתיקה, ירושלים""], ""accomplice"": ""כן, בוצע יחד עם אחר/קטין"", ""means_of_communication"": ""לא צוין"", ""arrest_method"": ""לא צוין במפורש"", ""motive"": ""מניע גזעני ואידיאולוגי (שנאה כלפי יהודים)"", ""special_circumstances"": ""בוצע בלילה, נוכחות ילדים בבית, שימוש במטפים למניעת התפשטות האש"", ""victim_type"": ""דיירים יהודים, כולל ילדים"", ""injury_result"": ""צריבה בגרון ושיעול (תקיפת גז פלפל), נזק קל לרכוש (ניסיון הצתה)"", ""preparation_details"": ""הכנת בקבוק תבערה מבקבוק זכוכית, בנזין וסמרטוטים"", ""verdict_type"": ""הודאה בהסדר טיעון""}"
תפ_68389-07-20,weapon,"{""offense_number"": ""29, 40ג, 40י.(ג), 144(א), 144(ב)"", ""offense_type"": ""החזקה ונשיאת נשק ותחמושת"", ""additional_offenses"": ""העבירות הנוספות מעבר לעבירת הנשק הן:\n- החזקת תחמושת ללא רשות על פי דין (סעיף 144(א) סיפא לחוק העונשין)."", ""pistol"": 1, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""מסיכת סקי וכפפות"", ""how_obtained"": ""גנב"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית מלאה ב-12 כדורים, 4 כדורים נוספים בכיס, 6 כדורים בארון חדרו"", ""storage_method"": ""- על גופו\n- סמוך לבית\n- בבית"", ""planning"": ""כן"", ""purpose"": ""סכסוך"", ""weapon_use"": ""לא"", ""weapon_type_detail"": ""אקדח גלוק מס' סידורי 644-EZH"", ""weapon_owner"": ""בנק לאומי"", ""weapon_theft_year"": ""2007"", ""offense_dates"": [""20/7/2020"", ""26/7/2020""], ""offense_times"": [""09:00"", ""13:45""], ""offense_locations"": [""סמוך לבית משפחת ח'אלדי בכפר איבטין"", ""בביתו שבאיבטין""], ""arrest_method"": ""עיכוב על ידי שוטר במהלך פעילות משטרתית שגרתית"", ""arrest_circumstances"": ""התנהגות מחשידה, ניסיון להימלט מהשוטר"", ""means_of_concealment"": ""נשיאת הנשק נעוץ במכנסיים באזור המותניים, כפפות, מסיכת סקי"", ""proximity_to_public"": ""סמוך להתקהלות של מספר תושבי הכפר"", ""ammunition_type"": ""9 מ\""מ"", ""communication_means"": ""לא צוין"", ""special_circumstances"": ""כתב אישום תוקן במסגרת הסדר טיעון"", ""defendant_birthdate"": ""25/12/1996""}"
תפ_6852-03-21,weapon,"{""offense_number"": ""144, 144(א), 144(ד), 144(ז), 275, 40יא'(6)"", ""offense_type"": ""החזקת נשק"", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק: שתי עבירות של הפרעה לשוטר במילוי תפקידו לפי סעיף 275 לחוק העונשין."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 1, ""improvised_assault_rifle"": 0, ""other_weapon"": ""מחסנית עם חמישה כדורי תחמושת"", ""how_obtained"": ""מצא"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית עם חמישה כדורי תחמושת"", ""storage_method"": ""- \""בבית\""  \n- \""מוסלק-מוסתר\""  \n- \""סמוך לבית\"""", ""planning"": ""לא"", ""purpose"": ""סכסוך"", ""weapon_use"": ""לא"", ""execution_method"": ""החבאת הנשק והתחמושת קבורים באדמה בתוך לול תרנגולות"", ""location"": ""לול תרנגולות בבית דודו של הנאשם"", ""date_of_offense"": ""07.02.2021"", ""arrest_attempts"": 2, ""escape_method"": ""בריחה רגלית ועל קטנוע מהשוטרים, בריחה דרך חלון הבית"", ""identification_evasion"": ""הזדהות בשם אחר בפני שוטרים"", ""arrest_date"": ""15.02.2021"", ""arrest_location"": ""כפר מגורי הנאשם"", ""special_circumstances"": ""התחמקות ממעצר פעמיים, שימוש בזהות בדויה, מרדף רגלי""}"
תפ_68529-11-21,weapon,"{""offense_number"": ""25, 29, 144(א), 144(ב), 144(ב2), 244, 340א(ב)(1), 340א(ב)(2), 40יג (ב), 413ד(ב), 413ט, 499(א)"", ""offense_type"": ""החזקת נשק, נשיאת נשק, הובלת נשק, ירי מנשק חם, שינוי זהות רכב, קשר לפשע, פירוק רכב, ניסיון לשיבוש מהלכי משפט, רכישת נשק, נהיגה בזמן פסילה."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק, והן בקצרה:\n- שינוי זהות של רכב או חלק של רכב (סעיף 413ט לחוק העונשין)\n- נהיגה בזמן פסילה (סעיף 67 לפקודת התעבורה)\n- קשר לפשע (סעיף 499(א) לחוק העונשין)\n- פירוק רכב (סעיף 413ד(ב) + 29 לחוק העונשין)\n- ניסיון לשיבוש מהלכי משפט (סעיף 244 + 29 + 25 לחוק העונשין)"", ""pistol"": 1, ""submachine_gun"": 1, ""improvised_submachine_gun"": 1, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 1, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""שני כלי נשק בצבע כסף ושחור, כלי נשק מסוג קרלו"", ""how_obtained"": ""רכש"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית ובו 8 כדורים  \nמחסנית תואמת (שני נשקים)  \nשקית שהכילה את הנשקים והמחסניות (לא מצוין כמות מדויקת)"", ""storage_method"": ""- \""על גופו\""  \n- \""ברכב\""  \n- \""מוסלק-מוסתר\""  \n- \""סמוך לבית\"""", ""planning"": ""כן"", ""purpose"": ""סכסוך"", ""weapon_use"": ""כן-ירי"", ""execution_method"": ""ירי ממארב סמוך למבנה, הסתרת פנים עם קפוצ'ון"", ""route"": ""מסכנין להר אחים, טולכרם, טייבה, אזור התעשיה בסכנין"", ""offense_time"": ""שעות הערב, 30.10.21, 5.11.21, 6.11.21"", ""monetary_amount"": ""3,500 ₪ עבור רכישת נשק, 6,600 ₪ נזק למבנה"", ""communication_means"": ""יצירת קשר עם סוחר נשק מטולכרם"", ""apprehension_method"": ""איתור על ידי ניידת משטרה, ניסיון להימלט, השלכת שקית עם נשקים מהחלון"", ""motive"": ""אי שביעות רצון מהתנהלות משרדי מפלגה, חוב כספי של הקורבן"", ""special_circumstances"": ""הסתרת לוחיות רישוי, גניבת לוחיות רישוי, שיבוש מהלכי משפט"", ""accomplices"": ""שלושה נאשמים, חלקם בני דודים וחברים"", ""vehicles_used"": ""סובארו ל\""ז 05392861, מאזדה ל\""ז 7310068"", ""license_plate_tampering"": ""הסתרה והחלפה של לוחיות רישוי, גניבת לוחיות ממשאית ורכב"", ""face_concealment"": ""קפוצ'ון להסתרת פנים בעת הירי"", ""location_of_offenses"": ""סכנין, הר אחים, טולכרם, טייבה, אזור התעשיה בסכנין"", ""target"": ""משרדי מפלגת חד\""ש, ביתו של תושב סכנין"", ""escape_route"": ""נסיעה מהירה בדרך עפר, השלכת ראיות מהחלון""}"
תפ_68577-08-21,drugs,"{""section_6"": ""כן"", ""section_7"": ""א, ג"", ""section_13"": ""לא"", ""section_14"": ""לא"", ""section_19"": ""לא"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""לא"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": """", ""methylmethcathinone"": """", ""cannabis_plants"": ""[175-שתילים]"", ""cannabis"": ""[522.02-גרם]"", ""mdma"": """", ""cocaine"": """", ""drug_type_quantity_summary"": ""175 שתילי קנבוס במשקל כולל של 522.02 גרם"", ""laboratory"": ""כן"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""לא""}"
תפ_686-05-21,drugs,"{""section_6"": ""כן"", ""section_7"": ""לא"", ""section_13"": ""לא"", ""section_14"": ""לא"", ""section_19"": ""לא"", ""other_drug_offense"": ""גניבת חשמל"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""סעיף 384א(א)(1) - גניבה בנסיבות מיוחדות, סעיף 338(א)(3) - מעשה פזיזות ורשלנות"", ""lsd"": null, ""methamphetamine"": null, ""ayahuasca"": null, ""cathinone"": null, ""ketamine"": null, ""hashish"": null, ""methylmethcathinone"": null, ""cannabis_plants"": 496, ""cannabis"": ""79.4 ק\""ג נטו"", ""mdma"": null, ""cocaine"": null, ""drug_type_quantity_summary"": ""496 שתילי קנבוס במשקל כולל של 79.4 ק\""ג נטו"", ""laboratory"": ""כן"", ""role"": ""בעל המעבדה"", ""sold_to_agent"": ""לא""}"
תפ_68645-11-20,drugs,"{""section_6"": ""כן"", ""section_7"": ""לא"", ""section_13"": ""לא"", ""section_14"": ""לא"", ""section_19"": ""לא"", ""other_drug_offense"": ""סעיף 10"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""לא"", ""lsd"": null, ""methamphetamine"": null, ""ayahuasca"": null, ""cathinone"": null, ""ketamine"": null, ""hashish"": null, ""methylmethcathinone"": null, ""cannabis_plants"": 1800, ""cannabis"": 12.5, ""mdma"": null, ""cocaine"": null, ""drug_type_quantity_summary"": ""1,800 שתילים של קנבוס במשקל כולל של 12.5 ק\""ג"", ""laboratory"": ""כן"", ""role"": ""בעל הסמים, בעל המעבדה"", ""sold_to_agent"": ""לא""}"
תפ_68697-07-20,weapon,"{""offense_number"": ""144(ב), 144(ב2), 40 יג'"", ""offense_type"": ""נשיאת והובלת נשק; נשיאת אביזר לנשק ותחמושת"", ""additional_offenses"": ""העבירות הנוספות הן:\n- נשיאת אביזר לנשק ותחמושת, לפי סעיף 144(ב) סיפא לחוק העונשין."", ""pistol"": 1, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""2 מחסניות ו-27 כדורי 9 מ\""מ"", ""how_obtained"": ""\""מאחר\"""", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""שתי מחסניות ובהן 27 כדורים"", ""storage_method"": ""- \""ברכב\""\n- \""מוסלק-מוסתר\"""", ""planning"": ""כן"", ""purpose"": ""בצע כסף"", ""weapon_use"": ""לא"", ""execution_method"": ""הסלקת נשק בשקית בד מתחת למושב הקדמי ברכב"", ""route"": ""נסיעה ברחוב בעיר לוד"", ""offense_time"": ""22.7.20 בשעת חצות"", ""monetary_amount"": ""500 ₪"", ""communication_means"": ""צפירות לרכב אחר"", ""apprehension_method"": ""מעצר על ידי שוטרים לאחר חשד בעקבות נהיגה חריגה"", ""special_circumstances"": ""בתו הפעוטה של הנאשם הייתה עמו ברכב והושארה ברכב בעת מנוסתו"", ""escape_attempt"": ""כן, נמלט בריצה מהמקום"", ""location"": ""ברכב בעיר לוד""}"
תפ_6875-02-22,weapon,"{""offense_number"": ""סעיף 40ג(א), 144(ב)"", ""offense_type"": ""הסתננות מזוינת, נשיאת נשק."", ""additional_offenses"": ""כן, יש עבירות נוספות מעבר לעבירת הנשק:\n- עבירת הסתננות מזוינת לפי סעיף 4 רישא לחוק למניעת הסתננות (עבירות ושיפוט), תשי\""ד-1954."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""רימון אחד, כלי חותך (קטאר)"", ""how_obtained"": ""מאחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""על גופו"", ""planning"": ""כן"", ""purpose"": ""בצע כסף"", ""weapon_use"": ""זריקת רימון"", ""execution_method"": ""חציית גדר המערכת רגלית"", ""time_of_offense"": ""04:00"", ""date_of_offense"": ""26/01/22"", ""purchase_price"": ""150 ש\""ח"", ""communication_means"": ""קשר ישיר בין הנאשמים"", ""arrest_method"": ""מעצר על ידי כוחות צה\""ל בסמוך לגדר"", ""special_circumstances"": ""הסתננות ללא היתר כניסה לישראל"", ""detonation_location"": ""פיצוץ הרימון במקום המעצר"", ""motive"": ""להיעצר בישראל""}"
תפ_68763-07-20,weapon,"{""offense_number"": ""144 (ב)"", ""offense_type"": ""נשיאת נשק"", ""additional_offenses"": ""יש עבירה נוספת: קשירת קשר לפשע (הורשעו נאשמים 1 ו-3 בעבירה זו). הנאשם עצמו הורשע רק בעבירת נשיאת נשק."", ""pistol"": 1, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""אקדח חצי אוטומטי מסוג ברטה קליבר 9 מ\""מ, טעון במחסנית עם 8 כדורים ו-6 כדורים נוספים"", ""how_obtained"": ""מצא"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית עם 8 כדורים ו-6 כדורים נוספים"", ""storage_method"": ""- \""ברכב\""\n- \""מוסלק-מוסתר\"""", ""planning"": ""כן"", ""purpose"": ""אחר"", ""weapon_use"": ""לא"", ""execution_method"": ""הסלקת האקדח והתחמושת בחולצה מגולגלת ובשקית ניילון על שטיח המושב הקדמי ברכב"", ""route"": ""נסיעה ברכב שכור עד לפרדס סמוך למתחם משפחת אבו עדרה"", ""offense_time"": ""16.7.20 בסביבות 21:30"", ""cash_amount"": ""14,300 ₪ במזומן (הוחזק ע\""י הנאשמים 1 ו-3)"", ""communication_means"": ""שני טלפונים ניידים עם כרטיסי סים מאופסים"", ""capture_method"": ""לא פורט בכתב האישום"", ""motive"": ""קידום קשר לביצוע פשע"", ""special_circumstances"": ""הצטיידות בכפפות, מסכות, ג'ריקן דלק, פרטי לבוש והסתרת זהות"", ""accomplices"": ""נאשמים 1 ו-3"", ""vehicle_used"": ""רכב שכור ואופנוע"", ""location"": ""פרדס סמוך למתחם משפחת אבו עדרה"", ""disguise"": ""מסכות, כפפות, לבוש חלקי""}"
תפ_68789-07-19,weapon,"{""offense_number"": ""329(א)(1)"", ""offense_type"": ""חבלה בכוונה מחמירה"", ""additional_offenses"": ""העבירה המרכזית היא חבלה בכוונה מחמירה לפי סעיף 329(א)(1) לחוק העונשין. אין בפסק הדין אזכור לעבירות נוספות מעבר לעבירת החבלה בכוונה מחמירה.  \nלכן, התשובה: אין עבירות נוספות."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""אלות ברזל, מפתח ברגים, פטיש"", ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""- \""אחר\"""", ""planning"": ""כן"", ""purpose"": ""סכסוך"", ""weapon_use"": ""לא""}"
תפ_68905-01-24,drugs,"{""section_6"": ""לא"", ""section_7"": ""א, ג"", ""section_13"": ""לא"", ""section_14"": ""לא"", ""section_19"": ""לא"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""שהייה בלתי חוקית לפי חוק הכניסה לישראל סעיף 12(1)"", ""lsd"": """", ""methamphetamine"": ""[50.4927-גרם]"", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": """", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": """", ""mdma"": """", ""cocaine"": """", ""drug_type_quantity_summary"": ""הנאשם החזיק בסם מסוג מתאמפטמין במשקל כולל של כ-50.4927 גרם, מחולק לשקיות במשקל של כ-48.35 גרם וכ-2.1427 גרם."", ""laboratory"": ""לא"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""לא""}"
תפ_68942-01-19,drugs,"{""section_6"": ""לא"", ""section_7"": ""לא"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""א"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""סעיף 499(א)(1) - קשירת קשר לפשע"", ""lsd"": null, ""methamphetamine"": ""1.865 ק\""ג"", ""ayahuasca"": null, ""cathinone"": null, ""ketamine"": null, ""hashish"": null, ""methylmethcathinone"": null, ""cannabis_plants"": null, ""cannabis"": null, ""mdma"": null, ""cocaine"": null, ""drug_type_quantity_summary"": ""1.865 ק\""ג מתאמפטמין"", ""laboratory"": ""לא"", ""role"": ""לא בעל הסמים"", ""sold_to_agent"": ""לא""}"
תפ_68958-01-19,drugs,"{""section_6"": ""לא"", ""section_7"": ""לא"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""א"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""סעיף 499(א)(1) - קשירת קשר לפשע"", ""lsd"": null, ""methamphetamine"": ""1.865 ק\""ג"", ""ayahuasca"": null, ""cathinone"": null, ""ketamine"": null, ""hashish"": null, ""methylmethcathinone"": null, ""cannabis_plants"": null, ""cannabis"": null, ""mdma"": null, ""cocaine"": null, ""drug_type_quantity_summary"": ""1.865 ק\""ג מתאמפטמין"", ""laboratory"": ""לא"", ""role"": ""לא בעל הסמים"", ""sold_to_agent"": ""לא""}"
תפ_6904-12-14,weapon,"{""offense_number"": ""144(ב)"", ""offense_type"": ""נשיאה והובלת נשק."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק: החזקת סם לצריכה עצמית לפי סעיף 7(א) לפקודת הסמים המסוכנים, תשל\""ג-1973."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 1, ""other_weapon"": ""רובה מאולתר מדגם 'קרל גוסטב' עם מחסנית וכדורים"", ""how_obtained"": ""רכש"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית וכדורים  \nמחסנית  \nכדורי תחמושת  \nכדורים"", ""storage_method"": ""- \""מוסלק-מוסתר\"" - מוטמן בארון בגדים בחדר השינה  \n- \""ברכב\"" - בתוך תיק גב, כשהוא עטוף בבגדים (נשא והוביל בתיק גב)"", ""planning"": ""כן"", ""purpose"": ""סכסוך"", ""weapon_use"": ""לא"", ""execution_method"": ""הובלה בתיק גב עטוף בבגדים"", ""location"": ""תל אביב"", ""co_defendant"": ""סעיד אבו זנט"", ""date_of_offense"": ""18.11.2014"", ""time_of_offense"": ""16:40"", ""purchase_price"": ""4000 ש\""ח"", ""drug_type"": ""קנאביס"", ""drug_quantity"": ""0.3027 גרם נטו"", ""means_of_concealment"": ""הסלקה בארון בגדים, עטיפה בבגדים בתיק גב"", ""arrest_method"": ""חיפוש בדירה"", ""weapon_lethality"": ""מסוגל לירות ובכוחו להמית"", ""period_of_possession"": ""כחודש ימים"", ""joint_possession"": ""כן""}"
תפ_691-09-19,drugs,"{""section_6"": ""לא"", ""section_7"": ""א, ג"", ""section_13"": ""לא"", ""section_14"": ""לא"", ""section_19"": ""לא"", ""other_drug_offense"": ""סעיף 36ב'(א)(2)"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""לא"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": ""[1.9-גרם]"", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": ""[2.96-גרם]"", ""mdma"": ""[901.0-גרם], [2469-טבליות]"", ""cocaine"": ""[52.616-גרם]"", ""drug_type_quantity_summary"": ""MDMA: 600 כדורים, 926 טבליות, 242 טבליות, 701 טבליות, 13,189 טבליות, 1,301.44 גרם, 901 גרם, 1,651 טבליות; hashish: 1.90 גרם; cannabis: 2.96 גרם, 1,255.48 גרם; cocaine: 52.616 גרם"", ""laboratory"": ""לא"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""לא""}"
תפ_69110-11-20,weapon,"{""offense_number"": ""סעיף 144"", ""offense_type"": ""החזקת נשק, אבזר נשק ותחמושת, שיבוש הליכי משפט."", ""additional_offenses"": ""העבירות הנוספות מעבר לעבירת הנשק הן: החזקת אבזר נשק, החזקת תחמושת ושיבוש הליכי משפט."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 1, ""improvised_assault_rifle"": 0, ""other_weapon"": ""רובה מסוג M16 שהוסב לירי תחמושת חיה בקוטר 5.56 מ\""מ"", ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""4 כדורים"", ""storage_method"": ""- \""בבית\""\n- \""מוסלק-מוסתר\"""", ""planning"": ""לא"", ""purpose"": ""אחר"", ""weapon_use"": ""לא"", ""accessories"": ""שתי ידיות דריכה, ידית אחיזה, בית בלם"", ""weapon_modification"": ""הוסב מירי כדוריות פלסטיק לירי תחמושת חיה"", ""weapon_disassembly"": ""מפורק וללא ידית דריכה"", ""storage_location"": ""בתוך תיק בבית"", ""concealment_method"": ""הוסלק בתיק"", ""disposal_attempt"": ""השליך את התיק עם הנשק מחוץ לבית בעת חיפוש"", ""search_date"": ""16.11.20"", ""search_conducted_by"": ""כוחות הביטחון"", ""confession"": ""הודה בכתב האישום"", ""plea_bargain"": ""לא היה הסדר בין הצדדים"", ""offense_timeframe"": ""בתקופה שקדמה ליום 16.11.20""}"
