verdict_1,verdict_2,domain,similarity_score,source_batch
ת_פ_24817-06-10,תפ_19384-05-16,weapon,62,retry1
תפ_50809-07-17,תפ_51971-12-21,weapon,45,retry1
תפ_40932-03-18,תפ_68389-07-20,weapon,25,retry1
תפ_60484-03-22,תפ_7196-03-21,weapon,45,retry1
תפ_15387-01-21,תפ_45561-07-21,weapon,65,retry1
תפ_21459-01-16,תפ_38687-04-20,weapon,28,retry1
תפ_24215-06-13,תפ_25639-03-21,weapon,40,retry1
תפ_1580-11-23,תפ_6852-03-21,weapon,25,retry1
תפ_37047-07-20,תפ_50986-12-16,weapon,20,retry1
תפ_60820-07-14,תפח_31041-04-13,weapon,30,retry1
תפ_46548-03-17,תפ_53805-09-16,drugs,10,retry1
תפ_12411-02-21,תפ_32659-05-18,weapon,65,retry1
תפ_21813-09-16,תפ_30191-05-15,weapon,35,retry1
תפ_67356-12-21,תפח_2690-09-19,weapon,75,retry1
תפ_21280-11-18,תפ_56726-02-23,drugs,30,retry1
תפ_20477-02-20,תפ_41242-02-17,weapon,35,retry1
תפ_33726-11-21,תפ_5151-10-19,weapon,75,retry1
תפ_28246-06-21,תפ_63355-02-23,weapon,65,retry1
תפ_16996-08-12,תפ_18013-01-15,weapon,15,retry1
תפ_44380-08-16,תפח_53698-03-17,weapon,35,retry1
תפ_26478-04-22,תפ_34242-02-16,weapon,15,retry1
תפ_44840-06-16,תפ_66319-05-20,weapon,65,retry1
תפ_36091-07-15,תפ_61452-12-22,weapon,30,retry1
תפ_32775-09-23,תפ_3910-02-23,weapon,35,retry1
תפ_38303-12-13,תפ_5000-12,weapon,55,retry1
תפ_12401-05-22,תפ_56677-02-23,weapon,20,retry1
תפ_59804-01-17,תפ_61452-12-22,weapon,10,retry1
תפ_32174-07-20,תפ_38531-11-18,drugs,20,retry1
תפ_30538-02-19,תפ_31276-05-19,drugs,25,retry1
עפ_6029-03,תפ_24895-03-20,drugs,80,retry1
תפ_1106-03-18,תפ_61841-07-22,weapon,65,retry1
תפ_62452-10-20,תפ_6968-01-24,weapon,65,retry1
תפ_26565-12-20,תפ_41762-12-20,weapon,10,retry1
תפ_19908-10-21,תפ_60581-11-15,weapon,35,retry1
תפ_29529-07-20,תפ_34344-01-15,weapon,75,retry1
תפ_13301-07-18,תפ_57474-07-15,weapon,68,retry1
תפ_23749-12-19,תפ_54202-01-23,weapon,25,retry1
תפ_11220-12-18,תפ_2275-06-17,drugs,20,retry1
תפ_3526-04-21,תפ_49875-05-23,drugs,60,retry1
תפ_52390-06-19,תפ_52790-03-18,weapon,25,retry1
תפ_11789-12-16,תפ_61452-02-16,weapon,30,retry1
תפ_23537-02-14,תפ_59812-02-16,weapon,5,retry1
תפ_33337-07-23,תפ_37966-04-23,weapon,60,retry1
תפ_45456-12-21,תפ_52964-03-22,weapon,15,retry1
תפ_26839-11-16,תפ_53373-04-13,drugs,72,retry1
תפ_33898-01-22,תפ_60380-03-22,drugs,85,retry1
תפ_1106-03-18,תפ_42991-05-16,weapon,20,retry1
תפ_40922-11-15,תפ_54719-09-20,weapon,35,retry1
תפ_39792-12-21,תפ_44620-01-22,weapon,25,retry1
תפ_1410-03-24,תפ_8188-06-23,weapon,30,retry1
תפ_54272-09-14,תפח_34198-06-18,weapon,65,retry1
תפ_23872-02-19,תפ_48367-11-11,weapon,20,retry1
תפ_40536-10-20,תפ_50986-12-16,weapon,55,retry1
תפ_23648-12-19,תפ_64941-05-17,weapon,30,retry1
תפ_49734-12-22,תפ_69941-03-23,weapon,35,retry1
תפ_18510-10-14,תפ_50986-12-16,weapon,35,retry1
תפ_15387-01-21,תפ_38368-09-21,weapon,80,retry1
תפ_12109-06-15,תפ_7108-02-16,weapon,30,retry1
תפ_54432-02-17,תפ_61299-12-19,weapon,85,retry1
תפ_18210-05-23,תפ_25631-03-22,weapon,45,retry1
תפ_3742-07-18,תפ_43844-05-15,weapon,22,retry1
תפ_18846-06-20,תפ_48983-06-18,drugs,55,retry1
תפ_24044-06-22,תפ_52000-02-15,weapon,0,retry1
תפ_22417-12-21,תפ_50998-03-23,weapon,35,retry1
תפ_33420-12-20,תפ_66319-05-20,weapon,25,retry1
תפ_41242-02-17,תפח_34989-04-17,weapon,35,retry1
תפ_50148-01-14,תפח_5551-06-16,weapon,45,retry1
תפ_22021-09-22,תפ_23282-05-17,drugs,10,retry1
תפ_3429-07-20,תפ_52223-10-23,weapon,23,retry1
תפ_30310-09-23,תפ_69278-05-18,drugs,35,retry1
תפ_13153-08-15,תפ_28148-07-20,weapon,25,retry1
תפ_24350-06-23,תפ_56900-11-18,weapon,55,retry1
תפ_5911-11-16,תפ_6659-02-21,drugs,25,retry1
תפ_40932-03-18,תפ_52479-01-18,weapon,65,retry1
תפ_10347-10-23,תפ_26552-06-23,weapon,30,retry1
תפ_29305-05-23,תפ_41830-12-21,weapon,65,retry1
תפ_1847-05-14,תפח_47805-04-13,weapon,20,retry1
תפ_21971-07-18,תפ_24361-06-21,weapon,10,retry1
תפ_2211-11-19,תפ_40650-03-22,drugs,60,retry1
תפ_21009-03-15,תפ_57965-03-15,weapon,20,retry1
תפ_35843-03-22,תפ_8333-11-20,weapon,30,retry1
תפ_61181-07-23,תפ_67454-11-20,weapon,35,retry1
תפ_41876-08-23,תפ_50631-06-23,drugs,55,retry1
תפ_43643-10-15,תפ_6904-12-14,weapon,35,retry1
תפ_3295-04-18,תפ_61452-02-16,weapon,32,retry1
תפ_54607-07-19,תפ_61158-05-20,weapon,25,retry1
תפ_14578-04-19,תפ_38578-12-20,drugs,40,retry1
תפ_398-09-16,תפ_57474-07-15,weapon,20,retry1
תפ_14963-02-23,תפ_59329-02-18,drugs,35,retry1
תפ_50487-06-22,תפ_52782-09-22,weapon,30,retry1
תפ_18557-10-21,תפ_22971-02-22,weapon,10,retry1
תפ_10300-06-20,תפ_4102-11-20,weapon,35,retry1
תפ_42581-06-21,תפ_61452-12-22,weapon,25,retry1
תפ_11104-07-19,תפ_51523-10-17,weapon,82,retry1
תפ_50860-02-20,תפ_51810-03-15,drugs,35,retry1
תפ_33439-01-21,תפ_39424-11-22,drugs,55,retry1
תפ_28845-04-22,תפ_46939-09-23,weapon,45,retry1
תפ_46930-03-22,תפ_66319-05-20,weapon,25,retry1
תפ_34737-09-21,תפ_64303-01-22,weapon,18,retry1
תפ_5085-07-17,תפ_950-09-17,weapon,30,retry1
תפ_51199-04-23,תפ_54432-02-17,weapon,20,retry1
תפ_38687-04-20,תפ_41775-01-11,weapon,20,retry1
תפ_10896-06-20,תפ_5085-07-17,weapon,65,retry1
תפ_16779-09-22,תפ_35473-12-21,weapon,45,retry1
תפ_17860-01-19,תפ_52790-03-18,weapon,85,retry1
תפ_1136-11-21,תפ_28991-04-22,weapon,65,retry1
תפ_17916-05-19,תפ_18912-06-23,weapon,55,retry1
תפ_27929-03-19,תפ_983-05-15,weapon,25,retry1
תפ_17707-04-14,תפ_44862-06-20,weapon,25,retry1
תפ_53127-06-16,תפ_5391-02-20,drugs,35,retry1
תפ_12130-05-22,תפ_35299-09-23,drugs,45,retry1
תפ_16779-09-22,תפ_20387-03-23,weapon,35,retry1
תפ_12154-12-14,תפ_1631-01-22,weapon,75,retry1
תפ_22297-11-20,תפ_4248-06-16,weapon,35,retry1
תפ_5214-02-24,תפ_66430-05-20,weapon,25,retry1
תפ_12130-05-22,תפ_43794-10-18,drugs,90,retry1
תפ_33337-07-23,תפ_60429-12-21,weapon,65,retry1
תפ_15387-01-21,תפ_41754-05-22,weapon,70,retry1
תפ_4632-02-22,תפ_62573-05-18,drugs,25,retry1
תפ_21477-06-19,תפ_9228-05-21,drugs,40,retry1
ת_פ_24817-06-10,תפ_39183-11-13,weapon,55,retry1
תפ_32907-12-20,תפ_54083-05-20,weapon,15,retry1
תפ_62597-10-17,תפ_950-09-17,weapon,25,retry1
תפ_31216-01-22,תפ_57965-03-15,weapon,65,retry1
תפ_1178-06-21,תפ_17137-11-21,weapon,35,retry1
תפ_42613-02-23,תפ_6832-11-23,weapon,25,retry1
תפ_22417-12-21,תפח_17033-01-22,weapon,32,retry1
תפ_16779-09-22,תפ_25639-03-21,weapon,38,retry1
תפ_33916-02-22,תפ_46662-04-15,drugs,25,retry1
תפ_14044-03-20,תפ_43597-08-21,weapon,25,retry1
תפ_15587-10-21,תפ_30377-04-18,drugs,15,retry1
תפ_28845-04-22,תפ_52789-09-22,weapon,20,retry1
תפ_17707-04-14,תפ_6431-05-13,weapon,38,retry1
תפ_15842-11-20,תפ_34003-04-18,weapon,70,retry1
תפ_22338-06-09,תפ_39345-03-20,weapon,30,retry1
תפ_17860-01-19,תפ_39998-08-15,weapon,55,retry1
תפ_29772-11-13,תפ_56149-01-15,weapon,30,retry1
תפ_19759-07-21,תפ_46930-03-22,weapon,20,retry1
תפ_18912-06-23,תפ_61299-12-19,weapon,35,retry1
תפ_34344-01-15,תפ_40450-09-15,weapon,18,retry1
תפ_57474-07-15,תפ_59422-07-14,weapon,68,retry1
תפ_30575-03-20,תפ_41967-08-17,weapon,45,retry1
תפ_12213-10-16,תפ_28787-04-22,weapon,45,retry1
תפ_10686-05-20,תפ_5151-10-19,weapon,28,retry1
תפ_10205-08-21,תפ_27986-11-22,weapon,20,retry1
תפ_39345-03-20,תפ_61299-12-19,weapon,28,retry1
תפ_1641-04-19,תפ_60765-03-22,weapon,70,retry1
תפ_17766-12-20,תפ_4676-01-20,weapon,35,retry1
תפ_13270-02-20,תפ_51088-03-21,weapon,30,retry1
תפ_31218-10-14,תפ_38883-05-22,weapon,68,retry1
תפ_17057-08-20,תפח_52360-06-20,weapon,45,retry1
תפ_27277-01-15,תפ_52091-02-20,weapon,65,retry1
תפ_37047-07-20,תפ_45456-12-21,weapon,45,retry1
תפ_10875-12-21,תפ_29620-01-23,weapon,65,retry1
תפ_10896-06-20,תפ_40634-03-20,weapon,15,retry1
תפ_44381-05-20,תפ_54083-05-20,weapon,30,retry1
תפ_28157-02-23,תפ_32817-12-14,drugs,85,retry1
תפ_11789-12-16,תפח_46412-12-15,weapon,55,retry1
תפ_39183-11-13,תפ_46737-07-22,weapon,25,retry1
תפ_16760-09-22,תפ_41832-08-24,weapon,25,retry1
תפ_24044-06-22,תפ_67356-12-21,weapon,18,retry1
תפ_2144-04-21,תפ_51209-04-23,weapon,68,retry1
תפ_46737-07-22,תפ_6985-07-22,weapon,20,retry1
תפ_23992-11-21,תפ_4734-12-22,weapon,25,retry1
תפ_17856-06-17,תפ_20451-09-20,weapon,25,retry1
תפ_19908-10-21,תפ_26210-11-21,weapon,45,retry1
תפ_35512-06-17,תפ_49212-08-19,weapon,75,retry1
תפ_17415-10-21,תפ_47304-02-18,drugs,20,retry1
תפ_32907-12-20,תפ_55035-10-18,weapon,65,retry1
תפ_10182-01-24,תפ_54460-03-21,weapon,15,retry1
תפ_17415-10-21,תפ_49932-08-21,drugs,55,retry1
תפ_950-09-17,תפח_17033-01-22,weapon,18,retry1
תפ_12748-07-20,תפ_56293-06-21,drugs,25,retry1
תפ_35202-10-15,תפ_60842-12-14,drugs,90,retry1
תפ_44620-01-22,תפ_66542-05-20,weapon,25,retry1
תפ_46108-06-20,תפ_50330-07-18,weapon,55,retry1
תפ_22417-12-21,תפ_43643-10-15,weapon,35,retry1
תפ_19412-05-18,תפ_7430-02-18,drugs,35,retry1
תפ_46118-07-24,תפ_48194-05-22,drugs,25,retry1
תפ_12154-12-14,תפ_34242-02-16,weapon,35,retry1
תפ_32685-07-15,תפ_55670-06-17,weapon,35,retry1
תפ_22338-06-09,תפ_46737-07-22,weapon,45,retry1
תפ_56900-11-18,תפ_64941-05-17,weapon,10,retry1
תפ_11843-03-20,תפ_950-09-17,weapon,30,retry1
תפ_12028-05-22,תפ_1219-06-23,weapon,40,retry1
תפ_1106-03-18,תפ_26478-04-22,weapon,75,retry1
תפ_12233-08-12,תפ_50998-03-23,weapon,28,retry1
תפ_12540-12-18,תפ_19908-10-21,weapon,70,retry1
תפ_55366-02-17,תפ_58603-06-21,drugs,35,retry1
תפ_41762-12-20,תפ_51828-02-14,weapon,65,retry1
תפ_37104-06-22,תפ_7811-10-23,weapon,18,retry1
תפ_30433-06-22,תפ_9873-02-17,weapon,55,retry1
תפ_41600-02-21,תפ_57996-05-20,weapon,35,retry1
תפ_17023-12-18,תפ_49376-01-24,drugs,85,retry1
תפ_19130-12-21,תפ_19610-08-21,weapon,30,retry1
תפ_61452-02-16,תפ_7626-04-20,weapon,68,retry1
תפ_41762-12-20,תפ_69980-11-20,weapon,10,retry1
תפ_27929-03-19,תפ_39183-11-13,weapon,35,retry1
תפ_26478-04-22,תפ_28796-07-22,weapon,80,retry1
תפ_26943-07-17,תפ_50998-12-18,drugs,35,retry1
תפ_32775-09-23,תפ_42324-09-20,weapon,25,retry1
תפ_23328-12-22,תפ_35488-11-23,weapon,35,retry1
תפ_15209-10-23,תפ_73275-01-23,weapon,18,retry1
תפ_28246-06-21,תפ_31498-01-16,weapon,25,retry1
תפ_37104-06-22,תפ_45971-11-13,weapon,65,retry1
תפ_12606-07-22,תפ_57001-11-21,weapon,35,retry1
תפ_20451-09-20,תפ_22297-11-20,weapon,35,retry1
תפ_45713-07-17,תפ_57996-05-20,weapon,30,retry1
תפ_14044-03-20,תפ_27625-02-21,weapon,20,retry1
תפ_15842-11-20,תפ_69797-03-23,weapon,65,retry1
תפ_395-05-17,תפ_4411-07-19,weapon,38,retry1
תפ_38014-02-22,תפ_42164-10-19,drugs,65,retry1
תפ_27103-01-18,תפ_49932-08-21,drugs,55,retry1
תפ_57914-10-13,תפ_7053-03-21,weapon,65,retry1
תפ_15710-09-21,תפ_26478-04-22,weapon,18,retry1
תפ_2724-08-19,תפ_66310-07-17,weapon,25,retry1
תפ_1956-04-21,תפח_46412-12-15,weapon,55,retry1
תפ_43084-09-20,תפ_62794-11-21,drugs,35,retry1
תפ_14373-03-22,תפ_30575-03-20,weapon,35,retry1
תפ_10316-06-13,תפ_2275-06-17,drugs,25,retry1
תפ_41967-08-17,תפ_45561-04-17,weapon,75,retry1
תפ_34027-04-18,תפ_52479-01-18,weapon,38,retry1
תפ_13142-02-15,תפ_31862-05-13,weapon,35,retry1
תפ_40922-11-15,תפ_4102-11-20,weapon,70,retry1
תפ_16651-01-24,תפ_28991-04-22,weapon,18,retry1
תפ_34108-01-23,תפ_53517-08-15,drugs,25,retry1
תפ_18320-05-19,תפ_19691-03-18,drugs,55,retry1
תפ_24215-06-13,תפ_35684-04-18,weapon,60,retry1
תפ_10812-12-21,תפ_31746-10-22,drugs,30,retry1
תפ_41339-06-20,תפ_60015-05-22,drugs,20,retry1
תפ_12028-05-22,תפ_29620-01-23,weapon,18,retry1
תפ_17856-11-21,תפ_44381-05-20,weapon,65,retry1
תפ_12028-05-22,תפ_18210-05-23,weapon,70,retry1
תפ_51912-09-23,תפ_5388-11-13,weapon,15,retry1
תפ_50551-03-18,תפ_54460-03-21,weapon,85,retry1
תפ_32956-11-20,תפ_53625-07-22,drugs,85,retry1
תפ_40313-09-15,תפ_40932-03-18,weapon,35,retry1
תפ_35364-01-18,תפ_64689-11-15,weapon,25,retry1
תפ_25631-03-22,תפ_4459-03-24,weapon,72,retry1
תפ_23992-11-21,תפח_30145-08-13,weapon,20,retry1
תפ_3295-04-18,תפ_53377-09-22,weapon,35,retry1
תפ_18013-01-15,תפ_27685-11-15,weapon,30,retry1
תפ_12376-04-20,תפ_31034-06-17,weapon,30,retry1
תפ_30575-03-20,תפ_55664-02-14,weapon,35,retry1
תפ_50626-09-22,תפ_69941-03-23,weapon,32,retry1
תפ_40536-10-20,תפ_57474-07-15,weapon,30,retry1
תפ_26552-06-23,תפ_4133-01-20,weapon,40,retry1
תפ_22297-11-20,תפ_54432-02-17,weapon,18,retry1
תפ_48621-05-22,תפ_70166-03-23,weapon,55,retry1
תפ_53517-08-15,תפ_58723-03-16,drugs,75,retry1
תפ_15172-01-16,תפ_52402-08-19,drugs,35,retry1
תפ_52848-09-22,תפ_59488-11-21,weapon,35,retry1
תפ_35364-01-18,תפ_41952-02-22,weapon,68,retry1
תפ_1118-10-18,תפ_61106-05-20,weapon,35,retry1
תפ_39998-08-15,תפ_8188-06-23,weapon,35,retry1
תפ_19130-12-21,תפ_69110-11-20,weapon,25,retry1
תפ_37047-07-20,תפ_68389-07-20,weapon,85,retry1
תפ_48057-03-21,תפ_48978-07-21,weapon,20,retry1
תפ_16753-02-22,תפ_50487-06-22,weapon,38,retry1
תפ_30575-03-20,תפ_43338-05-16,weapon,65,retry1
תפ_43983-05-19,תפ_59009-05-21,drugs,45,retry1
תפ_1277-05-20,תפ_50777-11-23,drugs,25,retry1
תפ_2144-04-21,תפ_37047-07-20,weapon,10,retry1
תפ_3384-12-23,תפ_4459-03-24,weapon,28,retry1
תפ_19908-10-21,תפ_3531-12-13,weapon,18,retry1
תפ_66319-05-20,תפ_66542-05-20,weapon,18,retry1
תפ_4411-07-19,תפ_50474-09-22,weapon,68,retry1
תפ_13632-08-17,תפ_14044-03-20,weapon,18,retry1
תפ_17707-04-14,תפ_57996-05-20,weapon,30,retry1
תפ_31842-04-21,תפ_51209-04-23,weapon,35,retry1
תפ_1589-02-16,תפ_57267-09-20,weapon,65,retry1
תפ_10180-01-24,תפ_42613-02-23,weapon,35,retry1
תפ_45456-12-21,תפ_9632-08-23,weapon,28,retry1
תפ_19759-07-21,תפ_35473-12-21,weapon,85,retry1
תפ_30684-06-21,תפ_7279-05-21,weapon,65,retry1
עפ_6029-03,תפ_33666-05-15,drugs,20,retry1
תפ_40536-10-20,תפ_51088-03-21,weapon,18,retry1
תפ_17919-01-15,תפ_63355-02-23,weapon,10,retry1
תפ_46930-03-22,תפ_66542-05-20,weapon,85,retry1
תפ_35397-07-21,תפ_70166-03-23,weapon,35,retry1
תפ_14802-02-23,תפ_1580-11-23,weapon,85,retry1
תפ_16996-08-12,תפ_18957-11-20,weapon,18,retry1
תפ_42118-11-23,תפ_6695-10-23,weapon,40,retry1
תפ_35843-03-22,תפ_52789-09-22,weapon,65,retry1
תפ_41830-12-21,תפ_71333-10-21,weapon,35,retry1
תפ_3686-01-16,תפח_52360-06-20,weapon,35,retry1
תפ_19019-10-16,תפ_371-10-15,weapon,45,retry1
תפ_32775-09-23,תפ_61158-05-20,weapon,35,retry1
תפ_29620-01-23,תפ_30617-02-22,weapon,0,retry1
תפ_70111-03-23,תפח_34198-06-18,weapon,85,retry1
תפ_69777-03-23,תפ_7467-12-20,weapon,65,retry1
תפ_12213-10-16,תפ_2058-09-17,weapon,10,retry1
תפ_1139-06-23,תפ_70111-03-23,weapon,25,retry1
תפ_20477-02-20,תפ_23992-11-21,weapon,25,retry1
תפ_61158-05-20,תפח_39094-05-12,weapon,25,retry1
תפ_33420-12-20,תפ_46250-11-21,weapon,25,retry1
תפ_18397-02-16,תפ_59804-01-17,weapon,15,retry1
תפ_25835-05-18,תפ_27103-01-18,drugs,55,retry1
תפ_1516-10-16,תפ_47284-06-18,weapon,75,retry1
תפ_50330-07-18,תפ_52790-03-18,weapon,25,retry1
תפ_36091-07-15,תפ_46108-06-20,weapon,75,retry1
תפ_27277-01-15,תפ_42697-05-18,weapon,18,retry1
תפ_11843-03-20,תפ_6153-02-21,weapon,20,retry1
תפ_13048-04-21,תפ_17023-12-18,drugs,35,retry1
תפ_2679-03-18,תפ_45012-03-20,drugs,80,retry1
תפ_24350-06-23,תפ_34737-09-21,weapon,10,retry1
תפ_33928-09-12,תפ_41694-03-20,weapon,35,retry1
תפ_19759-07-21,תפ_66542-05-20,weapon,25,retry1
תפ_41600-02-21,תפ_60820-07-14,weapon,55,retry1
תפ_19821-02-17,תפ_23872-02-19,weapon,5,retry1
תפ_38578-12-20,תפ_6970-05-22,drugs,62,retry1
תפ_27780-05-15,תפ_3742-07-18,weapon,35,retry1
תפ_35568-01-23,תפ_5496-11-20,drugs,38,retry1
תפ_17057-08-20,תפ_61158-05-20,weapon,35,retry1
תפ_22588-03-22,תפ_7109-02-21,weapon,68,retry1
תפ_57965-03-15,תפ_63328-04-21,weapon,38,retry1
תפ_14885-06-24,תפ_9179-04-16,weapon,35,retry1
תפ_27986-11-22,תפ_6415-10-23,weapon,70,retry1
תפ_28615-08-17,תפ_34242-02-16,weapon,45,retry1
תפ_12411-02-21,תפ_57914-10-13,weapon,10,retry1
תפ_6153-02-21,תפח_355-09-13,weapon,35,retry1
תפ_17655-10-22,תפ_19908-10-21,weapon,65,retry1
תפ_44666-10-18,תפ_8843-02-15,drugs,85,retry1
תפ_18210-05-23,תפ_54202-01-23,weapon,5,retry1
תפ_3295-04-18,תפ_7626-04-20,weapon,25,retry1
תפ_7430-02-18,תפ_9109-02-16,drugs,35,retry1
תפ_16996-08-12,תפ_53669-03-22,weapon,20,retry1
תפ_3384-12-23,תפ_48621-05-22,weapon,25,retry1
תפ_32174-07-20,תפ_48983-06-18,drugs,35,retry1
תפ_21813-09-16,תפ_32685-07-15,weapon,45,retry1
תפ_12743-08-22,תפ_3772-01-16,weapon,55,retry1
תפ_14810-04-16,תפ_17941-11-18,weapon,65,retry1
תפ_41762-12-20,תפ_48978-07-21,weapon,65,retry1
תפ_60820-07-14,תפח_17865-11-21,weapon,18,retry1
תפ_46939-09-23,תפ_70450-03-23,weapon,30,retry1
תפ_27929-03-19,תפ_57498-03-19,weapon,55,retry1
תפ_57539-11-15,תפח_17033-01-22,weapon,10,retry1
ת_פ_24817-06-10,תפ_59422-07-14,weapon,45,retry1
תפ_6659-02-21,תפ_67234-06-20,drugs,40,retry1
תפ_28157-02-23,תפ_50860-02-20,drugs,55,retry1
תפ_1631-01-22,תפ_49344-11-23,weapon,35,retry1
תפ_48621-05-22,תפ_68789-07-19,weapon,40,retry1
תפ_4459-03-24,תפ_70166-03-23,weapon,65,retry1
תפ_25458-11-18,תפ_28544-01-21,drugs,25,retry1
תפ_35473-12-21,תפח_17033-01-22,weapon,20,retry1
תפ_42613-02-23,תפ_45456-12-21,weapon,20,retry1
תפ_29947-07-23,תפ_59464-09-23,weapon,40,retry1
תפ_1118-10-18,תפ_5085-07-17,weapon,18,retry1
תפ_20425-02-20,תפ_23648-12-19,weapon,35,retry1
תפ_59464-09-23,תפ_7617-07-23,weapon,35,retry1
תפ_44840-06-16,תפ_52000-02-15,weapon,18,retry1
תפ_18957-11-20,תפ_46550-12-16,weapon,10,retry1
תפ_17474-08-14,תפ_2058-09-17,weapon,10,retry1
תפ_32339-12-19,תפ_61452-12-22,weapon,35,retry1
תפ_13153-08-15,תפ_20477-02-20,weapon,15,retry1
תפ_1136-11-21,תפ_38883-05-22,weapon,85,retry1
תפ_13481-02-13,תפח_53698-03-17,weapon,35,retry1
תפ_27961-04-18,תפ_34960-10-19,drugs,65,retry1
תפ_18833-05-13,תפ_23749-12-19,weapon,35,retry1
תפ_46108-06-20,תפ_64941-05-17,weapon,60,retry1
תפ_69777-03-23,תפח_39587-07-21,weapon,35,retry1
תפ_48621-05-22,תפ_69945-03-23,weapon,70,retry1
תפ_45597-05-15,תפ_66542-05-20,weapon,35,retry1
תפ_21813-09-16,תפ_41762-12-20,weapon,65,retry1
תפ_18912-06-23,תפח_53698-03-17,weapon,25,retry1
תפ_41952-02-22,תפ_60484-03-22,weapon,60,retry1
תפ_16651-01-24,תפח_51122-01-13,weapon,80,retry1
תפ_42613-02-23,תפ_9632-08-23,weapon,35,retry1
תפ_24548-06-13,תפ_61158-05-20,weapon,72,retry1
תפ_14044-03-20,תפ_27330-02-19,weapon,35,retry1
תפ_22971-02-22,תפ_7168-08-23,weapon,60,retry1
תפ_50487-06-22,תפ_59464-09-23,weapon,18,retry1
תפ_14553-12-23,תפ_67473-10-21,drugs,35,retry1
תפ_25631-03-22,תפ_7109-02-21,weapon,10,retry1
תפ_48057-03-21,תפ_66319-05-20,weapon,18,retry1
תפ_30015-07-16,תפ_41762-12-20,weapon,15,retry1
תפ_41754-05-22,תפ_56739-09-20,weapon,35,retry1
תפ_13632-08-17,תפ_57220-05-15,weapon,35,retry1
תפ_40932-03-18,תפ_51199-04-23,weapon,20,retry1
תפ_13301-07-18,תפ_6431-05-13,weapon,35,retry1
תפ_11789-12-16,תפח_53698-03-17,weapon,55,retry1
תפ_43844-05-15,תפ_46379-02-21,weapon,45,retry1
תפ_19908-10-21,תפ_57474-07-15,weapon,10,retry1
תפ_18397-02-16,תפ_60765-03-22,weapon,20,retry1
תפ_31425-08-20,תפ_34108-01-23,drugs,72,retry1
תפ_36033-05-22,תפ_40331-03-18,drugs,25,retry1
תפ_23075-10-23,תפ_48621-05-22,weapon,55,retry1
תפ_63303-06-22,תפ_66893-12-21,weapon,60,retry1
תפ_61158-05-20,תפ_70392-03-23,weapon,25,retry1
תפ_58524-11-19,תפ_70166-03-23,weapon,40,retry1
תפ_35488-11-23,תפ_6415-10-23,weapon,35,retry1
תפ_12028-05-22,תפ_63953-01-24,weapon,35,retry1
תפ_48621-05-22,תפ_59464-09-23,weapon,45,retry1
תפ_66310-07-17,תפ_66542-05-20,weapon,35,retry1
תפ_44380-08-16,תפ_52455-07-12,weapon,18,retry1
תפ_24420-01-20,תפ_32227-11-20,weapon,70,retry1
תפ_50487-06-22,תפ_66319-05-20,weapon,35,retry1
תפ_22417-12-21,תפ_31498-01-16,weapon,25,retry1
תפ_30433-06-22,תפ_45971-11-13,weapon,85,retry1
תפ_10812-12-21,תפ_62070-05-20,drugs,35,retry1
תפ_31811-03-21,תפ_41276-06-17,weapon,55,retry1
תפ_10300-06-20,תפ_9632-08-23,weapon,35,retry1
תפ_70111-03-23,תפ_8188-06-23,weapon,35,retry1
תפ_61452-02-16,תפ_6904-12-14,weapon,30,retry1
תפ_20387-03-23,תפ_38303-12-13,weapon,38,retry1
תפ_13995-12-22,תפ_6985-07-22,weapon,25,retry1
תפ_3742-07-18,תפ_50556-08-17,weapon,30,retry1
תפ_24689-03-15,תפ_64144-09-17,drugs,35,retry1
תפ_44381-05-20,תפח_2690-09-19,weapon,60,retry1
תפ_46916-07-22,תפ_4734-12-22,weapon,5,retry1
תפ_7735-04-19,תפח_2690-09-19,weapon,68,retry1
תפ_35488-11-23,תפ_6968-02-22,weapon,35,retry1
תפ_46737-07-22,תפ_68389-07-20,weapon,15,retry1
תפ_26792-04-16,תפ_65302-03-22,drugs,45,retry1
תפ_17701-07-21,תפח_12074-08-16,weapon,35,retry1
תפ_46930-03-22,תפ_57001-11-21,weapon,55,retry1
תפ_38883-05-22,תפ_48978-07-21,weapon,20,retry1
תפ_22971-02-22,תפ_6415-10-23,weapon,30,retry1
תפ_15209-10-23,תפ_44169-08-22,weapon,65,retry1
תפ_16541-01-21,תפ_56900-11-18,weapon,10,retry1
תפ_46250-11-21,תפ_46379-02-21,weapon,20,retry1
תפ_1956-04-21,תפ_7467-12-20,weapon,25,retry1
תפ_20068-10-22,תפ_63100-02-24,weapon,55,retry1
תפ_45025-05-22,תפ_59464-09-23,weapon,35,retry1
תפ_39500-07-20,תפ_54432-02-17,weapon,18,retry1
תפ_28715-03-22,תפח_39587-07-21,weapon,70,retry1
תפ_15209-10-23,תפ_56328-06-22,weapon,10,retry1
תפ_1338-12-20,תפ_40650-03-22,drugs,40,retry1
תפ_3068-11-15,תפ_50986-12-16,weapon,25,retry1
תפ_4248-06-16,תפ_59804-01-17,weapon,45,retry1
תפ_23659-04-22,תפ_73906-12-20,drugs,65,retry1
תפ_19830-10-20,תפ_39612-02-20,drugs,35,retry1
תפ_59067-10-21,תפ_9111-02-15,weapon,35,retry1
תפ_3068-11-15,תפ_40313-09-15,weapon,65,retry1
תפ_17916-05-19,תפ_40390-08-15,weapon,70,retry1
תפ_14963-02-23,תפ_5496-11-20,drugs,15,retry1
