data_source,case,הודאה,מספר עבירה,סוג עבירה,עבירות נוספות,סוג הנשק [אקדח],סוג הנשק [תת מקלע],סוג הנשק [תת מקלע מאולתר],סוג הנשק [בקבוק תבערה],סוג הנשק [מטען חבלה],סוג הנשק [רימון רסס],סוג הנשק [רימון הלם/גז],סוג הנשק [טיל לאו ],סוג הנשק [טיל מטאדור],סוג הנשק [רובה צייד],סוג הנשק [רובה צלפים],סוג הנשק [מטען חבלה מאולתר],סוג הנשק [רובה סער ],סוג הנשק [רובה סער מאולתר],סוג הנשק - אם לא נמצא בטבלה,עבר פלילי,חרטה,אופן קבלת הנשק,כסף ששולם,סטטוס הנשק,מכירה לסוכן,כמות תחמושת,אופן החזקת הנשק,תכנון,מטרה-סיבת העבירה,שימוש,נזק,בריחה,עונש,מספר עבירה_mapped,סוג עבירה_mapped,אופן קבלת הנשק_mapped,כסף ששולם_mapped,כמות תחמושת_mapped,אופן החזקת הנשק_mapped,מטרה-סיבת העבירה_mapped,שימוש_mapped,נזק_mapped,עונש_mapped
GT,SH-17-11-53539-235,כן,144 א,החזקה נשק,,1,,,,,,,,,,,,,,,כן,לא,,,נשק מופרד מתחמושת,לא,"מחסנית ובה 0 כדורים, 28 כדורים",בבית,כן,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,10 חודשים,['144א'],['החזקת נשק'],,,28,['בבית'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",10 חודשים
GT,SH-18-06-11098-353,כן,144 א,החזקה נשק,,,,,,,,,,,,,,1,,,כן,לא,,,נשק מופרד מתחמושת,לא,מספר מחסניות,מוסלק - מוסתר,לא,,לא,לא נגרם נזק,לא,28 חודשים,['144א'],['החזקת נשק'],,,,['מוסלק-מוסתר'],,לא,['לא נגרם נזק'],28 חודשים
GT,SH-18-07-52337-770,כן,144 א,החזקה נשק,,,,1,,,,,,,,,,,,,לא,כן,מאחר,,תקין,לא,,"בבית, מוסלק - מוסתר",לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,18 חודשים,['144א'],['החזקת נשק'],מאחר,,,"['בבית', 'מוסלק-מוסתר']",,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",18 חודשים
GT,SH-19-03-23707-142,כן,144 א,החזקה נשק,,1,,,,,,,,,,,,1,,,לא,לא,,,נשק עם מחסנית בהכנס,לא,מחסנית + 4 מחסניות ריקות ובהן 0 כדורים + 500 כדורים,"בבית, מוסלק - מוסתר",לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,15 חודשים,['144א'],['החזקת נשק'],,,520,"['בבית', 'מוסלק-מוסתר']",,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",15 חודשים
GT,SH-19-07-60805-168,כן,144 א,החזקה נשק,,1,,,,,,,,,,,,,,,כן,לא,,,נשק עם מחסנית בהכנס,לא,מחסנית ובה 10 כדורים,"ברכב, מוסלק - מוסתר",לא,,לא,לא נגרם נזק,לא,18 חודשים,['144א'],['החזקת נשק'],,,10,"['ברכב', 'מוסלק-מוסתר']",,לא,['לא נגרם נזק'],18 חודשים
GT,SH-20-02-52091-995,כן,144 א,החזקה נשק,,,,1,,,,,,,,,,,,,לא,כן,,,נשק מופרד מתחמושת,לא,20 כדורים,בבית,לא,,לא,לא נגרם נזק,לא,18 חודשים,['144א'],['החזקת נשק'],,,20,['בבית'],,לא,['לא נגרם נזק'],18 חודשים
GT,SH-20-03-14044-704,כן,144 א,החזקה נשק,,,,1,,,,,,,,,,,,,כן,כן,,,נשק מופרד מתחמושת,לא,מחסנית ובה 11 כדורים,"מוסלק - מוסתר, סמוך לבית",לא,,לא,לא נגרם נזק,לא,20 חודשים,['144א'],['החזקת נשק'],,,11,"['מוסלק-מוסתר', 'סמוך לבית']",,לא,['לא נגרם נזק'],20 חודשים
GT,SH-23-03-19819-247,כן,144 א,החזקה נשק,,,,,,,,,,,,,,1,,,לא,כן,,,נשק מופרד מתחמושת,לא,3 מחסניות,"בבית, מוסלק - מוסתר",כן,,לא,פוטנציאל נזק גדול,לא,29 חודשים,['144א'],['החזקת נשק'],,,60,"['בבית', 'מוסלק-מוסתר']",,לא,['פוטנציאל נזק רב'],29 חודשים
GT,all_missing_cases,,,,,,,,,,,,,,,,,,,,,,,,תקין,,,,,,,,,,,,,,,,,,,
GT,cases_not_found_in_directory,,,,,,,,,,,,,,,,,,,,,,,,תקין,,,,,,,,,,,,,,,,,,,
GT,m01008097-376,כן,"144 א, 144 ב",,"עבירת מעשה פזיזות ורשלנות כהגדרתם בס""ק 338 (5) לחוק העונשין",,,,,,1,,,,,,,,,,לא,כן,,,תקין,לא,"כדורים, 2 מחסניות","בבית, על גופו",לא,,זריקת רימון,לא נגרם נזק,לא,,"['144א', '144ב']",,,,40,"['בבית', 'על גופו']",,['זריקת רימון'],['לא נגרם נזק'],
GT,m04008192-374,לא,144 ב,החזקה נשק,,,,,,,,1,,,,,,,,,,,,,תקין,,,,לא,,לא,לא נגרם נזק,כן,6 חודשים,['144ב'],['החזקת נשק'],,,,,,לא,['לא נגרם נזק'],6 חודשים
GT,m06005127-464,כן,144 א,החזקה נשק,"החזקת נכס חשוד כגנוב, עבירה לפי סעיף 413 לחוק העונשין.",1,,,,,,,,,,,,,,,כן,כן,,,תקין,לא,,ברכב,לא,,לא,לא נגרם נזק,לא,24 חודשים,['144א'],['החזקת נשק'],,,,['ברכב'],,לא,['לא נגרם נזק'],24 חודשים
GT,m07001074-98,כן,144 א,החזקה נשק,,,1,,,,,,,,,,,,,,כן,כן,מצא,,"נשק מפורק, תקול",לא,מחסנית ריקה ובה 0 כדורים + מחסנית ריקה ובה 0 כדורים,"בבית, מוסלק - מוסתר",לא,,לא,"לא נגרם נזק, פוטנציאל נזק קטן",לא,6 חודשים עבודות שירות,['144א'],['החזקת נשק'],מצא,,,"['בבית', 'מוסלק-מוסתר']",,לא,"['לא נגרם נזק', 'פוטנציאל נזק מועט']",
GT,m08000207-175,כן,144 ב,נשיאת נשק,"והחזקת סם לצריכה עצמית בלבד, עבירה לפי סעיף 7(א) + (ג) סיפא לפקודת הסמים המסוכנים, התשל""ג-1973 ",1,,,,,,,,,,,,,,,לא,כן,מצא,,נשק עם מחסנית בהכנס,לא,"מחסנית ובה 15 כדורים, מחסנית וסה 10 כדורים",ברכב,לא,,לא,לא נגרם נזק,לא,6 חודשים בעבודות שירות,['144ב'],['נשיאת נשק'],מצא,,25,['ברכב'],,לא,['לא נגרם נזק'],6 חודשים בעבודות שירות
GT,sh-10-05-7434-952,כן,144 א,החזקה נשק,,2,,,,,,,,,,,,,,,לא,כן,,,נשק מופרד מתחמושת,לא,מחסנית,"בבית, מוסלק - מוסתר",לא,,לא,לא נגרם נזק,לא,4 חודשים עבודות שירות,['144א'],['החזקת נשק'],,,20,"['בבית', 'מוסלק-מוסתר']",,לא,['לא נגרם נזק'],
GT,ME-17-05-35227-215,כן,144 ב,"נשיאת נשק, הובלת נשק",,,,1,,,,,,,,,,,,,כן,כן,,,נשק עם מחסנית בהכנס,לא,מחסנית,ברכב,כן,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,15 חודשים,['144ב'],"['הובלת נשק', 'נשיאת נשק']",,,20,['ברכב'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",15 חודשים
GENERATED,ME-17-05-35227-215,כן,144(ב),הובלת נשק (תת-מקלע מאולתר עם מחסנית),"סעיפים נוספים שנדונו: 40ב, 40ג(א), 40ד(א), 40ט, 144(א), 40יא, א'1 לפרק ו' לחוק העונשין; סעיפים 32, 39 לפקודת סדר הדין הפלילי; סעיף 43 לפקודת התעבורה; בעבר הורשע בעבירות תקיפה, איומים, הפרעה לשוטר, גניבה, שוד מזוין, הטרדת עד",0,0,1,0,0,0,0,0,0,0,0,0,0,0,,כן,כן,אחר,לא צוין,נשק עם מחסנית בהכנס,לא,מחסנית,ברכב,כן,לא ברור,לא,לא נגרם נזק,לא,"12 חודשי מאסר בפועל, 12 חודשי מאסר על תנאי למשך 3 שנים, ללא קנס, חילוט אופנוע",['144ב'],['הובלת נשק'],מאחר,,20,['ברכב'],,לא,['לא נגרם נזק'],12 חודשים
GT,ME-17-05-633-549,כן,"144 א, 144 ב","החזקה נשק, סחר בנשק",,2,,1,,,,,,,,,,,,,לא,כן,רכש,"14,000 שקל",נשק מופרד מתחמושת,לא,"2 מחסניות, מאות כדורים, 2 מחסניות ובהן 0 כדורים",מוסלק - מוסתר,כן,בצע כסף,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,4 שנים,"['144א', '144ב']","['החזקת נשק', 'סחר בנשק']",רכש,14000,40,['מוסלק-מוסתר'],בצע כסף,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",48 חודשים
GENERATED,ME-17-05-633-549,כן,"144(א), 144(ב2), 144(ג)",סחר בנשק,"עבירות בנשק (רכישה) לפי סעיף 144(א), עבירות בנשק (החזקה) לפי סעיף 144(א)",3,0,1,0,0,0,0,0,0,0,0,0,0,0,תחמושת ומחסניות,לא,כן,"רכש, מאחר","7,000₪",תקול,לא,"2 מחסניות, מאות כדורים, 2 מחסניות ריקות","מוסלק-מוסתר, בבית",כן,בצע כסף,לא,פוטנציאל נזק גדול,לא,"4 שנות מאסר בפועל (מתוכן תקופת מעצר החל מ-23.4.17), מאסר על תנאי ל-12 חודשים למשך 3 שנים, וקנס בסך 15,000 ₪","['144א', '144ב']",['סחר בנשק'],,,40,"['בבית', 'מוסלק-מוסתר']",בצע כסף,לא,['פוטנציאל נזק רב'],48 חודשים
GT,ME-17-07-520-371,כן,"144 א, 144 ב","החזקה נשק, נשיאת נשק, הובלת נשק",,,,,,,1,,,,,,,,,,כן,כן,מאחר,,תקין,לא,,ברכב,לא,,לא,לא נגרם נזק,לא,12 חודשים,"['144א', '144ב']","['הובלת נשק', 'החזקת נשק', 'נשיאת נשק']",מאחר,,,['ברכב'],,לא,['לא נגרם נזק'],12 חודשים
GENERATED,ME-17-07-520-371,כן,"144(א) רישא, 144(ב) רישא, 40 יא'","החזקת, נשיאת והובלת נשק","גניבה (ת.פ. 55161-07-15), איומים (ת.פ. 17939-06-15)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,,כן,כן,מאחר,לא צוין,תקין,לא,לא צוין,"מוסלק-מוסתר, סמוך לבית",לא,לא ברור,לא,לא נגרם נזק,לא,"12 חודשי מאסר בפועל, בניכוי תקופת מעצרו החל מ-19.6.17, עם מאסר על תנאי של 12 חודשים למשך 3 שנים בגין עבירת פשע ו-5 חודשים על תנאי למשך 3 שנים בגין עבירת עוון","['144א', '144ב']",['הובלת נשק'],מאחר,,,"['מוסלק-מוסתר', 'סמוך לבית']",,לא,['לא נגרם נזק'],12 חודשים
GT,ME-17-08-28615-573,כן,"144 א, 144 ב","החזקה נשק, נשיאת נשק","הפרעה לשוטר במילוי תפקידו, לפי סעיף 275 לחוק העונשין",,,1,,,,1,,,,,,,,,כן,כן,,,נשק מופרד מתחמושת,לא,"מחסנית ובה 9 כדורים, 50 כדורים",על גופו,כן,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",כן,22 חודשים,"['144א', '144ב']","['החזקת נשק', 'נשיאת נשק']",,,59,['על גופו'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",22 חודשים
GENERATED,ME-17-08-28615-573,כן,"144(א)+(ב), 275","החזקה ונשיאת נשק, הפרעה לשוטר במילוי תפקידו",אין,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,כן,כן,מאחר,לא צוין,נשק עם מחסנית בהכנס,לא,"מחסנית ובה 9 כדורים, 50 כדורים","מוסלק-מוסתר, סמוך לבית",כן,חגיגה,לא,לא נגרם נזק,כן,"6 חודשי מאסר על תנאי למשך 3 שנים לעבירות נשק מסוג עוון או הפרעה לשוטר, ו-12 חודשי מאסר על תנאי למשך 3 שנים לעבירות נשק מסוג פשע","['144א', '144ב']","['החזקת נשק', 'נשיאת נשק']",מאחר,,59,"['מוסלק-מוסתר', 'סמוך לבית']",חגיגה,לא,['לא נגרם נזק'],
GT,ME-17-10-62597-895,כן,144 ב,"נשיאת נשק, הובלת נשק",,1,,,,,,,,,,,,,,,כן,כן,,,תקין,לא,"מחסנית, כדורים",על גופו,לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,6 חודשים בעבודות שירות,['144ב'],"['הובלת נשק', 'נשיאת נשק']",,,20,['על גופו'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",6 חודשים בעבודות שירות
GENERATED,ME-17-10-62597-895,כן,144(ב),נשיאת והובלת נשק,הפרעה לשוטר במילוי תפקידו (ברישום הפלילי),1,0,0,0,0,0,0,0,0,0,0,0,0,0,,כן,כן,אחר,לא צוין,תקין,לא,"מחסנית, כדורים",על גופו,לא,לא ברור,לא,לא נגרם נזק,לא,"6 חודשי מאסר שירוצו בעבודות שירות, מאסר על תנאי של 6 חודשים, וקנס בסך 4,000 ₪",['144ב'],['הובלת נשק'],מאחר,,20,['על גופו'],,לא,['לא נגרם נזק'],6 חודשים בעבודות שירות
GT,ME-18-04-19642-504,כן,"144 א, 144 ב","נשיאת נשק, הובלת נשק","במעשי פזיזות ורשלנות, לפי ס' 338(א)(5) לחוק.",1,,,,,,,,,,,,,,,כן,כן,,,נשק עם כדור בקנה,לא,"2 מחסניות, 40 כדורים","ברכב, על גופו",לא,אלימות כלפי נשים,"כן,ירי","לא נגרם נזק, פוטנציאל נזק גדול",לא,24 חודשים,"['144א', '144ב']","['הובלת נשק', 'נשיאת נשק']",,,80,"['ברכב', 'על גופו']",סכסוך,['כן-ירי'],"['לא נגרם נזק', 'פוטנציאל נזק רב']",24 חודשים
GENERATED,ME-18-04-19642-504,כן,"סעיפים 144(א), 144(ב), 338(א)(5) לחוק העונשין, תשל""ז-1977",נשיאת והובלת נשק שלא כדין,מעשי פזיזות ורשלנות,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,כן,כן,רכש,לא צוין,תקין,לא,"2 מחסניות, 40 כדורים","ברכב, על גופו",כן,סכסוך,כן-ירי,לא נגרם נזק,כן,"24 חודשי מאסר בפועל, 10 חודשי מאסר על תנאי למשך 3 שנים (פשע), 4 חודשי מאסר על תנאי למשך 3 שנים (עוון), פיצוי למתלוננת בסך 4,000 ₪","['144א', '144ב']",['הובלת נשק'],רכש,,80,"['ברכב', 'על גופו']",סכסוך,['כן-ירי'],['לא נגרם נזק'],24 חודשים
GT,ME-18-04-34027-630,כן,144 ב,סחר בנשק,,2,,,,,,,,,,,,1,,,לא,,רכש,"מכר ב24,000 שקל, מכר ב 69,500 שקל, מכר ב 26,000 שקל",נשק מופרד מתחמושת,כן,מחסנית + מחסנית + כדורים,ברכב,כן,בצע כסף,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,36 חודשים,['144ב'],['סחר בנשק'],רכש,119500,40,['ברכב'],בצע כסף,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",36 חודשים
GENERATED,ME-18-04-34027-630,כן,144(ב'2),סחר בנשק,"נשיאת נשק, הובלת נשק",3,0,0,0,0,0,0,0,0,0,0,0,1,0,,לא,כן,מאחר,לא צוין,תקין,כן,"2 כדורים, 5 כדורים, 3 כדורים",ברכב,כן,בצע כסף,כן-ירי,לא נגרם נזק,לא,,['144ב'],['סחר בנשק'],מאחר,,10,['ברכב'],בצע כסף,['כן-ירי'],['לא נגרם נזק'],
GT,ME-18-05-32659-754,כן,144 ב,"נשיאת נשק, הובלת נשק",הפרעה לשוטר במילוי תפקידו לפי סעיף 275 לחוק,,,1,,,,2,,,,,,,,,לא,כן,,,נשק מופרד מתחמושת,לא,"מחסנית ובה 0 כדורים, 9 כדורים, 10 כדורים",ברכב,לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,18 חודישם,['144ב'],"['הובלת נשק', 'נשיאת נשק']",,,19,['ברכב'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",
GENERATED,ME-18-05-32659-754,כן,"144(ב), 275","נשיאה והובלה של נשק, הפרעה לשוטר במילוי תפקידו",אחזקת סם מסוכן לצריכה עצמית (נמחקה),9,0,1,0,0,2,0,0,0,0,0,0,0,0,,לא,כן,מצא,לא צוין,תקין,לא,"מחסנית ריקה, 9 כדורים, 10 כדורים","ברכב, מוסלק-מוסתר",לא,לא ברור,לא,פוטנציאל נזק גדול,כן,"18 חודשי מאסר בפועל (בתחילת ריצוי מיום 16.9.2018) עם ניכוי תקופת מעצר, 9 חודשי מאסר על תנאי למשך 3 שנים וקנס של 3,000 ש""ח",['144ב'],"['הובלת נשק', 'נשיאת נשק']",מצא,,19,"['ברכב', 'מוסלק-מוסתר']",,לא,['פוטנציאל נזק רב'],18 חודשים
GT,ME-18-06-36728-73,כן,144 ב,נשיאת נשק,"עבירות של פציעה, לפי סעיף 334 לחוק העונשין, התשל""ז-1977 ",1,,,,,,,,,,,,,,,כן,לא,,,נשק עם כדור בקנה,לא,,על גופו,לא,סכסוך,"כן,ירי","נגרם נזק, פוטנציאל נזק גדול",לא,30 חודשים,['144ב'],['נשיאת נשק'],,,,['על גופו'],סכסוך,['כן-ירי'],"['נגרם נזק', 'פוטנציאל נזק רב']",30 חודשים
GENERATED,ME-18-06-36728-73,כן,"סעיף 334, סעיף 144(ב)","פציעה, נשיאת נשק",אין,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,כן,כן,אחר,לא צוין,תקין,לא,1 כדור,על גופו,כן,סכסוך,כן-ירי,נגרם נזק,לא,"30 חודשי מאסר בפועל, החל מיום מעצרו בתיק זה – 3.6.18; בנוסף 12 חודשים על תנאי למשך 3 שנים עם תנאי לא לעבור עבירת נשק מסוג פשע; 4 חודשים על תנאי למשך 3 שנים עם תנאי לא לעבור עבירת נשק מסוג עוון; 12 חודשים על תנאי למשך 3 שנים עם תנאי לא לעבור עבירת אלימות מסוג פשע; 4 חודשים על תנאי למשך 3 שנים עם תנאי לא לעבור עבירת אלימות מסוג עוון; פיצוי למתלונן בסך 20,000 ₪",['144ב'],['נשיאת נשק'],מאחר,,1,['על גופו'],סכסוך,['כן-ירי'],['נגרם נזק'],30 חודשים
GT,ME-18-10-30972-637,כן,144 ב,ניסיון לסחר,,,,,,,,,,,,,,1,,,כן,כן,רכש,"8,000 שקל",תקין,לא,,ברכב,כן,,לא,לא נגרם נזק,לא,8 חודשים,['144ב'],['ניסיון לסחר בנשק'],רכש,8000,,['ברכב'],,לא,['לא נגרם נזק'],8 חודשים
GENERATED,ME-18-10-30972-637,כן,144(ב2) בצירוף סעיף 25,ניסיון לעסקה בנשק,קשירת קשר לפשע (סעיף 499),,,,,,,,,,,,,,,,כן,כן,רכש,"7,000-8,000 ₪",אחר,לא,לא צוין,אחר,כן,בצע כסף,לא,פוטנציאל נזק רב,לא,"8 חודשי מאסר בפועל (תקופת מעצרו), מאסר מותנה למשך 4 חודשים לעבירת נשק שהיא פשע, ומאסר מותנה למשך 2 חודשים לעבירת נשק שהיא עוון",['144ב'],"['ניסיון לסחר בנשק', 'סחר בנשק']",רכש,15000,,,בצע כסף,לא,['פוטנציאל נזק רב'],8 חודשים
GT,ME-19-01-53615-8,כן,144 ב,"נשיאת נשק, הובלת נשק",ירי מנשק חם באזור מגורים,,,1,,,,,,,,,,,,,כן,כן,,,נשק עם כדור בקנה,לא,מחסנית,"ברכב, על גופו",לא,תחושת חוסר אונים וצורך בקבלת עזרה חיצונית במצבו,"כן,ירי","לא נגרם נזק, פוטנציאל נזק גדול",כן,27 חודשים,['144ב'],"['הובלת נשק', 'נשיאת נשק', 'ירי באזור מגורים']",,,20,"['ברכב', 'על גופו']",הגנה עצמית,['כן-ירי'],"['לא נגרם נזק', 'פוטנציאל נזק רב']",27 חודשים
GENERATED,ME-19-01-53615-8,כן,"144 (ב), 340א(ב)(1)","נשיאה והובלה של נשק, ירי מנשק חם באזור מגורים",אין,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,כן,כן,אחר,לא צוין,נשק עם כדור בקנה,לא,"מחסנית טעונה, 2 כדורים שנורו","ברכב, על גופו",לא,אחר,כן-ירי,לא נגרם נזק,לא,"27 חודשי מאסר בפועל (מניכוי ימי מעצר), 12 חודשי מאסר על תנאי לבל יעבור עבירת נשק מסוג פשע או ירי באזור מגורים במשך 3 שנים, 6 חודשי מאסר על תנאי לבל יעבור עבירת נשק מסוג עוון במשך 2 שנים, וחילוט רכב מאזדה",['144ב'],"['הובלת נשק', 'נשיאת נשק']",מאחר,,22,"['ברכב', 'על גופו']",,['כן-ירי'],['לא נגרם נזק'],27 חודשים
GT,ME-19-04-1316-977,כן,144 ב,"סחר בנשק, ניסיון לסחר",,,,1,,,,,,,,,,,,,לא,כן,מאחר,"מכר ב19,000 שקל",תקין,כן,900 כדורים,ברכב,כן,בצע כסף,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,45 חודשים,['144ב'],"['ניסיון לסחר בנשק', 'סחר בנשק']",מאחר,19000,900,['ברכב'],בצע כסף,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",45 חודשים
GENERATED,ME-19-04-1316-977,כן,144(ב2),סחר בנשק,"ניסיון לסחר בנשק לפי סעיף 144(ב2) בצירוף סעיף 25 לחוק העונשין תשל""ז-1977",,,,,,,,,,,,,,,,לא,כן,מצא,לא צוין,תקול,כן,"ארגז תחמושת, 1100 כדורים, 900 כדורים",ברכב,כן,בצע כסף,לא,פוטנציאל נזק גדול,לא,"45 חודשי מאסר בפועל, החל מיום מעצרו 19.3.2019; מאסר על תנאי של 8 חודשים, שירצה רק אם יעבור עבירת נשק מסוג פשע בתוך שלוש שנים מיום שחרורו","['144ב', '144ב2']",['סחר בנשק'],מצא,,2000,['ברכב'],בצע כסף,לא,['פוטנציאל נזק רב'],45 חודשים
GT,ME-20-01-17935-7,כן,"144 א, 144 ב","החזקה נשק, נשיאת נשק",הפרעה לשוטר,,,1,,,,,,,,,,,,,כן,כן,,,תקול,לא,,בבית,לא,,לא,לא נגרם נזק,כן,12 חודשים,"['144א', '144ב']","['החזקת נשק', 'נשיאת נשק']",,,,['בבית'],,לא,['לא נגרם נזק'],12 חודשים
GENERATED,ME-20-01-17935-7,כן,"144(א), 144(ב), 25, 275","ניסיון להחזקה ונשיאת נשק, הפרעה לשוטר",הפרעה לשוטר לפי סעיף 275,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,כן,כן,אחר,לא צוין,תקול,לא,לא צוינה תחמושת,בבית,לא,לא ברור,לא,לא נגרם נזק,כן,"12 חודשי מאסר בפועל (בניכוי תקופת מעצר מאז 29.12.19), מאסר על תנאי של 9 חודשים למשך 3 שנים וקנס של 2,500 ₪","['144א', '144ב']","['החזקת נשק', 'נשיאת נשק']",מאחר,,,['בבית'],,לא,['לא נגרם נזק'],12 חודשים
GT,ME-20-01-62688-591,כן,144 ב,"נשיאת נשק, הובלת נשק","חבלה בכוונה מחמירה - עבירה לפי סעיף 329 (א)(1) לחוק העונשין; החזקת סם מסוכן לצריכה עצמית - עבירה לפי סעיף 7(א) + (ג) סיפא לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג-1973.",1,,,,,,,,,,,,,,,כן,כן,,,נשק עם כדור בקנה,לא,,"ברכב, על גופו",כן,סכסוך,"כן,ירי","נגרם נזק רב, פוטנציאל נזק גדול",לא,30 חודשים,['144ב'],"['הובלת נשק', 'נשיאת נשק']",,,,"['ברכב', 'על גופו']",סכסוך,['כן-ירי'],"['נגרם נזק', 'פוטנציאל נזק רב']",30 חודשים
GENERATED,ME-20-01-62688-591,כן,329 (א)(1),חבלה בכוונה מחמירה,"[{'offense_number': '144 (ב)', 'offense_type': 'נשיאה והובלה של נשק'}, {'offense_number': '7(א) + 7(ג) סיפא', 'offense_type': 'החזקה של סם מסוכן לצריכה עצמית'}]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,כן,כן,אחר,לא צוין,נשק עם כדור בקנה,לא,כדור אחד,על גופו,כן,סכסוך,כן-ירי,נגרם נזק,כן,"30 חודשי מאסר בפועל, בניכוי ימי מעצר; 12 חודשי מאסר על תנאי שלא יעבור בתוך 3 שנים מעבירות נשק ו/או אלימות",,,מאחר,,1,['על גופו'],סכסוך,['כן-ירי'],['נגרם נזק'],30 חודשים
GT,ME-20-07-29529-567,כן,144 ב,"נשיאת נשק, הובלת נשק",,1,,,,,,,,,,,,,,,לא,כן,,,נשק מופרד מתחמושת,לא,2 מחסניות,ברכב,כן,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,9 חודשים,['144ב'],"['הובלת נשק', 'נשיאת נשק']",,,40,['ברכב'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",9 חודשים
GENERATED,ME-20-07-29529-567,כן,144(ב),נשיאה והובלה של נשק,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,לא,כן,אחר,לא צוין,תקין,לא,2 מחסניות,"מוסלק-מוסתר, על גופו",כן,לא ברור,לא,לא נגרם נזק,לא,"9 חודשי מאסר בפועל עם ריצוי בעבודות שירות; מבחן לתקופה של 18 חודשים; מאסר על תנאי של 9 חודשים למשך 3 שנים; קנס של 5,000 ₪",['144ב'],"['הובלת נשק', 'נשיאת נשק']",מאחר,,40,"['מוסלק-מוסתר', 'על גופו']",,לא,['לא נגרם נזק'],9 חודשים
GT,ME-20-07-39500-753,כן,144 ב,נשיאת נשק,,1,,,,,,,,,,,,,,,כן,לא,,,נשק עם כדור בקנה,לא,מחסנית ובה 11 כדורים,"ברכב, על גופו",לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,30 חודשים,['144ב'],['נשיאת נשק'],,,11,"['ברכב', 'על גופו']",,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",30 חודשים
GENERATED,ME-20-07-39500-753,כן,144(ב),נשיאת נשק,"שתי הרשעות קודמות: עבירות רכוש, הפרעה לשוטר במילוי תפקידו, פציעה, דרישה באיומים של רכוש, הפרת הוראה חוקית, אי הגשת עזרה לאחר גרימת תאונה",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,כן,כן,אחר,לא צוין,תקול,לא,11 כדורים,על גופו,לא,לא ברור,לא,לא נגרם נזק,לא,"30 חודשי מאסר בפועל, 9 חודשי מאסר על תנאי (תנאי לאישום נשיאת נשק מסוג פשע או עבירת אלימות נגד הגוף מסוג פשע בתוך 3 שנים), 5 חודשי מאסר על תנאי (תנאי לאישום עבירת אלימות נגד הגוף מסוג עוון בתוך 3 שנים), וקנס כספי בסך 5,000 ₪ או 40 ימי מאסר תמורתו",['144ב'],['נשיאת נשק'],מאחר,,11,['על גופו'],,לא,['לא נגרם נזק'],30 חודשים
GT,ME-20-11-72146-895,כן,144 ב,"נשיאת נשק, הובלת נשק",ניסיון לחבלה חמורה בנסיבות מחמירות לפי סעיפים 333 + 335(א)(1) + סעיף 25 לחוק העונשין; שיבוש מהלכי משפט לפי סעיף 244 לחוק העונשין והפרעה לשוטר בשעת מילוי תפקידו לפי סעיף 275 לחוק העונשין.,1,,,,,,,,,,,,,,,לא,כן,,,נשק עם כדור בקנה,לא,מחסנית,על גופו,כן,סכסוך,"כן,ירי","לא נגרם נזק, פוטנציאל נזק גדול",כן,3.5 שנים,['144ב'],"['הובלת נשק', 'נשיאת נשק']",,,20,['על גופו'],סכסוך,['כן-ירי'],"['לא נגרם נזק', 'פוטנציאל נזק רב']",
