cluster,label,n_member_names,n_reps,reps,cov_Hybrid-Manual,cov_Hybrid-Full,cov_GPT-Law,cov_GPT-Free,members
497,שעת התגלית,1,2,Hybrid-Manual|Hybrid-Full,1,1,0,0,שעת_התגלית
499,תאריך גילוי העבירות,1,2,Hybrid-Manual|Hybrid-Full,1,1,0,0,תאריך_גילוי_העבירות
184,תאריך הגשת כתב אישום,2,2,Hybrid-Manual|Hybrid-Full,1,1,0,0,תאריך_הגשת_כתב_אישום ; תאריך_הגשת_כתב_האישום
796,תאריך הירי,1,2,Hybrid-Manual|Hybrid-Full,1,1,0,0,תאריך_הירי
571,תאריך התגלית,1,2,Hybrid-Manual|Hybrid-Full,1,1,0,0,תאריך_התגלית
254,תאריך נשיאת הנשק,2,2,Hybrid-Manual|Hybrid-Full,1,1,0,0,תאריך_נשיאת_הנשק ; תאריך_נשיאת_הנשק_לעבודה
240,תאריך פיגוע ירי חרוב,2,2,Hybrid-Manual|Hybrid-Full,1,1,0,0,תאריך_פיגוע_ירי_חרוב ; תאריך_פיגוע_ירי_על_ידי_חרוב
500,תאריך שחרור מהאשפוז,1,2,Hybrid-Manual|Hybrid-Full,1,1,0,0,תאריך_שחרור_מהאשפוז
226,תאריכים נוספים של החזקת הנשק,2,2,Hybrid-Manual|Hybrid-Full,1,1,0,0,תאריכים_נוספים_של_החזקת_הנשק ; תאריכים_של_החזקת_הנשק
338,תגובת הנאשם להגעת השוטרים,1,2,Hybrid-Manual|Hybrid-Full,1,1,0,0,תגובת_הנאשם_להגעת_השוטרים
631,תגובת השוטרים,1,2,Hybrid-Manual|Hybrid-Full,1,1,0,0,תגובת_השוטרים
595,תוצאת האירוע,1,2,Hybrid-Manual|Hybrid-Full,1,1,0,0,תוצאת_האירוע
527,תוצאת הפגיעה,1,2,Hybrid-Manual|Hybrid-Full,1,1,0,0,תוצאת_הפגיעה
277,תקופת_ביצוע_עבירות_סמים,1,2,GPT-Law|GPT-Free,0,0,1,1,תקופת_ביצוע_עבירות_סמים
446,תקלות בנשק,1,2,Hybrid-Manual|Hybrid-Full,1,1,0,0,תקלות_בנשק
196,חלקו_היחסי_של_הנאשם,2,1,GPT-Law,0,0,66,0,חלקו_היחסי_של_הנאשם ; חלקו_של_הנאשם
616,נזק_שנגרם,1,1,GPT-Law,0,0,63,0,נזק_שנגרם
129,קרבה_לסייג_לאחריות_פלילית,4,1,GPT-Law,0,0,60,0,קרבה_לסייג_לאחריות_פלילית ; הייתה_קרבה_לסייג_לאחריות_פלילית ; הייתה_קרבה_לסייג_פלילי ; היתה_קרבה_לסייג_לאחריות_פלילית
171,נזק_צפוי,2,1,GPT-Law,0,0,59,0,נזק_צפוי ; נזק_שהיה_צפוי
69,ניצול_כוח_או_מעמד,4,1,GPT-Law,0,0,59,0,ניצול_כוח_או_מעמד ; ניצול_מעמד_או_כוח ; ניצול_מעמד_או_יחסים ; ניצול_יחסים_או_מעמד
305,יכולת_הבנה_של_הנאשם,2,1,GPT-Law,0,0,56,0,יכולת_הבנה_של_הנאשם ; יכולת_הבנה
128,יכולת_שליטה_במעשה,4,1,GPT-Law,0,0,44,0,יכולת_שליטה_במעשה ; יכולת_שליטה ; יכולת_שליטה_והימנעות ; יכולת_שליטה_על_המעשה
101,סיבות_לביצוע,2,1,GPT-Law,0,0,44,0,סיבות_לביצוע ; סיבות_לביצוע_העבירה
15,אכזריות_או_ניצול,4,1,GPT-Law,0,0,40,0,אכזריות_או_ניצול ; אכזריות_או_ניצול_במעשה ; אכזריות_או_ניצול_המתלונן ; אכזריות_אלימות_התעללות_או_ניצול
640,האם_הנשק_היה_תקין,2,1,GPT-Law,0,0,36,0,הנשק_היה_תקין ; הנשק_תקין
156,האם_הייתה_התגרות_של_נפגע,8,1,GPT-Law,0,0,30,0,הייתה_התגרות_של_נפגע ; הייתה_התגרות_של_נפגע_העבירה ; הייתה_התגרות_של_הנפגע ; הייתה_התגרות_מצד_הנפגע ; היתה_התגרות_של_נפגע ; הייתה_התגרות_או_התעללות_על_ידי_נפגע ; הייתה_התגרות_של_הנפגעים ; היתה_התגרות_של_הנפגע
131,האם_הייתה_השפעה_של_אחרים,8,1,GPT-Law,0,0,28,0,הייתה_השפעה_של_אחרים ; הייתה_השפעה_של_אחר ; הייתה_השפעה_של_אחר_על_הנאשם ; הייתה_השפעה_של_אחר_על_הנאשמת ; הייתה_השפעה_של_אחרים_על_הנאשם ; היתה_השפעה_של_אחר ; היתה_השפעה_של_אחרים ; היתה_השפעה_של_אחרים_על_הנאשם
289,התגרות_נפגע,6,1,GPT-Law,0,0,26,0,התגרות_נפגע ; התגרות_נפגע_העבירה ; התגרות_של_נפגע_העבירה ; התגרות_מצד_נפגע ; התגרות_מצד_נפגע_העבירה ; התגרות_של_נפגע
340,מצוקה_נפשית_עקב_התעללות,2,1,GPT-Law,0,0,26,0,מצוקה_נפשית_עקב_התעללות ; מצוקה_נפשית_או_התעללות
632,האם_הייתה_תכנית_מוקדמת,2,1,GPT-Law,0,0,24,0,הייתה_תכנית_מוקדמת ; היתה_תכנית_מוקדמת
1133,האם_הנאשם_הבין_את_מעשיו,1,1,GPT-Law,0,0,24,0,הנאשם_הבין_את_מעשיו
87,האם_הייתה_ניצול_מעמד,10,1,GPT-Law,0,0,22,0,הייתה_ניצול_מעמד ; היה_ניצול_מעמד_או_כוח ; הייתה_ניצול_מעמד_או_כוח ; הייתה_ניצול_כוח_או_מעמד ; הייתה_ניצול_מעמד_או_יחסים ; היה_ניצול_כוח_או_מעמד ; היה_ניצול_מעמד_או_יחסים ; הייתה_ניצול_כח_או_מעמד ; הייתה_ניצול_לרעה_של_כוח_או_מעמד ; היתה_ניצול_כח_או_מעמד
81,האם_העבירה_בוצעה_במקום_ציבורי,5,1,GPT-Law,0,0,21,0,העבירה_בוצעה_במקום_ציבורי ; העבירה_בוצעה_בצוותא ; העבירה_בוצעה_בציבור ; העבירה_בוצעה_ביחידות ; העבירה_בוצעה_לבד
229,מצוקה_נפשית_של_הנאשם,2,1,GPT-Law,0,0,20,0,מצוקה_נפשית_של_הנאשם ; מצוקה_נפשית
44,האם_הייתה_אכזריות_או_ניצול,7,1,GPT-Law,0,0,19,0,הייתה_אכזריות_או_ניצול ; הייתה_אכזריות_או_התעללות ; היתה_אכזריות_או_ניצול ; הייתה_אכזריות_או_ניצול_במעשה ; הייתה_אכזריות_או_ניצול_יחסים ; הייתה_אכזריות_או_ניצול_נפגע ; היתה_אכזריות_או_ניצול_במעשה
136,האם_העבירה_בוצעה_בזיקה_לארגון_פשיעה,3,1,GPT-Law,0,0,18,0,העבירה_בוצעה_בזיקה_לארגון_פשיעה ; העבירה_בוצעה_במסגרת_ארגון_פשיעה ; בוצעה_העבירה_בזיקה_לארגון_פשיעה
353,האם_הנאשם_היה_בשליטה_על_מעשיו,3,1,GPT-Law,0,0,16,0,הנאשם_היה_בשליטה_על_מעשיו ; הנאשם_היה_בשליטה ; הנאשם_היה_בשליטה_על_המעשה
37,אכזריות_או_ניצול_נפגע,4,1,GPT-Law,0,0,14,0,אכזריות_או_ניצול_נפגע ; אכזריות_או_ניצול_הנפגע ; אכזריות_או_אלימות_כלפי_נפגע ; אכזריות_או_ניצול_נפגע_העבירה
199,האם_היה_נזק_צפוי,3,1,GPT-Law,0,0,13,0,היה_נזק_צפוי ; הנזק_היה_צפוי ; היה_צפוי_נזק
23,האם_הנשק_הוסתר,3,1,GPT-Law,0,0,13,0,הנשק_הוסתר ; הנשק_הוסב ; הנשק_הוסתר_או_הוחבא
704,האם_הייתה_התעללות_בנאשם,2,1,GPT-Law,0,0,11,0,הייתה_התעללות_בנאשם ; היתה_התעללות_בנאשם
784,האם_הייתה_שליטה_על_המעשה,1,1,GPT-Law,0,0,11,0,הייתה_שליטה_על_המעשה
161,האם_נגרם_נזק_פיזי,3,1,GPT-Law,0,0,10,0,נגרם_נזק_פיזי ; נגרם_נזק ; נגרם_נזק_ממשי
142,האם_הייתה_מצוקה_נפשית,4,1,GPT-Law,0,0,9,0,הייתה_מצוקה_נפשית ; הייתה_מצוקה_נפשית_של_הנאשם ; הייתה_מצוקה_נפשית_בשל_התעללות ; היתה_מצוקה_נפשית_של_הנאשם
52,האם_הייתה_פגיעה_בפועל,4,1,GPT-Law,0,0,9,0,הייתה_פגיעה_בפועל ; היתה_פגיעה_בפועל ; הייתה_פגיעה_פיזית_או_שימוש_בפועל ; הייתה_פגיעה_פיזית_בפועל
116,האם_הנאשם_קטין,3,1,GPT-Law,0,0,9,0,הנאשם_קטין ; הנאשם_היה_קטין ; הנאשם_היה_קטין_בעת_העבירה
182,האם_העבירה_בוצעה_ביותר_מנשק_אחד,3,1,GPT-Law,0,0,9,0,העבירה_בוצעה_ביותר_מנשק_אחד ; העבירה_בוצעה_לגבי_יותר_מנשק_אחד ; העבירה_בוצעה_ליותר_מנשק_אחד
473,קרבה_לסייג_אחריות,2,1,GPT-Law,0,0,9,0,קרבה_לסייג_אחריות ; קרבה_לסייג_לאחריות
308,אכזריות_או_אלימות,2,1,GPT-Law,0,0,8,0,אכזריות_או_אלימות ; אכזריות_או_אלימות_מיוחדת
38,האם_הייתה_כוונה_להשתמש_בנשק,4,1,GPT-Law,0,0,8,0,הייתה_כוונה_להשתמש_בנשק ; הייתה_כוונה_לשימוש_בנשק ; הייתה_כוונה_להחזיק_בנשק ; הייתה_כוונה_לשימוש_בכלי_הנשק
111,האם_הייתה_כוונה_לעשות_שימוש,6,1,GPT-Law,0,0,8,0,הייתה_כוונה_לעשות_שימוש ; הייתה_כוונה_לשימוש_מיידי ; הייתה_כוונה_לשימוש ; הייתה_כוונה_לשימוש_פלילי_נוסף ; היתה_כוונה_לעשות_שימוש ; היתה_כוונה_לשימוש
1359,האם_הנאשם_היה_במצוקה_נפשית,1,1,GPT-Law,0,0,8,0,הנאשם_היה_במצוקה_נפשית
442,האם_הנאשם_ניצל_כוח_או_מעמד,6,1,GPT-Law,0,0,8,0,הנאשם_ניצל_כוח_או_מעמד ; הנאשם_ניצל_מעמד_או_כוח ; הנאשם_ניצל_כוחו_או_מעמדו ; הנאשם_ניצל_מעמד_או_יחסים ; הנאשם_ניצל_מעמד_או_כח ; הנאשם_ניצל_מעמדו_או_כוחו
40,האם_הנאשם_פעל_לבד,3,1,GPT-Law,0,0,8,0,הנאשם_פעל_לבד ; הנאשם_פעל_במסגרת_קבוצתית ; הנאשם_פעל_בצוותא
71,האם_הנשק_היה_ברשות_הנאשם,3,1,GPT-Law,0,0,8,0,הנשק_היה_ברשות_הנאשם ; הנשק_היה_ברשות_הנאשם_לזמן_ממושך ; הנשק_היה_ברשות_הנאשם_ללא_רישיון
320,האם_העבירה_בוצעה_לשם_רווח_כלכלי,2,1,GPT-Law,0,0,8,0,העבירה_בוצעה_לשם_רווח_כלכלי ; העבירה_בוצעה_לשם_רווח
310,מניע_העבירה,3,1,GPT-Law,0,0,8,0,מניע_העבירה ; מניע_לביצוע_העבירה ; מניע_לעבירה
55,האם_הייתה_התגרות_או_התעללות,5,1,GPT-Law,0,0,7,0,הייתה_התגרות_או_התעללות ; הייתה_התגרות_או_מצוקה ; הייתה_התגרות ; הייתה_התגרות_או_מצוקה_נפשית ; הייתה_התגרות_של_המתלונן
212,האם_הנאשם_קרוב_לסייג_לאחריות_פלילית,3,1,GPT-Law,0,0,7,0,הנאשם_קרוב_לסייג_לאחריות_פלילית ; הנאשם_היה_קרוב_לסייג_פלילי ; הנאשם_היה_קרוב_לסייג_לאחריות_פלילית
1070,גיל_הנאשם,1,1,GPT-Law,0,0,6,0,גיל_הנאשם
855,האם_החזקה_במקום_ציבורי,1,1,GPT-Law,0,0,6,0,החזקה_במקום_ציבורי
18,האם_היה_נזק_פוטנציאלי,2,1,GPT-Law,0,0,6,0,היה_נזק_פוטנציאלי ; נזק_פוטנציאלי
1262,האם_העבירה_בוצעה_במסגרת_ארגון_פשע,1,1,GPT-Law,0,0,6,0,העבירה_בוצעה_במסגרת_ארגון_פשע
1112,זמן_ביצוע,1,1,GPT-Law,0,0,6,0,זמן_ביצוע
1116,יכולת_הבנה_ושליטה,1,1,GPT-Law,0,0,6,0,יכולת_הבנה_ושליטה
1378,יכולת_הימנעות_ושליטה,1,1,GPT-Law,0,0,6,0,יכולת_הימנעות_ושליטה
233,סיבת_ביצוע_העבירה,2,1,GPT-Law,0,0,6,0,סיבת_ביצוע_העבירה ; סיבת_העבירה
737,האם_בוצע_ירי_באזור_מגורים,2,1,GPT-Law,0,0,5,0,בוצע_ירי_באזור_מגורים ; הירי_בוצע_באזור_מגורים
50,האם_העבירה_בוצעה_בתמורה_או_למטרת_רווח,4,1,GPT-Law,0,0,5,0,העבירה_בוצעה_בתמורה_או_למטרת_רווח ; בוצעה_העבירה_למטרת_רווח ; העבירה_בוצעה_למטרות_רווח ; העבירה_בוצעה_למטרת_רווח
42,האם_החזקה_במקום_מגורים,2,1,GPT-Law,0,0,5,0,החזקה_במקום_מגורים ; החזקה_של_נשק_במקום_מגורים
43,האם_היה_נזק_פיזי_או_נפגעים,5,1,GPT-Law,0,0,5,0,היה_נזק_פיזי_או_נפגעים ; היה_נזק_פיזי_לנפגע ; היה_נזק_פיזי_לנפגעים ; נגרם_נזק_פיזי_או_נפגעים ; נזק_פיזי_לנפגע
106,האם_הייתה_כוונה_לפגוע,4,1,GPT-Law,0,0,5,0,הייתה_כוונה_לפגוע ; הייתה_כוונה_לפגוע_חמורות ; הייתה_כוונה_לפגוע_פיזית ; היתה_כוונה_לפגוע_פיזית
327,האם_הנאשם_החזיק_ברישיון,2,1,GPT-Law,0,0,5,0,הנאשם_החזיק_ברישיון ; הנאשם_החזיק_רישיון
292,האם_הנאשם_היה_נהג,2,1,GPT-Law,0,0,5,0,הנאשם_היה_נהג ; הנאשם_נהג
864,האם_הנשק_בכוחו_להמית,2,1,GPT-Law,0,0,5,0,הנשק_בכוחו_להמית ; הנשק_מסוגל_להמית
660,מצוקה_נפשית_או_התגרות,2,1,GPT-Law,0,0,5,0,מצוקה_נפשית_או_התגרות ; התגרות_או_מצוקה_נפשית
124,יכולת_הימנעות,2,1,GPT-Law,0,0,5,0,יכולת_הימנעות ; יכולת_הימנעות_מהמעשה
47,אופן גילוי העבירה,2,1,GPT-Free,0,0,0,4,אופן_גילוי_העבירה ; גילוי_העבירה
351,האם_החזקה_או_נשיאה,3,1,GPT-Law,0,0,4,0,החזקה_או_נשיאה ; החזקה_או_נשיאה_ברישיון ; החזקה_או_נשיאה_ברשיון
603,האם_היה_נזק_רכוש,2,1,GPT-Law,0,0,4,0,היה_נזק_רכוש ; היה_נזק_רכושי
867,האם היו עדים לאירוע,1,1,GPT-Free,0,0,0,4,היו_עדים_לאירוע
30,האם_הייתה_הובלה_או_נשיאה,2,1,GPT-Law,0,0,4,0,הייתה_הובלה_או_נשיאה ; הייתה_רשות_להחזקה_או_נשיאה
359,האם_הייתה_התארגנות_מוקדמת,3,1,GPT-Law,0,0,4,0,הייתה_התארגנות_מוקדמת ; הייתה_הכנה_מוקדמת ; הייתה_הצטיידות_מוקדמת
447,האם_הייתה_פגיעה_ברכוש,2,1,GPT-Law,0,0,4,0,הייתה_פגיעה_ברכוש ; הייתה_פגיעה_בגוף_או_ברכוש
265,האם_הייתה_פגיעה_צפויה,2,1,GPT-Law,0,0,4,0,הייתה_פגיעה_צפויה ; היתה_פגיעה_צפויה
175,האם_הייתה_תמורה_כספית,4,1,GPT-Law,0,0,4,0,הייתה_תמורה_כספית ; הייתה_תמורה_כספית_בהעברה_לנאשם ; הייתה_תמורה_כספית_לנאשם ; הייתה_תמורה_כספית_לעבירה
287,האם_הנאשם_החזיק_נשק_ללא_רישיון,3,1,GPT-Law,0,0,4,0,הנאשם_החזיק_נשק_ללא_רישיון ; הנאשם_בעל_רישיון_לנשק ; הנאשם_החזיק_ברישיון_לנשק
243,האם_הנאשם_הורשע_בעבר_בעבירות_נשק,2,1,GPT-Law,0,0,4,0,הנאשם_הורשע_בעבר_בעבירות_נשק ; הנאשם_הורשע_בעבירות_נשק_בעבר
39,האם_הנאשם_היה_בהשפעת_אחרים,2,1,GPT-Law,0,0,4,0,הנאשם_היה_בהשפעת_אחרים ; הנאשם_פעל_בהשפעת_אחר
221,האם_הנשק_היה_ברשות_חוקית,2,1,GPT-Law,0,0,4,0,הנשק_היה_ברשות_חוקית ; הנשק_היה_חוקי
1379,מערכת_יחסים_בין_הצדדים,1,1,GPT-Free,0,0,0,4,מערכת_יחסים_בין_הצדדים
245,תקופת_ביצוע,1,1,GPT-Free,0,0,0,4,תקופת_ביצוע
904,אופן_התפיסה,1,1,GPT-Free,0,0,0,3,אופן_התפיסה
259,האם_העבירה_בוצעה_במסגרת_קבוצתית,2,1,GPT-Law,0,0,3,0,העבירה_בוצעה_במסגרת_קבוצתית ; בוצעה_העבירה_במסגרת_קבוצתית
1348,האם_היה_נזק_פיזי,1,1,GPT-Law,0,0,3,0,היה_נזק_פיזי
1326,האם_היה_נזק_שנגרם,1,1,GPT-Law,0,0,3,0,היה_נזק_שנגרם
166,האם_הייתה_הבנה_של_המעשה,2,1,GPT-Law,0,0,3,0,הייתה_הבנה_של_המעשה ; הייתה_הבנה_לפסול_המעשה
1266,האם_הייתה_הפרעה_לשוטר,1,1,GPT-Law,0,0,3,0,הייתה_הפרעה_לשוטר
172,האם_הייתה_כוונה_מוקדמת,2,1,GPT-Law,0,0,3,0,הייתה_כוונה_מוקדמת ; היתה_כוונה_מוקדמת
160,האם_הייתה_עסקה_מסחרית,3,1,GPT-Law,0,0,3,0,הייתה_עסקה_מסחרית ; הייתה_עסקת_רכישה ; הייתה_תמורה_לעסקה
641,האם_הנאשם_הושפע_מאחרים,2,1,GPT-Law,0,0,3,0,הנאשם_הושפע_מאחרים ; הנאשם_הושפע_מאחר
206,האם_הנשק_גנוב,2,1,GPT-Law,0,0,3,0,הנשק_גנוב ; הנשק_היה_גנוב
1350,האם_הנשק_היה_ברכב,1,1,GPT-Law,0,0,3,0,הנשק_היה_ברכב
414,האם_הנשק_סוגל_לירות,2,1,GPT-Law,0,0,3,0,הנשק_סוגל_לירות ; הנשק_מסוגל_לירות
304,האם_העבירה_בוצעה_במסגרת_סכסוך,2,1,GPT-Law,0,0,3,0,העבירה_בוצעה_במסגרת_סכסוך ; העבירה_בוצעה_במסגרת_עסקה
389,האם_העבירה_בוצעה_ברכב,2,1,GPT-Law,0,0,3,0,העבירה_בוצעה_ברכב ; העבירה_בוצעה_בסיוע_רכב
99,האם_העבירה_בוצעה_בתכנון_מוקדם,3,1,GPT-Law,0,0,3,0,העבירה_בוצעה_בתכנון_מוקדם ; העבירה_בוצעה_מתוך_תכנון ; העבירה_בוצעה_מתוך_תכנון_מוקדם
1052,השפעת_אחר_על_הנאשם,1,1,GPT-Law,0,0,3,0,השפעת_אחר_על_הנאשם
380,ירי מנשק,2,1,GPT-Free,0,0,0,3,ירי_מנשק ; ירי_מהנשק
1166,כמות_מחסניות,1,1,GPT-Law,0,0,3,0,כמות_מחסניות
1380,מחסניות,1,1,GPT-Free,0,0,0,3,מחסניות
155,מיקום החזקת הנשק בעת המעצר,3,1,Hybrid-Full,0,3,0,0,מיקום_החזקת_הנשק_בעת_המעצר ; מיקום_החזקת_הנשק_לפני_המעצר ; מיקום_הנשק_בעת_המעצר
828,מניע_לביצוע,1,1,GPT-Law,0,0,3,0,מניע_לביצוע
247,ניצול_לרעה_של_כוח_או_מעמד,2,1,GPT-Law,0,0,3,0,ניצול_לרעה_של_כוח_או_מעמד ; נעשה_ניצול_לרעה_של_כוח_או_מעמד
436,נסיבות_האירוע,2,1,GPT-Free,0,0,0,3,נסיבות_האירוע ; נסיבות_תחילת_האירוע
683,נסיבות_המעצר,2,1,GPT-Free,0,0,0,3,נסיבות_המעצר ; נסיבות_מעצר
89,שווי_הנשק,2,1,GPT-Law,0,0,3,0,שווי_הנשק ; שווי_הנשק_בשקלים
276,שיטת פעולה,1,1,GPT-Free,0,0,0,3,שיטת_פעולה
860,אופי_המעשה,1,1,GPT-Free,0,0,0,2,אופי_המעשה
1223,אופן ביצוע הירי,1,1,GPT-Free,0,0,0,2,אופן_ביצוע_הירי
877,אופן הגניבה,1,1,GPT-Free,0,0,0,2,אופן_הגניבה
102,אופן_ההגעה_למקום,2,1,GPT-Law,0,0,2,0,אופן_ההגעה_למקום ; אופן_ההגעה_לנשק
927,איום מילולי,1,1,GPT-Free,0,0,0,2,איום_מילולי
1135,אמצעי_הסתרה,1,1,GPT-Free,0,0,0,2,אמצעי_הסתרה
1225,אמצעי תקיפה,1,1,GPT-Free,0,0,0,2,אמצעי_תקיפה
1349,האם_בוצע_ביחד_עם_אחרים,1,1,GPT-Law,0,0,2,0,בוצע_ביחד_עם_אחרים
41,האם_בוצעה_אלימות_פיזית,2,1,GPT-Law,0,0,2,0,בוצעה_אלימות_פיזית ; בוצעה_עבירת_פזיזות_ורשלנות
618,האם_בוצעה_עבירת_איומים,2,1,GPT-Law,0,0,2,0,בוצעה_עבירת_איומים ; בוצעו_איומים
309,האם_החזקה_בלא_רשיון,2,1,GPT-Law,0,0,2,0,החזקה_בלא_רשיון ; החזקה_ברשיון
195,החזקה בלתי חוקית,2,1,GPT-Free,0,0,0,2,החזקה_בלתי_חוקית ; החזקה_בלתי_חוקית_נוספת
928,האם_החזקה_במקום_עבודה,1,1,GPT-Law,0,0,2,0,החזקה_במקום_עבודה
910,האם_החזקה_במקום_פרטי,1,1,GPT-Law,0,0,2,0,החזקה_במקום_פרטי
1365,האם_החזקה_בתיק,1,1,GPT-Law,0,0,2,0,החזקה_בתיק
903,האם_החזקה_הייתה_שלא_כדין,1,1,GPT-Free,0,0,0,2,החזקה_הייתה_שלא_כדין
785,האם_החזקה_לזמן_ממושך,1,1,GPT-Law,0,0,2,0,החזקה_לזמן_ממושך
813,האם_החזקה_קבוצתית,1,1,GPT-Law,0,0,2,0,החזקה_קבוצתית
63,האם_החזקה_של_נשק_ברכב,2,1,GPT-Law,0,0,2,0,החזקה_של_נשק_ברכב ; הייתה_החזקה_של_נשק_ברכב
416,החזקת נשק ללא היתר,2,1,GPT-Free,0,0,0,2,החזקת_נשק_ללא_היתר ; היתר_להחזקת_נשק
1345,האם היה סכסוך קודם,1,1,GPT-Free,0,0,0,2,היה_סכסוך_קודם
1105,האם_היו_מעורבים_נוספים,1,1,GPT-Law,0,0,2,0,היו_מעורבים_נוספים
154,האם_היו_נסיבות_מחמירות,3,1,GPT-Law,0,0,2,0,היו_נסיבות_מחמירות ; היו_נסיבות_מחמירות_נוספות ; היו_נסיבות_מקלות
427,האם_היו_נסיבות_מיוחדות_לביצוע,2,1,GPT-Law,0,0,2,0,היו_נסיבות_מיוחדות_לביצוע ; היו_סיבות_מיוחדות_לביצוע
965,האם_היו_קטינים_מעורבים,1,1,GPT-Law,0,0,2,0,היו_קטינים_מעורבים
176,האם_הייתה_הובלה,2,1,GPT-Law,0,0,2,0,הייתה_הובלה ; הייתה_הובלה_או_הסתרה
342,האם_הייתה_החזקה_של_נשק_בלא_רישיון,2,1,GPT-Law,0,0,2,0,הייתה_החזקה_של_נשק_בלא_רישיון ; הייתה_החזקת_נשק_ללא_רישיון
152,האם_הייתה_הצעה_קודמת_למכור_את_הנשק,2,1,GPT-Law,0,0,2,0,הייתה_הצעה_קודמת_למכור_את_הנשק ; הייתה_תמורה_עבור_הנשק
77,האם_הייתה_התנגדות_למשטרה,2,1,GPT-Law,0,0,2,0,הייתה_התנגדות_למשטרה ; הייתה_פנייה_למשטרה
303,האם_הייתה_כניסה_לבית_עם_נשק,2,1,GPT-Law,0,0,2,0,הייתה_כניסה_לבית_עם_נשק ; הייתה_נסיעה_עם_הנשק
635,האם_הייתה_עסקה_בנשק,1,1,GPT-Law,0,0,2,0,הייתה_עסקה_בנשק
180,האם_הייתה_פגיעה_באמון_הציבור,3,1,GPT-Law,0,0,2,0,הייתה_פגיעה_באמון_הציבור ; הייתה_פגיעה_בביטחון_הציבור ; הייתה_פגיעה_בשלוות_הציבור
86,האם_הייתה_פגיעה_באנשים,2,1,GPT-Law,0,0,2,0,הייתה_פגיעה_באנשים ; הייתה_פגיעה_בבני_אדם
663,היכרות_מוקדמת_בין_המעורבים,2,1,GPT-Law,0,0,2,0,היכרות_מוקדמת_בין_המעורבים ; היכרות_מוקדמת_בין_הנאשמים
3,האם_המחסניות_טעונות,2,1,GPT-Free,0,0,0,2,המחסניות_טעונות ; המחסניות_מלאות
262,האם_הנאשם_הורשע_בעבירות_נוספות,2,1,GPT-Law,0,0,2,0,הנאשם_הורשע_בעבירות_נוספות ; הנאשם_הורשע_בעבירות_נוספות_בעבר
268,האם_הנאשם_החזיק_ברכב,2,1,GPT-Law,0,0,2,0,הנאשם_החזיק_ברכב ; הנאשם_נהג_ברכב
126,האם_הנאשם_היה_בעל_רישיון_בעבר,2,1,GPT-Law,0,0,2,0,הנאשם_היה_בעל_רישיון_בעבר ; הנאשם_נהג_ללא_רישיון
1340,האם_הנאשם_נמלט_מהמקום,1,1,GPT-Law,0,0,2,0,הנאשם_נמלט_מהמקום
139,האם_הנאשם_פעל_במסגרת_ארגון_פשיעה,2,1,GPT-Law,0,0,2,0,הנאשם_פעל_במסגרת_ארגון_פשיעה ; הנאשם_פעל_במסגרת_ארגון_פשע
1369,האם_הנאשם_פעל_עם_אחרים,1,1,GPT-Law,0,0,2,0,הנאשם_פעל_עם_אחרים
1007,האם_הנשק_הוחזק_במקום_ציבורי,1,1,GPT-Law,0,0,2,0,הנשק_הוחזק_במקום_ציבורי
108,האם_הנשק_הועבר_לנאשם,2,1,GPT-Law,0,0,2,0,הנשק_הועבר_לנאשם ; הנשק_היה_נגיש_לנאשם
950,האם_הנשק_היה_מבצעי,1,1,GPT-Law,0,0,2,0,הנשק_היה_מבצעי
94,האם הנשק כשיר לירי,2,1,GPT-Free,0,0,0,2,הנשק_כשיר_לירי ; הנשק_מסוגל_לירי
729,הסבר לירי,1,1,GPT-Free,0,0,0,2,הסבר_לירי
515,האם_העבירה_בוצעה_באזור_מגורים,2,1,GPT-Law,0,0,2,0,העבירה_בוצעה_באזור_מגורים ; העבירה_בוצעה_במקום_מגורים
145,האם_העבירה_בוצעה_בלא_רישיון,2,1,GPT-Law,0,0,2,0,העבירה_בוצעה_בלא_רישיון ; העבירה_בוצעה_בלא_רשיון
91,האם_העבירה_בוצעה_במהלך_פעילות_משטרתית,2,1,GPT-Law,0,0,2,0,העבירה_בוצעה_במהלך_פעילות_משטרתית ; העבירה_בוצעה_במסגרת_תחבולה_משטרתית
29,האם_העבירה_בוצעה_במסגרת_עסקת_נשק,3,1,GPT-Law,0,0,2,0,העבירה_בוצעה_במסגרת_עסקת_נשק ; העבירה_בוצעה_במסגרת_שימוש_מסחרי_בנשק ; העבירה_בוצעה_ללא_שימוש_בנשק
133,האם_העבירה_בוצעה_במסגרת_שימוש_אישי_בנשק,2,1,GPT-Law,0,0,2,0,העבירה_בוצעה_במסגרת_שימוש_אישי_בנשק ; העבירה_בוצעה_לשם_שימוש_אישי
146,האם_העבירה_בוצעה_בתמורה,2,1,GPT-Law,0,0,2,0,העבירה_בוצעה_בתמורה ; העבירה_בוצעה_בתמורה_לסמים
222,האם_העבירה_בוצעה_למטרת_סחר,2,1,GPT-Law,0,0,2,0,העבירה_בוצעה_למטרת_סחר ; העבירה_בוצעה_לשם_סחר
754,האם_העבירה_בוצעה_על_רקע_סכסוך,1,1,GPT-Law,0,0,2,0,העבירה_בוצעה_על_רקע_סכסוך
971,האם_העבירה_קשורה_לארגון_פשיעה,1,1,GPT-Law,0,0,2,0,העבירה_קשורה_לארגון_פשיעה
