verdict_1,verdict_2,GT,model_score,raw
ME-16-02-59812-881,ME-16-03-54615-517,1,58,"# ניתוח דמיון מהותי

## 1. סוג העבירה וחומרתה
- **זהה**: שני התיקים 144(ב) - סחר בנשק
- **חומרה**: תיק 2 חמור יותר משמעותית - 2 תת-מקלעים לעומת אקדח אחד

## 2. תפקיד הנאשם ומעורבותו
- **זהה**: שניהם סוחרים פעילים (לא מחזיקים פסיביים)
- **מניע זהה**: בצע כסף בשני המקרים

## 3. שיטת הביצוע (MO)
- **שונה**: תיק 1 - קיבל דרך עבודה; תיק 2 - לא צוין
- **תכנון**: זהה - שניהם מתוכננים

## 4. נסיבות הליבה
- **כמות תחמושת**: תיק 1 - 20 כדורים + 2 מחסניות; תיק 2 - ללא תחמושת
- **מצב הנשק**: תיק 1 - תקין ומופרד; תיק 2 - תקול
- **שימוש**: תיק 1 - לא; תיק 2 - ניסיון שימוש (אף שכשל)
- **נסיבות מחמירות**: תיק 1 - מסירת ידיעה כוזבת + שיבוש הליכים; תיק 2 - ניסיון שימוש בנשק

## 5. ישימות כתקדים
- **בעד**: אותה עבירה מרכזית (144ב), אותו מניע, שניהם סוחרים פעילים
- **נגד**: הבדלים מהותיים בסוג הנשק (אקדח vs תת-מקלע), מצב הנשק, ניסיון שימוש

**מסקנה**: דמיון בסיסי קיים אך הבדלים מהותיים בחומרה ובנסיבות

SIMILARITY_SCORE: 58"
SH-23-03-19819-247,SH-16-11-7544-55,3,35,SIMILARITY_SCORE: 35
ME-15-12-39071-113,ME-16-10-12213-904,1,25,SIMILARITY_SCORE: 25
ME-16-08-44157-713,ME-17-05-35227-215,2,42,"# ניתוח דמיון מהותי

## 1. סוג העבירה וחומרתה
- שניהם: 144(ב) - נשיאה/הובלה ✓
- **אך**: תיק 1 מוגדר ""סחר בנשק"" + קשירת קשר (עבירה נוספת חמורה)
- תיק 2: נשיאה/הובלה בלבד, ללא עבירות נוספות
- **פער משמעותי בחומרה המשפטית**

## 2. תפקיד הנאשם ומעורבותו
- תיק 1: **סוחר** (מטרה: בצע כסף) - מעורבות מסחרית מתוכננת
- תיק 2: נושא/מוביל - לא מצוין מניע מסחרי
- **פער מהותי בתפקיד**

## 3. שיטת ביצוע (MO)
- שניהם: תכנון מוקדם ✓
- תיק 1: החזקה בבית (סטטי)
- תיק 2: הובלה ברכב (דינמי)
- דמיון חלקי

## 4. נסיבות הליבה
- שניהם: תת מקלע מאולתר + מחסנית ✓
- תיק 1: נשק **מופרד** מתחמושת (פחות מסוכן)
- תיק 2: נשק **עם מחסנית בהכנס** (מוכן לשימוש מיידי - חמור יותר)
- **פער משמעותי בסיכון**

## 5. ישימות כתקדים
- קשירת קשר + סחר בתיק 1 הופכים אותו לתיק **שונה באופיו**
- נשק מוכן לשימוש בתיק 2 מחמיר אותו יחסית
- בתי משפט יתקשו להשוות: תיק 1 = עבירה ארגונית, תיק 2 = עבירת נשיאה

**מסקנה**: דמיון טכני (144ב, תת מקלע מאולתר, מחסנית), אך פערים מהותיים בהקשר המשפטי (סחר+קשר לעומת נשיאה בלבד, נשק מופרד לעומת מוכן)."
ME-10-08-17917-313,ME-16-04-12480-812,1,15,SIMILARITY_SCORE: 15
ME-20-07-29529-567,ME-16-08-54879-35,2,58,"# ניתוח דמיון מהותי בין התיקים

## 1. סוג העבירה וחומרתה
- **שניהם**: 144(ב) - נשיאת/הובלת נשק ✓
- **חומרה**: תיק 2 חמור יותר משמעותית - תת מקלע מאולתר (נשק אוטומטי) לעומת אקדח (נשק חצי אוטומטי)

## 2. תפקיד הנאשם ומעורבותו
- שניהם נושאים/מובילים נשק באופן אישי
- מעורבות ישירה בשני המקרים

## 3. שיטת הביצוע (MO)
- **תיק 1**: תכנון מוקדם, הסתרה מתוחכמת (ברכב + על גופו + מוסלק)
- **תיק 2**: ללא תכנון, החזקה פשוטה יותר (על גופו, סמוך לבית)
- הבדל משמעותי באופי הביצוע

## 4. נסיבות הליבה
- **כמות תחמושת**: דומה (2 מחסניות vs. מחסנית אחת עם 7 כדורים)
- **הפרדה**: שניהם נשק מופרד מתחמושת ✓
- **שימוש**: שניהם ללא שימוש בפועל ✓
- **חומרת הנשק**: פער משמעותי - תת מקלע מאולתר חמור הרבה יותר

## 5. ישימות כתקדים
- שניהם 144(ב) - רלוונטיים זה לזה ✓
- אך: הפער בסוג הנשק (אקדח vs. תת מקלע) והתכנון משפיע על טווח העונש
- תיק 2 צפוי לקבל עונש חמור יותר

**מסקנה**: דמיון בסיסי בעבירה ובנסיבות כלליות, אך הבדלים מהותיים בחומרת הנשק ובתכנון.

SIMILARITY_SCORE: 58"
SH-09-05-9349-998,ME-20-07-29529-567,1,35,SIMILARITY_SCORE: 35
ME-22-03-46930-359,ME-16-03-59260-279,1,35,"בוחנת את שני התיקים לפי הממדים המשפטיים המהותיים:

**1. סוג העבירה וחומרתה:**
- שניהם 144(א)+144(ב) - זהה פורמלית
- תיק 1: ""סחר בנשק"" - עבירה מחמירה מאוד (פעילות מסחרית)
- תיק 2: ""נשיאת נשק"" - עבירה חמורה אך פחות (שימוש אישי)
- **הבדל מהותי בחומרה**

**2. תפקיד הנאשם:**
- תיק 1: סוחר/יזם (""בצע כסף"", ""רכש"" - מעורבות מסחרית)
- תיק 2: מחזיק לשימוש עצמי (""סכסוך"" - מניע אישי)
- **הבדל מהותי בתפקיד**

**3. שיטת ביצוע:**
- תיק 1: פעילות מסחרית מתוכננת
- תיק 2: החזקה אישית ברכב/מחסן
- **שונה**

**4. נסיבות הליבה:**
- שניהם אקדח אחד עם מחסנית אחת (כמות דומה)
- תיק 1: נשק מופרד מתחמושת (פחות מסוכן)
- תיק 2: נשק עם מחסנית בהכנס (מוכן לשימוש - מחמיר)
- **נסיבות מעורבות**

**5. ישימות כתקדים:**
- ""סחר בנשק"" לעומת ""החזקה לצורך סכסוך אישי"" - שני עולמות שונים בענישה
- בית משפט יתייחס לתיק 1 כחמור הרבה יותר בשל המניע המסחרי
- **רלוונטיות תקדימית נמוכה**

SIMILARITY_SCORE: 35"
ME-16-02-18397-87,ME-12-03-13401-281,1,42,"בואי נבחן את הממדים המהותיים:

**1. סוג העבירה וחומרתה:**
- שניהם: 144(ב) - נשיאה/הובלה של אקדח
- תיק 2: גם 144(א) + **שימוש בפועל (ירי באזור מגורים)** - חומרה משמעותית יותר

**2. תפקיד הנאשם ומעורבותו:**
- תיק 1: החזקה/הובלה בלבד
- תיק 2: החזקה + **שימוש פעיל בנשק (ירי)**

**3. שיטת הביצוע:**
- שניהם: הובלה ברכב של אקדח
- דומה במובן זה

**4. נסיבות הליבה:**
- תיק 1: נשק תקול, כדורים (כמות לא מפורטת), מוסלק/מוסתר
- תיק 2: נשק פעיל עם **כדור בקנה**, 2 מחסניות + 11 כדורים, **ירי בפועל באזור מגורים** (340א)
- הפרש חומרה משמעותי

**5. ישימות כתקדים:**
- קיים חפיפה בסיסית (144ב, אקדח, רכב)
- אך תיק 2 כולל נסיבה מחמירה קריטית: **שימוש בפועל** + עבירה נוספת חמורה (340א)
- בית משפט יתייחס לתיק 2 כחמור משמעותית יותר

**מסקנה:** דמיון חלקי בבסיס העובדתי, אך הבדל מהותי בחומרה ובמעורבות. תיק 1 = הובלה בלבד. תיק 2 = הובלה + שימוש פעיל בנשק. רלוונטיות מוגבלת כתקדים.

SIMILARITY_SCORE: 42"
ME-17-10-62597-895,SH-15-12-65958-120,1,25,SIMILARITY_SCORE: 25
ME-13-02-28360-614,ME-16-06-44840-433,1,35,SIMILARITY_SCORE: 35
SH-18-06-11098-353,SH-16-11-7544-55,3,72,SIMILARITY_SCORE: 72
ME-14-07-13179-197,m08000207-175,1,35,SIMILARITY_SCORE: 35
SH-17-04-19242-11,SH-16-11-7544-55,3,45,SIMILARITY_SCORE: 45
ME-14-10-31218-522,ME-14-12-6904-57,1,25,SIMILARITY_SCORE: 25
ME-16-10-9348-780,ME-17-05-35227-215,1,35,SIMILARITY_SCORE: 35
ME-16-06-42987-901,ME-12-04-33577-700,2,78,SIMILARITY_SCORE: 78
ME-15-08-44579-251,SH-17-04-19242-11,1,25,"בוחנת את שני התיקים לפי הממדים המשפטיים המהותיים:

**1. סוג העבירה וחומרתה:**
- תיק 1: 144(ב) - נשיאה/הובלה (אקדח)
- תיק 2: 144(א) - החזקה בלבד (רובה סער)
- הבדל מהותי: 144(ב) נחשבת חמורה יותר מ-144(א). רובה סער חמור יותר מאקדח.

**2. תפקיד ומעורבות:**
- תיק 1: נשיאה פעילה ברכב
- תיק 2: החזקה פסיבית בבית, קיבל מאחר
- הבדל במעורבות: נשיאה מעידה על פעילות, החזקה יכולה להיות פסיבית יותר

**3. שיטת ביצוע:**
- תיק 1: ברכב, מוסלק ומוסתר
- תיק 2: בבית, מוסלק ומוסתר
- דמיון חלקי בהסתרה והפרדה

**4. נסיבות ליבה:**
- תיק 1: מחסנית ריקה (0 כדורים)
- תיק 2: 2 מחסניות (לא ידוע כמה כדורים)
- שניהם ללא שימוש, ללא תכנון

**5. ישימות כתקדים:**
- ההבדל בין 144(א) ל-144(ב) הוא **מהותי מאוד** בפסיקה
- תיק החזקה (א) כמעט לעולם אינו משמש תקדים לנשיאה (ב)
- סוג נשק שונה (אקדח vs רובה סער) מוסיף הבדל

**מסקנה:** למרות שיש דמיון בהפרדת נשק מתחמושת ובהעדר שימוש, ההבדל המהותי בין החזקה לנשיאה, יחד עם הבדל בסוג הנשק, הופך את התיקים לבלתי רלוונטיים זה לזה כתקדימים.

SIMILARITY_SCORE: 25"
ME-15-06-12109-344,SH-14-11-8987-965,1,25,"# ניתוח דמיון מהותי

## 1. סוג העבירה וחומרתה
- תיק 1: **144(ב)** - נשיאה/הובלה (עבירה חמורה יותר, מעידה על ניידות ופעילות)
- תיק 2: **144(א)** - החזקה בלבד (עבירה פחות חמורה)
- **הבדל מהותי** - זו הבחנה משפטית מרכזית בדיני הנשק

## 2. תפקיד הנאשם ומעורבותו
- תיק 1: הובלה מתוכננת ברכב (פעילות מכוונת)
- תיק 2: גנב נשק (עבירת רכוש נוספת, נסיבות שונות לחלוטין)

## 3. שיטת הביצוע
- תיק 1: תכנון + הובלה ברכב
- תיק 2: ללא תכנון, קבלה בגניבה

## 4. נסיבות הליבה
- שניהם: אקדח אחד, ללא תחמושת, ללא שימוש
- **אך**: תיק 1 - נשק תקין; תיק 2 - נשק תקול (הבדל משמעותי בסיכון)

## 5. ישימות כתקדים
- בית משפט **לא יראה** בתיק 2 תקדים רלוונטי לתיק 1
- ההבדל בין 144(א) ל-144(ב) הוא קריטי
- הגניבה בתיק 2 מוסיפה ממד שונה לחלוטין
- נשק תקול מול תקין משנה את הערכת הסיכון

**SIMILARITY_SCORE: 25**"
ME-21-10-18557-340,ME-16-12-50986-619,3,68,"בואי ננתח את שני התיקים לפי הממדים המשפטיים המהותיים:

**1. סוג העבירה וחומרתה:**
- תיק 1: 144(א)+144(ב) - החזקה, נשיאה והובלה
- תיק 2: 144(ב) בלבד - נשיאה והובלה
- הבדל מהותי: תיק 1 כולל גם החזקה סטטית (144א), תיק 2 רק נשיאה/הובלה

**2. תפקיד הנאשם ומעורבותו:**
- שני התיקים: מעורבות ישירה בנשיאה/הובלה והפעלת הנשק
- דמיון גבוה

**3. שיטת הביצוע (MO):**
- שניהם: נשק ברכב, נשק עם כדור בקנה, ביצוע ירי בפועל
- דמיון גבוה מאוד

**4. נסיבות הליבה:**
- שניהם: סכסוך כמניע, ירי בפועל, נשק מוכן לשימוש
- תיק 1: תת-מקלע מאולתר + מחסנית + 2 כדורים + נשיאה על הגוף
- תיק 2: כלי נשק (לא מפורט) + ללא תחמושת נוספת
- תיק 2 כולל עבירות נוספות חמורות: קשירת קשר, איומים, ירי באזור מגורים
- הבדל: תיק 1 חמור יותר בסוג הנשק והתחמושת, תיק 2 חמור יותר בעבירות הנלוות

**5. ישימות כתקדים:**
- שני התיקים עוסקים בנשיאה/הובלה פעילה + ירי בפועל בהקשר של סכסוך
- רלוונטיים זה לזה למרות ההבדלים
- תיק 1 יכול לשמש תקדים חלקי לתיק 2 (במיוחד להיבט 144ב + ירי)

**מסקנה:** דמיון מהותי גבוה בליבה (144ב + ירי בסכסוך), אך הבדלים "
ME-13-10-53169-537,ME-13-10-28139-807,1,35,SIMILARITY_SCORE: 35
SH-15-12-65958-120,SH-16-09-33552-535,3,78,SIMILARITY_SCORE: 78
ME-16-05-9968-487,SH-11-01-41775-497,2,45,"בוחנת את שני התיקים לפי הממדים המשפטיים המהותיים:

**1. סוג העבירה וחומרתה:**
- שניהם: 144(א)+144(ב) - החזקה ונשיאה
- תיק 1: תת מקלע מאולתר (נשק מסוכן במיוחד)
- תיק 2: אקדח (נשק אישי)
- הבדל מהותי בחומרה - תת מקלע נתפס כמסוכן יותר

**2. תפקיד ומעורבות:**
- שניהם: מחזיקים/נושאים (לא סוחרים/יזמים)
- רמת מעורבות דומה

**3. שיטת ביצוע:**
- תיק 1: נשק עם מחסנית בהכנס, מוסתר בבית
- תיק 2: נשק מופרד מתחמושת, בבית וברכב
- תיק 1 מסוכן יותר (נשק מוכן לשימוש)

**4. נסיבות הליבה:**
- תיק 1: מחסנית אחת, מטרה ""ירי בחתונה"" (שימוש חברתי-תרבותי)
- תיק 2: מחסנית + 34 כדורים, מטרה ""הגנה עצמית""
- כמות תחמושת דומה יחסית, אך מניעים שונים

**5. ישימות כתקדים:**
- שניהם 144(א)+144(ב) ללא שימוש בפועל - יש רלוונטיות
- אך: ההבדל בין תת מקלע לאקדח, ובין נשק מוכן למופרד, משמעותי לענישה
- בתי משפט מבחינים בחומרה בין סוגי נשק אלו

**מסקנה:** דמיון חלקי - אותן עבירות פורמליות, אך הבדלים מהותיים בחומרה וסיכון.

SIMILARITY_SCORE: 45"
ME-19-04-1316-977,ME-16-05-19384-544,1,25,"# ניתוח השוואתי

## 1. סוג העבירה וחומרתה
- **תיק 1**: 144(ב) - סחר/ניסיון לסחר בנשק (תת מקלע מאולתר אחד)
- **תיק 2**: 144(א)+144(ב) - החזקה, נשיאה וסחר בנשק (3 תתי מקלע + רובה סער) + עבירות חמורות נוספות (ניסיון לחבלה חמורה)
- **הערכה**: חפיפה חלקית ב-144(ב), אך תיק 2 חמור משמעותית יותר

## 2. תפקיד הנאשם ומעורבותו
- **תיק 1**: סוחר/מוביל נשק (קיבל מאחר, נשא ברכב)
- **תיק 2**: רוכש ומחזיק נשק לשימוש עצמי/פלילי (רכש בעצמו, הסתיר ליד הבית)
- **הערכה**: תפקידים שונים מהותית - סוחר לעומת משתמש קצה

## 3. שיטת הביצוע (MO)
- **תיק 1**: הובלה ברכב, קבלה מספק
- **תיק 2**: רכישה עצמאית, הסתרה סמוך לבית, שימוש בפועל
- **הערכה**: דפוסים שונים לחלוטין

## 4. נסיבות הליבה
- **כמות תחמושת**: 900 כדורים (תיק 1) לעומת 10 כדורים (תיק 2) - הבדל עצום
- **שימוש בנשק**: לא (תיק 1) לעומת כן - ירי בפועל (תיק 2) - נסיבה מחמירה קריטית
- **כמות נשק**: 1 נשק לעומת 4 כלי נשק
- **מוכנות לשימוש**: תיק 2 - ""כדור בקנה"" + שימוש בפועל

## 5. ישימות כתקדים
- חפיפה מינימלית: שניהם 144(ב) עם מניע כספי
- הבדלים מהותיים: ת"
SH-16-02-10948-419,SH-16-11-19417-55,3,62,"בואי ננתח את שני התיקים לפי הממדים המשפטיים המהותיים:

**1. סוג העבירה וחומרתה:**
- שניהם 144(א) - החזקה בלבד (לא נשיאה/הובלה)
- שניהם אקדח אחד
- דמיון גבוה ✓

**2. תפקיד הנאשם ומעורבותו:**
- שניהם החזקה פסיבית (לא סחר, לא שימוש)
- דמיון גבוה ✓

**3. שיטת הביצוע (MO):**
- תיק 1: החזקה בבית
- תיק 2: החזקה ברכב, מוסלק ומוסתר
- הבדל בולט - ברכב מעיד על ניידות פוטנציאלית, הסתרה מכוונת

**4. נסיבות הליבה:**
- תיק 1: נשק תקין, אין מידע על תחמושת
- תיק 2: נשק מופרד מתחמושת (נסיבה מקלה), אך יש מחסנית עם כדורים
- ההפרדה בתיק 2 היא נסיבה מקלה משמעותית
- ההחזקה ברכב בתיק 2 עשויה להיחשב מחמירה יותר

**5. ישימות כתקדים:**
- שניהם 144(א) טהור - רלוונטיים זה לזה
- אך ההבדלים בנסיבות (בית מול רכב, הפרדה מול אי-הפרדה) משפיעים על טווח הענישה

**מסקנה:** דמיון בסיסי חזק (אותה עבירה, אותו נשק), אך הבדלים נסיבתיים משמעותיים שמשפיעים על הענישה.

SIMILARITY_SCORE: 62"
ME-22-03-52964-443,ME-17-05-35227-215,3,72,SIMILARITY_SCORE: 72
ME-18-04-19642-504,ME-21-10-18557-340,3,78,SIMILARITY_SCORE: 78
ME-16-03-59260-279,SH-11-12-35552-181,2,35,SIMILARITY_SCORE: 35
ME-16-06-44840-433,ME-14-10-31218-522,1,35,SIMILARITY_SCORE: 35
sh-10-05-7434-952,SH-18-06-11098-353,3,72,SIMILARITY_SCORE: 72
SH-19-07-60805-168,SH-16-11-7544-55,2,42,"# ניתוח דמיון מהותי

## 1. סוג העבירה וחומרתה
- שניהם: 144(א) - החזקה בלבד (לא נשיאה/הובלה)
- **אך**: תת-מקלע מאולתר נחשב חמור משמעותית מאקדח רגיל בפסיקה
- חומרה שונה למרות אותו סעיף

## 2. תפקיד הנאשם ומעורבותו
- שניהם: מחזיקים (לא סוחרים/יזמים)
- מעורבות דומה ברמת הפסיביות

## 3. שיטת הביצוע (MO)
- **שונה מהותית**: 
  - תיק 1: ברכב, מוסלק ומוסתר (ניסיון הסתרה)
  - תיק 2: על הגוף (נגישות מיידית)
- דפוס שונה

## 4. נסיבות הליבה
- כמות תחמושת: **זהה** (10 כדורים במחסנית)
- מוכנות לשימוש: תיק 1 מוכן יותר (מחסנית בהכנס) vs תיק 2 (מופרד)
- **אך**: תת-מקלע על הגוף = מסוכנות גבוהה יותר למרות הפרדה

## 5. ישימות כתקדים
- שניהם 144(א) - רלוונטיות בסיסית קיימת
- **אך**: הבדלי חומרה (סוג נשק + מיקום) משמעותיים מדי
- בית משפט יתייחס לתת-מקלע כחמור יותר, גם אם מופרד

**מסקנה**: דמיון חלקי בלבד - אותו סעיף וכמות תחמושת, אך הבדלים מהותיים בסוג הנשק, מיקום ההחזקה ורמת המסוכנות.

SIMILARITY_SCORE: 42"
SH-14-11-8987-965,ME-16-12-50986-619,1,15,SIMILARITY_SCORE: 15
SH-16-09-33552-535,ME-16-11-56385-886,1,35,SIMILARITY_SCORE: 35
ME-17-08-28615-573,ME-17-05-35227-215,3,68,"בואי ננתח את שני התיקים לפי הממדים המשפטיים המהותיים:

**1. סוג העבירה וחומרתה:**
- שני התיקים כוללים 144(ב) - נשיאת/הובלת נשק (הליבה המשותפת)
- תיק 1 כולל גם 144(א) והפרעה לשוטר - רחב יותר
- חומרה דומה: שניהם תת-מקלע מאולתר

**2. תפקיד הנאשם ומעורבותו:**
- שניהם מעורבות פעילה בנשיאה/הובלה (לא סחר/ייצור)
- דומה מאוד

**3. שיטת הביצוע (MO):**
- תיק 1: על הגוף + רימון הלם/גז
- תיק 2: ברכב
- הבדל באופן ההחזקה, אך שניהם נשיאה פעילה

**4. נסיבות הליבה:**
- שניהם: תת-מקלע מאולתר, תכנון מוכח, ללא שימוש בפועל
- תיק 1: נשק מופרד + 59 כדורים סה""כ
- תיק 2: נשק עם מחסנית בהכנס (מסוכן יותר!) + כמות תחמושת לא מפורטת
- **הבדל מהותי**: נשק עם מחסנית בהכנס (תיק 2) מחמיר משמעותית

**5. ישימות כתקדים:**
- שניהם 144(ב) עם תת-מקלע מאולתר ותכנון - רלוונטיים זה לזה
- ההבדלים (על גוף/ברכב, מופרד/מוכן לירי) משפיעים על הענישה אך לא שוללים רלוונטיות
- תיק 1 רחב יותר (עבירות נוספות) אך הליבה דומה

**מסקנה:** תקדים רלוונטי למדי - שניהם 144(ב) עם תת-מקלע מאולתר ותכנון, אך יש הבדלים משמעותיים בנסיבות (מוכנות לשימוש,"
SH-16-11-7544-55,ME-16-10-12213-904,1,35,"בוחנת את שני התיקים לפי הממדים המשפטיים המהותיים:

**1. סוג העבירה וחומרתה:**
- תיק 1: 144(א) - החזקה בלבד
- תיק 2: 144(ב) - נשיאה/הובלה
- הבדל מהותי בחומרה ובאופי העבירה

**2. תפקיד הנאשם ומעורבותו:**
- תיק 1: החזקה על הגוף - מעורבות ישירה
- תיק 2: ""מצא"" את הנשק, הסתיר ברכב - מעורבות שונה באופייה

**3. שיטת הביצוע:**
- תיק 1: החזקה על הגוף
- תיק 2: הסתרה מכוונת ברכב, תכנון מוכח
- דפוסים שונים

**4. נסיבות הליבה:**
- שניהם: תת מקלע מאולתר, נשק מופרד מתחמושת, ללא שימוש
- תיק 1: 10 כדורים בפועל
- תיק 2: מחסנית ריקה + כדור בודד
- דמיון חלקי בסוג הנשק, אך הבדל בכמות התחמושת

**5. ישימות כתקדים:**
- ההבחנה בין 144(א) ל-144(ב) היא מהותית משפטית
- בתי משפט רואים בנשיאה/הובלה עבירה חמורה יותר
- תיק 144(א) כמעט לא ישמש תקדים לתיק 144(ב)

**מסקנה:** למרות הדמיון בסוג הנשק, ההבדל המהותי בסעיף העבירה, באופן המעורבות ובתכנון מונע רלוונטיות תקדימית.

SIMILARITY_SCORE: 35"
ME-15-02-9111-399,ME-14-07-13179-197,1,25,SIMILARITY_SCORE: 25
SH-20-02-52091-995,ME-17-05-35227-215,1,35,SIMILARITY_SCORE: 35
SH-16-11-19417-55,SH-16-11-7544-55,3,72,SIMILARITY_SCORE: 72
ME-19-01-53615-8,SH-15-12-65958-120,1,25,SIMILARITY_SCORE: 25
SH-14-02-28659-762,SH-17-10-10556-234,3,72,SIMILARITY_SCORE: 72
m07001074-98,ME-17-05-35227-215,1,25,SIMILARITY_SCORE: 25
SH-18-07-52337-770,ME-16-06-50916-362,1,15,SIMILARITY_SCORE: 15
SH-17-11-53539-235,m07001074-98,3,35,SIMILARITY_SCORE: 35
ME-16-11-69158-529,ME-12-03-13401-281,3,78,SIMILARITY_SCORE: 78
ME-21-06-43085-219,SH-17-08-47445-166,1,25,SIMILARITY_SCORE: 25
ME-16-05-19384-544,m08000207-175,1,25,SIMILARITY_SCORE: 25
SH-11-05-24791-315,ME-16-02-59812-881,1,25,"# ניתוח דמיון מהותי

## 1. סוג העבירה וחומרתה
- תיק 1: **144(א)** - החזקה בלבד
- תיק 2: **144(ב)** - סחר בנשק (+ עבירות שיבוש הליכים)
- **הבדל מהותי**: החזקה פסיבית לעומת פעילות מסחרית פלילית + הסתרת ראיות

## 2. תפקיד הנאשם ומעורבותו
- תיק 1: מחזיק פסיבי (קיבל מאחר)
- תיק 2: סוחר פעיל (רכש לצורך רווח) + שיבוש הליכים אקטיבי
- **הבדל קריטי**: פסיביות לעומת יזמות פלילית

## 3. שיטת הביצוע
- תיק 1: החזקה בבית, ללא תכנון
- תיק 2: פעילות מתוכננת, רכישה לצורך מסחר
- **שונה מהותית**

## 4. נסיבות הליבה
- דמיון: כמות תחמושת דומה (2 מחסניות), אקדח אחד, נשק מופרד
- הבדל: מניע (אין לעומת בצע), תכנון, עבירות נלוות חמורות

## 5. ישימות כתקדים
- הפסיקה מבחינה בבירור בין 144(א) ל-144(ב)
- תיק 2 כולל גם עבירות שיבוש הליכים - מחמיר משמעותית
- **לא רלוונטי כתקדים ענישה**

SIMILARITY_SCORE: 25"
ME-16-01-31498-921,ME-16-10-9348-780,1,35,SIMILARITY_SCORE: 35
ME-09-11-7566-913,ME-16-06-50916-362,1,15,SIMILARITY_SCORE: 15
ME-20-01-17935-7,SH-23-03-19819-247,2,35,SIMILARITY_SCORE: 35
SH-17-08-47445-166,SH-16-11-7544-55,3,45,SIMILARITY_SCORE: 45
ME-16-11-13999-863,m01008097-376,1,35,SIMILARITY_SCORE: 35
ME-16-06-50916-362,ME-15-03-29911-554,3,72,SIMILARITY_SCORE: 72
SH-16-11-49772-358,ME-17-02-54432-484,1,25,"בואי נבחן את הממדים המהותיים:

**1. סוג העבירה וחומרתה:**
- תיק 1: 144(א) בלבד - החזקה
- תיק 2: 144(א) + 144(ב) - החזקה ונשיאה
- הבדל מהותי: נשיאה פעילה חמורה יותר מהחזקה סטטית

**2. תפקיד הנאשם ומעורבותו:**
- תיק 1: גנב נשק למטרת רווח כספי - עבריין רכוש
- תיק 2: החזיק ונשא למטרת הגנה עצמית - מניע שונה לחלוטין

**3. שיטת הביצוע:**
- תיק 1: נשק מוסלק/מוסתר, ללא תחמושת
- תיק 2: נשק מוכן לשימוש (מחסנית בהכנס), על הגוף וברכב, תכנון מוקדם

**4. נסיבות הליבה:**
- תיק 1: נשק ללא תחמושת, לא מוכן לשימוש
- תיק 2: נשק טעון עם 7 כדורים, מוכן לשימוש מיידי
- הבדל קריטי ברמת הסכנה הציבורית

**5. ישימות כתקדים:**
- תיק 1 הוא החזקה פסיבית של נשק לא מוכן, במסגרת עבירת רכוש
- תיק 2 הוא נשיאה פעילה של נשק טעון ומוכן
- בית משפט לא יראה בתיק 1 תקדים רלוונטי לתיק 2

SIMILARITY_SCORE: 25"
ME-14-02-51828-88,ME-14-03-48488-922,1,15,SIMILARITY_SCORE: 15
ME-14-12-6904-57,ME-18-04-19642-504,1,35,SIMILARITY_SCORE: 35
ME-18-10-30972-637,ME-14-11-7498-539,3,68,"בואי נבחן את הממדים המהותיים:

**1. סוג העבירה וחומרתה:**
- שני התיקים כוללים 144(ב) + ניסיון לסחר ברובה סער
- תיק 2 כולל גם 144(א) ועבירות נוספות (קשירת קשר, גניבה) - חמור יותר

**2. תפקיד הנאשם:**
- תיק 1: רוכש/סוחר פוטנציאלי
- תיק 2: מקבל מאחר, מעורב בקשירת קשר - תפקיד דומה בשרשרת הסחר

**3. שיטת ביצוע (MO):**
- שניהם: הובלה ברכב, תכנון מוקדם, ניסיון לסחר
- תיק 2: הסתרה מכוונת (מוסלק), קבלה מאחר - מתוחכם יותר

**4. נסיבות הליבה:**
- תיק 1: רובה סער אחד תקין, **ללא תחמושת**
- תיק 2: **שני** רובי סער, אחד עם מחסנית מלאה (29 כדורים) - **חמור משמעותית**
- שניהם: ללא שימוש בפועל

**5. ישימות כתקדים:**
- הליבה דומה (144ב + ניסיון סחר ברובה סער)
- אך תיק 2 חמור יותר: כמות נשק כפולה, תחמושת מלאה, עבירות נוספות
- תיק 1 יכול לשמש תקדים מקל לתיק 2, אך לא להיפך

**מסקנה:** דמיון מהותי גבוה בסוג העבירה והמסגרת, אך הבדלים משמעותיים בחומרה (כמות, תחמושת, עבירות נוספות).

SIMILARITY_SCORE: 68"
ME-17-02-54432-484,ME-16-07-45228-25,3,85,SIMILARITY_SCORE: 85
